1-upc	2-upc	3-upc	4-upc	5-upc	6-upc	7-upc	8-upc	9-upc	10-upc	11-upc	12-upc	13-upc	14-upc	15-upc	16-upc	17-upc	18-upc	19-upc	20-upc	21-upc	22-upc	23-upc	24-upc	25-upc	26-upc	27-upc	28-upc	29-upc	30-upc	31-upc	32-upc	33-upc	34-upc	35-upc	36-upc	37-upc	38-upc	39-upc	40-upc	41-upc	42-upc	43-upc	44-upc	45-upc	46-upc	47-upc	48-upc	49-upc	50-upc	51-upc	52-upc	53-upc	54-upc	55-upc	56-upc	57-upc
0.7504092262	0.9825581395	0	0.4435240647	0.4949847495	0.4500642041	0.7894736842	0.962962963	0.5789473684	0.9245625692	0.5898157806	0.6999036938	0.0697674419	0.2233254167	0.0714285714	0.1508748616	0.302678306	0.2495907738	307.019	0.6691328806	147.531	41.9012	43.7473	17.4816	164.361	295.789	152.348	161.046	49.542	53.4806	16.1215	170.222	286.874	172.526	159.301	49.0551	52.7795	16.1077	168.462	0	19.0	24.0	4.3157897	-57.0312	-45.5125	1.2631578	133.1579	0.02491877	0.0	1.0	0.0	0.7222222	0.0	0.1764706	1.0	0.0	0.0	
0.75	0.9166666667	0	0.567925562	0.3390907093	0.5126032469	0.75	1	?	0.8125	0.725913826	0.658264502	0.25	0.1303678974	0.4545454545	0.375	0.2075560828	0.5	192.782	0.7683490732	528.518	118.168	42.642	23.3324	?	226.165	385.222	455.069	99.7032	58.2982	28.006	?	222.517	369.734	456.699	99.7211	58.024	27.6722	?	0	16.0	16.0	4.25	-38.944	-41.6796	1.3333334	152.0	0.029252524	0.0	0.875	0.0	0.53333336	0.0	0.071428575	0.8181818	0.0	0.0	
0.7613636364	0.6044176707	3	0.4489067381	0.3222170794	0.3257575758	?	0.8333333333	?	0.5510932619	0.7222286507	0.6742424242	0.6	0.1818181818	0.6	0.3333333333	0.1989492919	0.2272727273	344.099	0.7578433292	378.602	91.4596	95.8388	45.4818	?	397.399	318.897	528.777	116.06	116.389	40.8523	?	387.55	402.157	522.777	115.116	114.463	41.05	?	0	12.0	13.0	3.5833333	-36.0294	-32.3661	1.0833334	181.41667	0.04973337	0.0	0.9166667	0.0	0.72727275	0.1	0.2	1.0	3.0	3.0	
0.8055555556	0.6178045515	0	0.4940959072	0.6115916914	0.4382575758	0.75	0.875	0.6428571429	0.5629904232	0.5863095238	0.7708333333	0.313253012	0.3333333333	0.25	0.3821954485	0.3921130952	0.2916666667	1235.26	0.6319444444	783.589	297.412	354.427	40.3506	667.92	1066.2	516.796	405.109	167.276	149.231	22.9745	276.257	1051.65	280.075	407.82	170.95	152.27	22.7734	275.059	0	15.0	15.0	4.0	-38.4148	-34.2498	1.0	168.26666	0.021547576	0.0	1.0	0.071428575	0.64285713	0.0	0.3846154	1.0	0.0	0.0	
0.8561837496	0.7141695171	3	0.5680638749	0.4637682538	0.4455286556	0.6923076923	0.9411764706	0.64	0.6192119927	0.5864553231	0.7472151086	0.1928739593	0.242270313	0.1470588235	0.3572881037	0.3557137235	0.2396937507	248.167	0.6442862765	382.917	103.111	88.3597	25.6197	?	244.989	402.873	425.137	67.4104	49.8142	19.7744	?	241.311	372.125	420.942	67.0324	49.304	19.5651	?	0	27.0	26.0	4.185185	-61.2285	-65.9222	1.1304348	189.22223	0.026723301	0.0	0.8518519	0.0	0.65384614	0.0	0.32	0.85714287	3.0	3.0	
0.5771428571	0.5602094241	0	0.7021524142	0.4966391099	0.7114285714	?	1	?	0.4467713787	0.5717980264	0.5771428571	0.3125	0.3207905384	0.2	0.4397905759	0.3755366688	0.4228571429	361.851	0.6244633312	425.056	46.0259	53.548	35.7101	?	381.095	354.11	477.297	49.1786	47.4888	33.2886	?	376.956	378.567	473.661	48.7736	46.8046	32.967	?	0	17.0	18.0	4.0588236	-46.8202	-38.0767	1.0	282.47058	0.049091496	0.0	0.9411765	0.0	0.625	0.0	0.2	1.0	0.0	0.0	
0.8123529412	0.7922291022	3	0.5614119549	0.4473746461	0.5375218055	0.68	0.9333333333	0.68	0.7289672711	0.7647330223	0.7588305322	0.2576470588	0.2152717183	0.2352941176	0.2881280407	0.2566111912	0.2680042017	2781.74	0.8479827831	298.719	82.8585	76.8401	28.5813	167.091	2137.81	243.67	252.25	78.2889	71.5618	25.6592	170.703	2097.31	220.783	250.888	77.911	71.0324	25.351	169.117	0	26.0	27.0	4.6923075	-74.0005	-61.3571	1.125	235.8077	0.057271753	0.0	0.88461536	0.0	0.6	0.0	0.29166666	0.95652175	3.0	3.0	
0.7857142857	0.8095238095	2	0.4654761905	0.44161993	0.4892857143	?	1	?	0.6896825397	0.6435733367	0.6738095238	0.3571428571	0.2358193844	0.3571428571	0.380952381	0.306959683	0.4285714286	5034.97	0.693040317	156.846	37.2992	41.2483	25.5199	97.5329	3750.87	112.148	166.507	38.7528	40.238	24.9025	117.393	3663.99	140.478	165.51	38.593	39.908	24.9146	116.869	0	15.0	19.0	4.0666666	-42.2099	-36.1402	1.0555556	271.66666	0.09950891	0.0	0.8666667	0.0	0.71428573	0.0	0.30769232	0.93333334	2.0	2.0	
0.9078898226	0.8669140875	2	0.3738901335	0.4247317163	0.3975726661	0.7692307692	0.9696969697	0.72	0.768560009	0.6569044742	0.7968717784	0.1005564388	0.2193923704	0.0874183007	0.1996288687	0.2782636375	0.1918043884	3160.07	0.7217363625	308.129	60.4538	86.3348	43.6347	248.832	2067.63	241.434	205.277	53.414	80.5356	38.1254	189.652	2010.16	200.949	225.724	52.9306	79.8102	37.6486	211.762	0	21.0	19.0	4.4761906	-45.9545	-38.5629	1.0	319.0476	0.03403319	0.0	1.0	0.0	0.85	0.05263158	0.47368422	1.0	2.0	2.0	
0.7309055587	0.6746042625	2	0.4578367576	0.3335042338	0.4149142145	1	1	1	0.6395509898	0.6979800964	0.6863643807	0.2351585796	0.235668812	0.2351585796	0.3253957375	0.2646808546	0.2690944413	25781.9	0.7353191454	255.167	247.443	61.1427	36.8986	173.918	27021.3	225.53	244.403	107.665	96.169	41.3644	197.587	25953.3	235.904	242.029	106.747	93.8676	40.6902	194.214	0.083333336	12.0	12.0	5.3333335	-29.6019	-25.9671	1.0	130.16667	0.007854605	0.083333336	0.8333333	0.0	0.6363636	0.0	0.3	0.90909094	2.0	2.0	
1	0.8256410256	2	0.4745621325	0.5281573419	0.4905982906	0.5517241379	0.8974358974	?	0.7301997722	0.5614637424	0.9653846154	0.1384615385	0.2927797001	0.3333333333	0.2905982906	0.3842349117	0.1384615385	1922.72	0.6157650883	564.871	113.634	118.351	36.2176	337.729	3383.63	472.855	699.821	110.738	120.441	33.5263	412.572	3307.91	462.416	694.411	110.723	118.69	33.2477	408.42	0	28.0	26.0	4.535714	-70.9042	-65.6957	1.0833334	145.71428	0.021346059	0.0	0.96428573	0.074074075	0.6296296	0.07692308	0.30769232	0.96153843	2.0	2.0	
0.795110244	0.8026607927	2	0.5165803267	0.4935379159	0.5301821814	0.7446808511	0.8461538462	0.5813953488	0.6988000417	0.6726346251	0.7026116286	0.2497723788	0.2156731813	0.146011396	0.339599927	0.3145213733	0.2794158904	2596.81	0.7673574493	663.983	215.031	153.997	42.0441	258.285	4910.69	386.077	773.177	199.385	162.422	44.6	289.647	4793.87	404.483	766.162	197.551	160.469	44.2707	286.117	0	40.0	43.0	4.75	-118.127	-108.551	1.1315789	271.175	0.036547296	0.0	0.9	0.051282052	0.53846157	0.02631579	0.15789473	0.9166667	0.0	2.0	
0.7223552335	0.8456569582	0	0.4904084431	0.3856974439	0.4208012433	0.8095238095	0.9230769231	0.6	0.7453546174	0.6685820561	0.6283718413	0.2430004615	0.16363015	0.2272727273	0.3179288022	0.2481398007	0.2776447665	394.212	0.7518601993	666.879	310.983	143.575	23.1749	?	380.315	553.423	639.752	296.746	153.53	21.3911	?	377.47	576.792	636.513	293.429	150.613	21.2255	?	0	19.0	21.0	4.736842	-51.0747	-45.6768	1.1052631	256.3158	0.045733817	0.0	0.7368421	0.0	0.44444445	0.0	0.11764706	0.8333333	0.0	0.0	
0.875255848	0.9667348884	5	0.4771059245	0.4527826238	0.4844924812	0.5348837209	0.8965517241	0.5227272727	0.8794416946	0.716208539	0.7983187135	0.067132116	0.1664930554	0.0575657895	0.1544499441	0.2514745804	0.2163596491	1527.31	0.8109053861	469.676	124.332	85.7954	20.7634	355.496	1285.53	481.78	378.514	123.06	96.6841	18.9909	309.866	1321.66	405.223	375.215	121.722	95.662	18.9246	306.789	0	39.0	43.0	4.25641	-105.176	-94.1121	1.2285714	309.6154	0.045668695	0.0	0.8974359	0.0	0.5263158	0.054054055	0.1891892	0.93939394	5.0	5.0	
0.7777777778	0.9333333333	3	0.2876893939	0.4472116258	0.3099635701	0.7692307692	0.9411764706	0.6153846154	0.855959596	0.5854741806	0.7451851852	0.2	0.3681016047	0.1666666667	0.2212121212	0.3960834	0.2222222222	295.582	0.6039166	279.344	172.716	111.277	35.363	?	209.609	656.46	293.426	124.15	57.5312	26.9379	?	205.772	535.675	291.13	122.237	56.7725	26.6729	?	0	16.0	16.0	3.875	-33.0854	-39.0873	1.1428572	168.5625	0.01647985	0.0	0.875	0.06666667	0.53333336	0.071428575	0.2857143	0.8666667	3.0	3.0	
0.5734911431	0.7162317789	2	0.4556086293	0.4604894688	0.5719167374	0.8181818182	0.9743589744	0.7	0.6365088749	0.5949653524	0.532364486	0.253805456	0.2427321353	0.3367358519	0.3310629247	0.342062546	0.4265088569	846.775	0.6464294229	2511.82	209.68	159.124	30.1159	?	574.195	1328.09	1972.58	212.363	148.317	31.6561	?	569.508	944.152	1950.97	210.222	145.635	31.5819	?	0	23.0	23.0	4.0434785	-62.2213	-62.7014	1.0454545	246.82608	0.066299714	0.0	0.8695652	0.045454547	0.59090906	0.0952381	0.23809524	0.8636364	2.0	2.0	
0.8880952381	0.841852555	0	0.385522725	0.3785274184	0.4960708421	0.8965517241	0.96875	0.76	0.7407843875	0.7221819102	0.7335869693	0.1737726098	0.1746783175	0.1547619048	0.2418952896	0.2392139924	0.2445607553	18091.6	0.7906877566	479.164	135.728	143.438	44.6547	318.925	75227.1	287.585	325.497	140.553	171.205	31.5539	236.728	78769.7	239.366	322.062	139.172	168.958	31.7136	229.945	0	21.0	20.0	3.857143	-66.7271	-46.6865	1.1764706	436.0476	0.045813143	0.0	0.9047619	0.05	0.6	0.0	0.21052632	1.0	0.0	0.0	
1	0.8839285714	3	0.318968254	0.3216520333	0.4722222222	0.6	0.8461538462	?	0.8045634921	0.7227427529	0.85	0.2142857143	0.1325799283	0.5	0.2321428571	0.1798963781	0.25	7230.1	0.794530796	993.692	369.431	149.271	27.9255	337.995	4623.94	510.645	1174.6	427.093	151.561	27.8358	387.08	4487.33	565.146	1165.58	424.092	150.709	27.5698	378.985	0	21.0	20.0	4.1904764	-61.5128	-50.7297	1.1111112	347.38095	0.0856453	0.0	0.85714287	0.0	0.6	0.0	0.21052632	0.8888889	3.0	3.0	
0.8165137615	0.7226670924	2	0.5857025955	0.490423689	0.6969976024	0.5714285714	0.7272727273	0.375	0.6183790372	0.5879264996	0.7110091743	0.275862069	0.2131191001	0.3669724771	0.4622215127	0.3280968363	0.4334862385	1141.81	0.6719031637	849.348	355.745	160.431	36.2402	375.657	8326.72	833.11	771.736	314.859	156.193	37.0684	379.2	7957.2	576.521	767.241	313.022	154.533	36.9591	375.01	0.033333335	30.0	30.0	3.9666667	-84.4785	-82.6388	1.1111112	140.0	0.053814035	0.033333335	0.73333335	0.03448276	0.37931034	0.0	0.10714286	0.84615386	2.0	2.0	
0.8566332782	0.8566332782	4	0.5490796743	0.3924343739	0.4941062697	0.6333333333	0.9285714286	0.6	0.8176412817	0.719191881	0.8261666273	0.238880676	0.2039270913	0.238880676	0.2553022057	0.2327474276	0.2417084022	3795.45	0.7905273152	84.6918	105.073	52.7901	15.4805	55.6832	4519.03	168.658	59.9233	104.955	46.9359	17.3935	39.0567	4402.91	109.386	60.7763	107.944	47.0952	17.3203	39.2982	0.032258064	31.0	36.0	4.096774	-63.7468	-78.9396	1.3846154	150.93549	0.08022222	0.032258064	0.7741935	0.033333335	0.5	0.03448276	0.3448276	0.77272725	5.0	4.0	
0.9583333333	0.8660714286	4	0.3873472001	0.4015776846	0.4665797603	0.4827586207	0.78125	0.4444444444	0.7996031746	0.9005879588	0.8653846154	0.25	0.0672653959	0.1666666667	0.2896825397	0.1669471078	0.2371794872	424.282	0.983183651	437.667	156.693	179.691	21.5041	318.086	286.2	316.395	484.641	143.78	162.513	17.7522	348.718	278.753	334.116	505.224	154.15	164.635	17.8119	346.649	0.033333335	30.0	33.0	4.633333	-98.2527	-71.5668	1.2692307	114.4	0.09894831	0.033333335	0.8333333	0.06896552	0.41379312	0.035714287	0.071428575	1.0	4.0	4.0	
0.8394160584	0.9480519481	2	0.325995671	0.4311717878	0.6070559611	0.8461538462	0.7857142857	?	0.866002886	0.6728282122	0.7262773723	0.2077922078	0.2	0.5454545455	0.2353246753	0.331884058	0.3211678832	1890.84	0.7787439614	325.299	98.2694	152.383	18.7252	120.086	1491.45	133.036	374.565	91.6233	134.769	17.0533	149.449	1436.3	143.603	371.185	90.6229	132.795	17.1101	148.454	0.06666667	15.0	13.0	3.2	-31.7372	-25.732	1.0833334	167.33333	0.04818642	0.06666667	0.8666667	0.0	0.64285713	0.0	0.53846157	0.9285714	2.0	2.0	
0.8475177305	0.8560526816	0	0.3577358026	0.3905917293	0.4055152274	0.6818181818	0.9285714286	0.6	0.7719272779	0.6558459655	0.773181755	0.0454545455	0.2080531358	0.2765957447	0.1919297578	0.2762411999	0.304964539	1491.1	0.7019973388	289.215	78.0008	68.6563	18.5528	286.212	1093.01	263.437	258.179	65.5039	63.396	19.005	217.742	1078.18	278.802	255.503	64.5081	62.5217	18.8922	214.274	0.05263158	19.0	21.0	4.3157897	-45.9882	-40.9654	1.1052631	159.57895	0.04838871	0.05263158	0.8947368	0.0	0.6111111	0.05882353	0.29411766	0.9411765	0.0	0.0	
0.9019607843	0.9848484848	0	0.3079013767	0.4303800477	0.4008847441	0.5882352941	0.8636363636	?	0.8571629609	0.6686385516	0.8327205882	0.0454545455	0.2330179499	0.5	0.1806220096	0.2955663122	0.2941176471	4735.55	0.7044336878	259.61	79.5833	84.9438	38.2903	231.505	4633.64	214.57	207.552	82.6916	86.4327	37.3233	193.9	4450.27	193.217	207.939	81.3277	84.6818	37.1043	193.42	0	18.0	19.0	4.1666665	-45.5998	-39.2608	1.0	274.8889	0.022893773	0.0	1.0	0.0	0.8235294	0.125	0.3125	1.0	0.0	0.0	
0.2222222222	0.4791666667	2	0.771969697	0.4567433244	0.9444444444	0.8	0.7272727273	0.625	0.3800505051	0.612195122	0.2222222222	0.5	0.2	0.7777777778	0.5208333333	0.3317073171	0.8888888889	732.35	0.6682926829	1647.82	220.891	366.308	20.7889	?	409.417	845.817	1018.75	291.754	289.502	18.1562	?	420.932	460.652	1005.75	288.285	284.233	17.9044	?	0.09090909	11.0	12.0	4.3636365	-29.697	-25.8134	1.0	235.81818	0.08157603	0.09090909	0.72727275	0.0	0.5	0.0	0.33333334	0.90909094	2.0	2.0	
0.9522331626	0.9082430353	3	0.4055227467	0.4862078421	0.4161719146	0.8076923077	0.9655172414	0.75	0.8166605496	0.7259698008	0.8508541575	0.1237557427	0.1909953811	0.1194170936	0.1718969756	0.3015945384	0.173291685	2121.65	0.8143446959	169.939	53.0928	58.9397	49.4578	190.373	1831.26	142.251	204.685	52.0071	54.1298	43.2398	166.085	1811.7	153.172	205.85	51.9242	53.9704	42.7233	179.19	0	23.0	22.0	4.2608695	-47.828	-42.5893	1.1	188.65218	0.013426635	0.0	1.0	0.045454547	0.8636364	0.0	0.5714286	1.0	3.0	3.0	
1	0.9375	5	0.6022170505	0.3829597694	0.5926700271	0.4642857143	0.8157894737	0.3703703704	0.827270129	0.7686913953	0.8401496926	0.25	0.1417540793	0.2643678161	0.345459742	0.2393231768	0.3996257685	9240.18	0.8322588869	365.028	86.8639	92.0998	25.1003	252.863	10114.4	357.45	304.61	76.3384	84.6325	23.1299	243.809	10027.9	292.588	334.442	83.2612	89.5569	23.1724	258.36	0	32.0	33.0	4.125	-89.48	-65.0056	1.137931	374.40625	0.030143416	0.0	0.96875	0.032258064	0.58064514	0.0	0.26666668	0.962963	5.0	5.0	
0.8806125774	0.9108040936	0	0.3447231574	0.3638909079	0.3924490867	0.5714285714	0.9756097561	0.5714285714	0.8168617865	0.7100829925	0.768265199	0.1111111111	0.141971896	0.1111111111	0.1486598441	0.2285853077	0.1989790377	3562.88	0.7714146923	521.784	72.9869	51.652	22.9116	289.475	3082.7	351.432	554.393	75.252	56.5894	21.2806	270.007	3046.61	351.305	547.583	74.627	55.9096	21.2001	266.907	0	24.0	27.0	4.25	-74.7674	-60.2744	1.08	155.08333	0.06890379	0.0	0.9166667	0.08695652	0.5217391	0.045454547	0.27272728	0.90909094	0.0	0.0	
0.6666666667	0.8333333333	0	0.608974359	0.4648844976	0.7777777778	0.5333333333	1	?	0.7777777778	0.5784309434	0.5555555556	0.3333333333	0.3614452799	0.4285714286	0.3333333333	0.389061701	0.6666666667	1389.04	0.610938299	2804.5	95.4026	62.875	36.4769	?	899.922	1884.31	1463.09	80.024	46.7397	32.1659	?	906.774	1452.77	1494.11	79.1393	45.8753	31.7685	?	0	16.0	16.0	4.8125	-44.543	-38.0194	1.0	408.625	0.061990254	0.0	0.875	0.06666667	0.53333336	0.0	0.35714287	1.0	0.0	0.0	
0.7236486486	0.7467192028	2	0.5289592023	0.4608142539	0.483017389	0.7777777778	0.9705882353	0.5416666667	0.6541995017	0.6343086022	0.6332493396	0.1856291776	0.2363019401	0.0540540541	0.3532807972	0.3383805158	0.2763513514	871.198	0.6992173193	146.648	52.1028	44.5928	22.3856	124.35	1049.44	148.932	164.202	54.1055	47.4856	20.2071	123.71	1153.3	171.955	161.946	53.7046	47.0957	20.0951	121.627	0	21.0	23.0	4.4761906	-50.9758	-43.6906	1.0952381	239.71428	0.026494136	0.0	0.9047619	0.0	0.65	0.0	0.15789473	0.9444444	2.0	2.0	
0.8599060207	0.7960817551	2	0.4655700637	0.4736318574	0.5010337377	0.6666666667	0.8222222222	0.5428571429	0.6882274448	0.6348420535	0.7270964354	0.2275281074	0.1956077865	0.1757066463	0.3176147639	0.2967208871	0.2742554051	4712.99	0.7329512016	404.953	160.493	134.79	30.7457	254.445	6791.45	465.975	415.562	170.344	100.105	33.0016	286.108	7025.6	481.376	412.928	167.879	98.3098	33.0153	284.679	0	33.0	32.0	4.181818	-93.5949	-78.4715	1.032258	174.51515	0.060125574	0.0	0.90909094	0.0625	0.59375	0.12903225	0.12903225	0.9677419	2.0	2.0	
1	0.9333333333	2	0.637835249	0.4064372605	0.2410928962	0.6842105263	0.9655172414	?	0.8204980843	0.6375580492	0.9326047359	0.2666666667	0.1951399653	0.3529411765	0.3590038314	0.2857959158	0.2021857924	2531.61	0.7142040842	691.868	86.8211	92.6663	28.5625	466.135	2560.03	385.791	709.864	85.0076	88.4824	25.3806	538.483	2511.93	537.091	716.997	85.1515	88.3397	25.8582	540.968	0	18.0	20.0	5.0555553	-48.722	-50.1335	1.0526316	295.77777	0.02767157	0.0	0.9444444	0.11764706	0.64705884	0.0	0.1875	0.9444444	2.0	2.0	
0.7769706753	0.8288690476	2	0.5092480331	0.5384310646	0.54957418	0.6774193548	0.975	0.5	0.7287816468	0.6103791519	0.6643856789	0.1800595238	0.2210866696	0.0508474576	0.2720238095	0.3297932019	0.297372433	2689.03	0.6865383592	296.739	109.253	109.722	40.2653	230.583	2849.13	219.132	265.984	105.705	114.616	41.3458	249.333	2951.14	224.07	265.424	105.407	113.523	40.6285	247.749	0.03448276	29.0	33.0	4.0689654	-77.8557	-71.1545	1.1785715	131.13792	0.045331478	0.03448276	0.9655172	0.035714287	0.71428573	0.037037037	0.33333334	1.0	2.0	2.0	
0.9188311688	0.8256968161	2	0.485095579	0.3765340698	0.6074472806	1	1	1	0.7448357049	0.6911071957	0.8412330832	0.1217948718	0.1887143024	0.1623376623	0.2178789799	0.2581305699	0.2381503752	638.53	0.7418694301	593.61	454.45	196.998	128.378	?	127.144	902.259	159.68	111.844	57.7388	53.6744	?	124.074	164.286	157.22	110.604	56.4503	52.6486	?	0	13.0	11.0	4.5384617	-31.2674	-23.9477	1.1	340.46155	0.033199172	0.0	1.0	0.0	0.8333333	0.09090909	0.54545456	1.0	2.0	2.0	
0.8500260709	0.8242623556	5	0.4375406033	0.4777593829	0.5335246305	0.914893617	0.9411764706	0.75	0.7411833568	0.651320234	0.7495624658	0.1859321102	0.2355418404	0.1773450983	0.2690584688	0.3174100689	0.292589902	1999.58	0.7199462529	126.859	61.5488	68.3948	16.2868	81.8877	2207.88	78.5765	121.049	56.2728	63.3662	15.7753	75.3528	2135.46	76.8322	120.223	55.7039	62.5624	15.6263	74.8798	0	37.0	35.0	3.7027028	-73.156	-64.0445	1.2068965	212.43243	0.028534416	0.0	0.9459459	0.0	0.8888889	0.057142857	0.6571429	0.962963	5.0	5.0	
0.8952762923	0.9214572193	0	0.4320364509	0.4233283426	0.4648618538	0.5769230769	0.9743589744	0.48	0.8332590612	0.6691523768	0.7621657754	0.1323529412	0.1537894184	0.1323529412	0.2158348188	0.2431227208	0.2297237077	8761	0.7392613002	867.395	116.968	109.239	31.848	782.62	12338.1	734.69	689.523	109.271	117.717	33.5337	657.78	11948.9	635.522	716.766	108.004	115.46	33.3715	670.513	0	24.0	27.0	5.4583335	-70.9984	-64.3025	1.0384616	117.583336	0.04842043	0.0	0.9583333	0.0	0.6086956	0.0	0.22727273	1.0	0.0	0.0	
1	1	0	?	0.4173005286	?	?	1	?	0.875	0.6463624317	0.875	0.3	0.2329089944	0.3	0.25	0.2915346254	0.25	1647.9	0.6802629228	2030.6	65.003	84.9877	59.3208	?	1780.96	1509.82	2338.21	61.0063	76.2271	54.4418	?	1742.43	1893.07	2326.25	60.274	74.5903	53.4696	?	0	12.0	12.0	5.5833335	-36.9355	-33.1017	1.0	155.25	0.043306295	0.0	1.0	0.09090909	0.45454547	0.0	0.1	1.0	0.0	0.0	
0.7579215116	0.7820160878	0	0.6648922921	0.4364777784	0.6357218648	0.7727272727	1	0.7272727273	0.6677082488	0.6473844555	0.6513554744	0.2484678243	0.2248361139	0.2841569767	0.3987501014	0.3295041993	0.379402432	301.88	0.7116838256	350.281	101.931	109.541	21.6772	?	264.24	263.949	379.808	95.9983	98.3961	19.8897	?	261.127	320.521	376.636	94.8224	96.4896	19.779	?	0	18.0	19.0	4.611111	-40.2235	-37.3392	1.117647	199.66667	0.02377447	0.0	1.0	0.0	0.7647059	0.0625	0.4375	1.0	0.0	0.0	
0.7826086957	0.8286231884	2	0.6155193237	0.4353328768	0.6961050725	0.64	0.9411764706	0.5833333333	0.6913043478	0.7058591661	0.6362318841	0.1760869565	0.2682670214	0.3260869565	0.2963768116	0.312848972	0.4547101449	583.246	0.7566730218	277.285	73.8604	88.1512	18.9812	275.329	585.081	245.432	225.361	67.3915	77.5861	18.7972	218.214	575.605	216.278	222.595	67.0907	77.1892	18.8008	215.667	0	26.0	30.0	4.8461537	-68.986	-56.9712	1.2	190.73077	0.026491223	0.0	1.0	0.0	0.76	0.083333336	0.29166666	1.0	2.0	2.0	
0.9166666667	0.8957792208	0	0.2924394388	0.4200891354	0.5206208786	0.7647058824	0.9523809524	0.7333333333	0.7952798595	0.6502773368	0.7877124547	0.0454545455	0.1802929785	0.25	0.138961039	0.2660259458	0.2871621622	180.201	0.7339740542	181.014	69.5411	71.9844	26.917	?	173.139	173.717	151.878	69.7401	83.4597	28.1921	?	170.609	164.45	151.417	69.7628	83.4416	27.9184	?	0	14.0	15.0	3.9285715	-33.3521	-31.7604	1.0	208.0	0.025434682	0.0	1.0	0.0	0.84615386	0.083333336	0.41666666	1.0	0.0	0.0	
0.7278924328	0.7574430945	2	0.4721863012	0.456222789	0.4269628745	0.7727272727	0.8260869565	0.6	0.6767450675	0.6566420863	0.6276445506	0.2254398827	0.2041291367	0.1163227017	0.3031961318	0.2908145684	0.2721075672	829.346	0.7673483453	1032.07	279.974	274.328	48.5208	?	768.481	711.169	1385.69	282.372	294.034	46.9199	?	757.915	756.876	1367.99	280.235	290.432	46.3591	?	0	18.0	16.0	3.9444444	-51.4421	-47.6634	1.0666667	289.3889	0.08613164	0.0	0.8888889	0.05882353	0.7058824	0.0	0.4375	1.0	2.0	2.0	
0.6666666667	0.8888888889	0	0.4179924242	0.465930659	0.3333333333	0.8333333333	0.8461538462	?	0.7856060606	0.7141474897	0.6666666667	0.3333333333	0.0947368421	0.5454545455	0.3484848485	0.2216922359	0.3333333333	872.556	0.7783077641	1369.72	272.655	205.563	38.5781	?	717.503	1018.45	1631.32	291.613	237.667	32.8602	?	706.703	1109.83	1614.36	288.6	234.077	32.7961	?	0.09090909	11.0	12.0	4.4545455	-34.1368	-30.3706	1.0	91.181816	0.06498381	0.09090909	0.8181818	0.2	0.2	0.11111111	0.0	0.90909094	0.0	0.0	
0.9	0.9333333333	0	0.5396046353	0.3495821159	0.5486842105	?	1	?	0.690593047	0.8403343073	0.6769736842	0.625	0.1193181818	0.625	0.0666666667	0.1848785175	0.1	261.193	0.9602272727	248.539	83.3763	129.085	34.5483	?	154.067	155.988	152.483	69.7723	101.817	30.5628	?	151.354	115.269	151.269	68.7623	99.441	30.3294	?	0	8.0	13.0	5.125	-27.0429	-21.4961	1.0833334	56.75	0.016158443	0.0	1.0	0.14285715	0.42857143	0.0	0.16666667	1.0	0.0	0.0	
0.6654300782	0.7771478589	3	0.5756621112	0.5616513316	0.5978405165	0.65	0.9583333333	0.5789473684	0.5843378888	0.6367524729	0.5615725586	0.1319148936	0.1242880358	0.1319148936	0.2971361882	0.3288106846	0.3345699218	307.041	0.7711893154	276.207	104.546	96.9123	31.469	?	217.068	244.441	205.371	79.0532	81.3881	24.6524	?	218.721	208.472	203.926	79.4092	81.645	24.5609	?	0	21.0	25.0	4.095238	-62.4031	-45.2975	1.1363636	269.61905	0.026261574	0.0	0.9047619	0.05	0.7	0.0	0.36842105	1.0	5.0	3.0	
0.8830827068	0.7727936176	0	0.4948738183	0.5014937929	0.4325741471	0.7419354839	0.9142857143	0.6551724138	0.6846126868	0.7198534904	0.7841874178	0.2052545156	0.1775810307	0.1607142857	0.3064143032	0.227952382	0.2294799499	4242.27	0.8217713749	295.546	120.869	143.465	18.7728	332.003	4264.15	325.308	166.982	68.2252	75.1867	15.2696	147.976	4113.15	147.036	170.623	67.2319	73.9733	15.1798	147.095	0	26.0	26.0	3.8846154	-65.8216	-51.0194	1.0833334	153.23077	0.023445632	0.0	1.0	0.08	0.72	0.083333336	0.29166666	1.0	0.0	0.0	
1	0.7922663802	0	0.4860853082	0.5158248838	0.3856220797	0.75	0.9642857143	?	0.6729953078	0.7062041251	0.9255464481	0.2693340494	0.1804951988	0.5263157895	0.3846670247	0.2791553973	0.1967213115	2587.68	0.7867786686	300.165	83.099	81.9363	26.6054	205.421	2603.67	198.703	247.917	74.2801	78.1499	23.287	175.254	2538.21	176.299	247.158	73.453	77.0836	23.0294	173.875	0	21.0	24.0	4.714286	-53.3647	-54.494	1.0909091	248.4762	0.026957365	0.0	1.0	0.05	0.75	0.0	0.31578946	1.0	0.0	0.0	
