1-edinburgh	2-edinburgh	3-edinburgh	4-edinburgh	5-edinburgh	6-edinburgh	7-edinburgh	8-edinburgh	9-edinburgh	10-edinburgh	11-edinburgh	12-edinburgh	13-edinburgh	14-edinburgh	15-edinburgh	16-edinburgh	17-edinburgh	18-edinburgh	19-edinburgh	20-edinburgh	21-edinburgh	22-edinburgh	23-edinburgh	24-edinburgh	25-edinburgh	26-edinburgh	27-edinburgh	28-edinburgh	29-edinburgh	30-edinburgh	31-edinburgh	32-edinburgh	33-edinburgh	34-edinburgh	35-edinburgh	36-edinburgh	37-edinburgh	38-edinburgh	39-edinburgh	40-edinburgh	41-edinburgh	42-edinburgh	43-edinburgh	44-edinburgh	45-edinburgh	46-edinburgh	47-edinburgh	48-edinburgh	49-edinburgh	50-edinburgh	51-edinburgh	52-edinburgh	53-edinburgh	54-edinburgh	55-edinburgh	56-edinburgh
1.8	2.1666666667	2.2666666667	2.2666666667	1.8	2.1666666667	2.3	2.3	0.09150543	5.23116040299e-07	0.724138	0.0068077868	0.628743	0.0034728872	0.758621	0.0146275192	0.2299794661	0.0043377094	0.7649526967	0.0957344998	2	1	1	0	0	0	1	1	0	0	3	0	2	1	1	0	0	0	1	1	0	0	4	0	0	0	1	0.0344827586	1	0.9655172414	0	0	0	0	0.8335058601	0.0546480297
1.9166666667	2.5416666667	2.9583333333	3.0833333333	1.9545454546	2.4545454546	2.5454545455	2.5454545455	0.3643841948	0.0049947433	0.695652	0.0118941574	0.577586	0.0100138863	0.714286	0.0341061042	0.1375770021	0.0168739068	0.6983178192	0.0785313928	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.8375804056	0.0463520869
1.8666666667	2.3333333333	2.4666666667	2.5333333333	1.9411764706	2.4117647059	2.7058823529	2.8235294118	0.3155948183	0.0016355178	0.642857	0.0340488374	0.591549	0.032083152	0.625	0.0559231401	0.1006160164	0.0279673678	0.7699437499	0.0726080329	2	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0.7617074926	0.0384838581
1.875	2.5	2.8125	2.9375	1.90625	2.5625	2.875	3.03125	0.1350373931	9.98273044038e-08	0.677419	0.0040194887	0.594771	0.0040347487	0.677419	0.0105536985	0.2217659138	0.0049908088	0.6979619208	0.0866937369	3	0	1	0	0	0	0	0	0	0	4	0	3	0	1	0	0	0	0	0	0	0	4	0	1	0.0322580645	0	0	1	0.935483871	0	0	1	0.0322580645	0.7267228422	0.0445587693
2	2.5454545455	2.7272727273	2.8181818182	1.9230769231	2.5384615385	2.9230769231	3.1538461539	0.1005777333	0.0012221998	0.5	0.0597438097	0.472727	0.050730075	0.5	0.0947236074	0.0595482546	0.0585995225	0.7187672426	0.0589280846	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0.1	0	0	1	0.9	0	0	0	0	0.7798901467	0.0326481817
1.8888888889	2.3055555556	2.4722222222	2.5	1.95	2.6	2.75	2.75	0.1100789173	9.55893985788e-09	0.714286	0.0026984909	0.614973	0.0018118408	0.717949	0.0049379238	0.2607802875	0.002038832	0.7808607892	0.1069790632	2	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	3	0	1	0.0285714286	0	0	1	0.8571428571	1	0.1142857143	0	0	0.8006000468	0.0542563371
1.7380952381	2.1904761905	2.4047619048	2.4285714286	1.7	2.025	2.175	2.25	0.0866172655	2.67830432482e-06	0.780488	0.0021571721	0.658768	0.0017539559	0.820513	0.007177876	0.3059548255	0.00251522	0.787424496	0.1070903918	1	0	1	0	4	1	0	0	0	0	6	0	1	0	1	0	4	1	0	0	0	0	6	0	1	0.0487804878	0	0	1	0.8048780488	1	0.0487804878	1	0.0975609756	0.8223176183	0.0525986779
1.8181818182	2.2424242424	2.4545454546	2.5757575758	1.8684210526	2.4736842105	2.8157894737	3	0.1251595172	4.91268529135e-08	0.6875	0.0042099069	0.591954	0.0026123729	0.72973	0.0054595197	0.2320328542	0.0029975798	0.7507037875	0.0975519582	1	0	1	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	3	0	1	0.0625	0	0	1	0.84375	1	0.03125	1	0.0625	0.8064910998	0.0489182
1.6129032258	1.9677419355	2.1290322581	2.1935483871	1.7096774194	2.1290322581	2.2580645161	2.3225806452	0.0204293041	8.03599370492e-08	0.7	0.0052911939	0.613924	0.0041129772	0.733333	0.0122693684	0.1930184805	0.0072272536	0.7637780605	0.0972937212	1	0	1	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	4	0	1	0.1	1	0.0333333333	1	0.8333333333	0	0	1	0.0333333333	0.87193556	0.0524606813
1.8235294118	2.3529411765	2.5882352941	2.6470588235	1.75	2.25	2.4375	2.5	0.2050054392	4.13448642675e-05	0.6875	0.0269804074	0.591398	0.0190936438	0.666667	0.0663335676	0.1047227926	0.0311481738	0.7233280392	0.0675070214	0	0	1	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0.1428571429	0	0	1	0.8571428571	0	0	0	0	0.629031677	0.0305404394
1.6153846154	1.8076923077	1.8076923077	1.8076923077	1.6	1.8	1.8	1.8	0.0882185811	1.86236036305e-06	0.76	0.0105420984	0.637584	0.0055663928	0.75	0.0262132164	0.1971252567	0.008586113	0.8259747569	0.0992527888	0	0	1	0	1	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0.1739130435	0	0	1	0.6956521739	1	0.0869565217	1	0.0434782609	0.7872021522	0.0477588995
1.8235294118	2.3529411765	2.6470588235	2.8235294118	1.8666666667	2.5333333333	2.7333333333	2.7333333333	0.3250922472	0.0067613526	0.5625	0.0276255333	0.568182	0.0211898759	0.642857	0.0745170268	0.090349076	0.0437772057	0.7772757699	0.0696261336	1	1	1	0	0	0	1	1	0	0	2	0	1	1	1	0	0	0	1	1	0	0	3	0	1	0.0625	0	0	1	0.875	0	0	1	0.0625	0.7637237835	0.0385027535
1.9054054054	2.5405405405	2.8108108108	2.8783783784	1.9259259259	2.5925925926	2.962962963	3.0617283951	0.0590538919	6.0174526557e-11	0.808219	0.0005201612	0.655352	0.0006793092	0.8	0.00103961	0.59137577	0.0008661847	0.7887793	0.1305012695	6	0	2	0	0	0	0	0	0	0	8	0	6	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0.9589041096	1	0.0410958904	0	0	0.8744770658	0.0679357003
1.8333333333	2.3333333333	2.5833333333	2.6666666667	1.9166666667	2.5833333333	2.9166666667	3.0833333333	0.5072696051	0.1658811957	0.454545	0.0539731942	0.413793	0.0455682476	0.636364	0.1140110152	0.0554414784	0.0637621567	0.6743496364	0.0557326756	1	1	1	0	0	0	1	1	0	0	3	0	1	1	1	0	0	0	1	1	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0.6468656464	0.0343729978
1.9310344828	2.3448275862	2.4482758621	2.4827586207	1.935483871	2.5161290323	2.7096774194	2.7419354839	0.1329028003	2.8390932382e-06	0.75	0.007135279	0.62	0.00499006	0.733333	0.0130009459	0.2176591376	0.0050347831	0.7401942334	0.0923556544	3	0	1	0	1	1	0	0	0	0	5	0	3	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0.9230769231	1	0.0769230769	0	0	0.7311500076	0.0475249111
2	2.7727272727	3.2272727273	3.4545454546	2	2.84	3.28	3.6	0.550350675	0.0409220232	0.619048	0.0137641267	0.552632	0.0103683267	0.583333	0.0221854663	0.1314168378	0.0146830649	0.5831363709	0.0636097766	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.7455047019	0.0424965731
1.5789473684	1.8421052632	1.8947368421	1.8947368421	1.7	2.15	2.25	2.25	0.38609002	0.0016530348	0.722222	0.0217022681	0.572917	0.0170760597	0.684211	0.0417245384	0.1170431212	0.0261888527	0.7261269753	0.0773928485	0	0	1	0	1	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.6953524678	0.0364809923
1.5909090909	1.7727272727	1.8181818182	1.8181818182	1.7272727273	2	2.0454545455	2.0454545455	0.0909578347	7.45928007622e-07	0.714286	0.0155733243	0.575221	0.0116264855	0.761905	0.0342184823	0.1416837782	0.016953169	0.8071897027	0.0845378449	0	2	1	0	0	0	1	2	0	0	4	0	0	2	1	0	0	0	1	2	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0.8622778842	0.0422740124
1.8387096774	2.3225806452	2.4838709677	2.5161290323	1.8666666667	2.3333333333	2.4666666667	2.4666666667	0.1144584936	0.0001824744	0.7	0.0053553419	0.624204	0.0039867209	0.689655	0.0134312065	0.2094455852	0.0052942856	0.8060267599	0.1014896298	3	1	1	0	0	0	1	1	0	0	5	0	3	1	1	0	0	0	1	1	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0.8274777364	0.049857102
1.7142857143	2.2142857143	2.2857142857	2.2857142857	1.7142857143	2.2857142857	2.3571428571	2.3571428571	0.1706413284	0.0007945919	0.692308	0.0443921897	0.556962	0.0269370543	0.692308	0.0911024335	0.0944558522	0.0391520348	0.7546308601	0.0748566657	1	1	0	0	0	0	1	1	0	0	2	0	1	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.7349957068	0.0387832693
1.7826086957	2.2608695652	2.4347826087	2.4782608696	1.8260869565	2.3043478261	2.4782608696	2.4782608696	0.0873726232	1.58992455528e-05	0.681818	0.0125684988	0.59542	0.0077429507	0.681818	0.028244978	0.1622176591	0.0112639293	0.7769390867	0.0853085781	2	1	1	0	0	0	1	1	0	0	4	0	2	1	1	0	0	0	1	1	0	0	4	0	0	0	0	0	1	0.9545454545	1	0.0454545455	0	0	0.7965382168	0.0467936724
1.8571428571	2.1428571429	2.1428571429	2.1428571429	1.9375	2.4375	2.5	2.5	0.1413736462	8.88242527947e-05	0.615385	0.039766334	0.575342	0.0313608485	0.666667	0.0636638025	0.0882956879	0.0424015166	0.7940947917	0.0785118114	1	1	1	0	0	0	1	1	0	0	4	0	1	1	1	0	0	0	1	1	0	0	4	0	0	0	0	0	1	0.9230769231	1	0.0769230769	0	0	0.7246083263	0.0363742241
1.9473684211	2.4736842105	2.5789473684	2.5789473684	1.85	2.3	2.55	2.6	0.4586398022	0.013594892	0.666667	0.0210385055	0.587629	0.0164605078	0.684211	0.0403254078	0.1088295688	0.0242653853	0.731519986	0.0773829568	2	1	1	0	0	0	1	1	0	0	4	0	2	1	1	0	0	0	1	1	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0.7578428299	0.0435053909
1.5833333333	1.9166666667	2	2	1.8333333333	2.4166666667	2.6666666667	2.6666666667	0.2574991984	9.27919380652e-05	0.545455	0.0510304909	0.525424	0.0447026999	0.545455	0.1089987696	0.0595482546	0.0708482583	0.7542143739	0.0589797279	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0.2727272727	0	0	1	0.7272727273	0	0	0	0	0.6701426022	0.0285783343
1.8	2.2	2.35	2.4	1.9047619048	2.3333333333	2.4761904762	2.5238095238	0.1002512065	7.77431836104e-06	0.736842	0.0189240987	0.558824	0.014397203	0.7	0.0363684425	0.1519507187	0.0144189478	0.8096089458	0.0820535267	0	1	1	0	0	0	1	1	0	0	2	0	0	1	1	0	0	0	1	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.7831554196	0.0440794996
2	2.6	2.8	2.8666666667	2	2.5384615385	2.9230769231	3.1538461539	0.275866717	0.0020834676	0.5	0.0337573581	0.481928	0.0225453484	0.583333	0.0965503124	0.0759753593	0.0349956514	0.7252322954	0.0623169383	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.705537584	0.033913165
1.7714285714	2.2571428571	2.5142857143	2.6571428571	1.8	2.1666666667	2.3	2.3333333333	0.0140227767	1.01960462524e-10	0.676471	0.0029134428	0.581699	0.0045506797	0.724138	0.0142979959	0.1848049281	0.009516359	0.7517385251	0.0930218622	2	0	1	1	0	0	0	0	0	1	10	0	2	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0.6470588235	1	0.3529411765	0	0	0.7544424889	0.0478455582
1.7407407407	1.962962963	2	2	1.75	2.1071428571	2.1785714286	2.2142857143	0.0397246806	1.04550028498e-06	0.730769	0.0088501678	0.617284	0.0038996838	0.740741	0.0180745294	0.2094455852	0.0052569346	0.7832339726	0.0981981379	1	0	1	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0.9615384615	1	0.0384615385	0	0	0.8490297116	0.0543346439
1.8666666667	2.4666666667	2.7333333333	2.8	1.7931034483	2.3103448276	2.5172413793	2.6206896552	0.352743477	0.0005347063	0.689655	0.0051608723	0.602649	0.004591367	0.642857	0.0137858022	0.1724845996	0.0095272168	0.7553158115	0.0878717392	2	1	1	0	0	0	1	1	0	0	4	0	2	1	1	0	0	0	1	1	0	0	4	0	1	0.0344827586	0	0	1	0.9310344828	1	0.0344827586	0	0	0.7159985111	0.0452215395
1.7941176471	2.3235294118	2.5882352941	2.7058823529	1.8333333333	2.3611111111	2.5	2.5	0.1320360818	4.00138102017e-06	0.69697	0.0035218356	0.612745	0.0012524961	0.685714	0.006706425	0.2566735113	0.0027204333	0.7916990946	0.1014159194	2	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	3	0	1	0.0303030303	1	0.0303030303	1	0.8787878788	0	0	1	0.0606060606	0.7662644497	0.0479542823
1.7777777778	2.1111111111	2.1111111111	2.1111111111	2	2.4	2.5	2.5	0.1079428237	0.0004308636	0.625	0.0885192346	0.5625	0.0629444282	0.555556	0.1554633388	0.0657084189	0.058012113	0.7855535676	0.0617098798	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0.125	1	0.125	1	0.75	0	0	0	0	0.7876027548	0.0327480845
1.8	2.2	2.3333333333	2.3333333333	1.8947368421	2.5789473684	3	3.2631578947	0.2659726404	0.0001183925	0.642857	0.0351161695	0.552941	0.0222745895	0.611111	0.043796595	0.1088295688	0.0200666563	0.6577138104	0.0658088783	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0.0714285714	1	0.9285714286	0	0	0	0	0.7477387947	0.037177075
1.6428571429	2	2.1428571429	2.2142857143	1.625	2.0625	2.375	2.5625	0.1207298681	3.9227998063e-06	0.692308	0.042470902	0.615385	0.0275221956	0.666667	0.0697362534	0.1006160164	0.0364810047	0.797957763	0.0779556223	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0.1538461538	0	0	1	0.6153846154	0	0	1	0.2307692308	0.7329946382	0.0390548641
1.7058823529	2.2058823529	2.5294117647	2.7647058824	1.8	2.3428571429	2.6857142857	2.8285714286	0.0665573041	4.31849819067e-08	0.69697	0.0037652827	0.620879	0.0023974016	0.705882	0.0076569384	0.2669404517	0.0025211918	0.766489051	0.1006536819	2	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	3	0	1	0.0303030303	1	0.0909090909	1	0.7272727273	0	0	1	0.1515151515	0.8209650923	0.0527027084
1.7741935484	2.1935483871	2.3870967742	2.4516129032	1.8787878788	2.3333333333	2.5454545455	2.6060606061	0.1183435742	3.48081629381e-09	0.733333	0.0058190079	0.626582	0.0039521158	0.75	0.0113363162	0.2094455852	0.006151784	0.7798818307	0.0989596373	1	0	1	0	1	1	0	0	0	0	3	0	3	0	1	0	1	1	0	0	0	0	5	0	0	0	0	0	1	0.8928571429	0	0	1	0.1071428571	0.8233652532	0.0520817854
1.55	1.8	1.85	1.85	1.4736842105	1.6315789474	1.7368421053	1.7894736842	0.0128235948	1.00942468527e-07	0.684211	0.0191770892	0.619469	0.0117168783	0.722222	0.0483772368	0.1478439425	0.0168141886	0.8336230068	0.0866460015	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0.1052631579	1	0.6842105263	0	0	1	0.2105263158	0.8743354515	0.0456882268
1.6666666667	2.3333333333	2.6666666667	2.6666666667	1.6666666667	2.3333333333	2.6666666667	2.6666666667	0.9997470962	0.9996111547	1	0.4823366676	0.642857	0.323416628	1	1	0.0143737166	0.4646213381	0.7296298293	0.0312301216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.1396166882	0.0176290754
1.6111111111	1.9444444444	2.1111111111	2.1666666667	1.7777777778	2.2777777778	2.5	2.5555555556	0.5942813799	0.0501641763	0.705882	0.02444555	0.597561	0.025592907	0.647059	0.0497763674	0.0965092402	0.0382673918	0.7294209786	0.0696132736	2	2	1	0	0	0	1	2	0	0	4	1	2	2	1	0	0	0	1	2	0	0	5	1	1	0.1764705882	0	0	1	0.6470588235	0	0	1	0.1764705882	0.5013125336	0.0294717329
1.7692307692	2.3846153846	2.7307692308	3	1.8275862069	2.4827586207	2.9310344828	3.2413793103	0.1422245257	3.00343175891e-06	0.68	0.0090892034	0.608	0.0091089097	0.678571	0.0139693681	0.158110883	0.0120114919	0.7443289124	0.0860921309	1	2	1	0	0	0	1	2	0	0	5	1	1	2	1	0	0	0	1	2	0	0	4	1	0	0	1	0.12	1	0.56	1	0.24	1	0.08	0.609868894	0.03750153
2	2.8333333333	3.3333333333	3.4166666667	2	2.8181818182	3.1818181818	3.3636363636	0.156371703	9.91594731056e-05	0.545455	0.0538165381	0.519231	0.0569921358	0.6	0.1292159612	0.0554414784	0.0936842082	0.800027397	0.0614544275	0	2	1	0	0	0	1	2	0	0	3	1	0	2	1	0	0	0	1	2	0	0	3	1	1	0.1818181818	0	0	1	0.8181818182	0	0	0	0	0.632590109	0.0283593506
1.9375	2.4583333333	2.5416666667	2.5625	1.9433962264	2.6981132076	3.0566037736	3.2075471698	0.1055928203	1.01983950464e-05	0.765957	0.0013464319	0.627306	0.0003001209	0.75	0.0015697127	0.4229979466	0.0004150412	0.7700205903	0.1208387299	2	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	3	0	1	0.0425531915	0	0	1	0.9574468085	0	0	0	0	0.8135196144	0.0649561447
1.8181818182	2.3409090909	2.5681818182	2.6136363636	1.862745098	2.3725490196	2.6470588235	2.7843137255	0.0589905149	2.65825719276e-08	0.744186	0.0012172357	0.615741	0.0009676853	0.76	0.0015007635	0.3490759754	0.0006959879	0.7825863489	0.1144581011	2	0	1	0	1	1	0	0	2	0	7	0	2	0	1	0	1	1	0	0	2	0	7	0	1	0.0731707317	0	0	1	0.9024390244	1	0.0243902439	0	0	0.841386785	0.0601484972
1.8823529412	2.4705882353	2.7647058824	2.8823529412	1.9	2.6	3.05	3.45	0.1533781198	5.83863295019e-08	0.625	0.0262263875	0.554054	0.0290144108	0.578947	0.0380375494	0.0985626283	0.028465743	0.7379067117	0.0746036295	2	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0.875	0	0	1	0.125	0.7592063402	0.0385708816
2	2.5625	2.75	2.75	1.9333333333	2.4666666667	2.6666666667	2.6666666667	0.2189624111	0.0143196979	0.6	0.0315736265	0.542857	0.0323887258	0.642857	0.0789185799	0.0882956879	0.0395201158	0.7328885627	0.0654537044	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.8622671271	0.0396154374
1.8787878788	2.3939393939	2.5757575758	2.6060606061	1.9722222222	2.6666666667	2.9722222222	3.0833333333	0.0641320677	1.42243349756e-06	0.75	0.0045025116	0.62069	0.0050452185	0.742857	0.0073247288	0.2258726899	0.0047399926	0.7663758073	0.1011157479	3	0	1	1	0	0	0	0	0	1	5	0	5	0	1	0	0	0	0	0	0	0	6	0	1	0.0625	0	0	1	0.875	0	0	1	0.0625	0.7803336129	0.0547473128
1.9444444444	2.3888888889	2.5555555556	2.6111111111	1.9375	2.5	2.75	2.9375	0.3544798587	0.0126405407	0.588235	0.024146643	0.5	0.0262017476	0.6	0.066144629	0.0862422998	0.0388195133	0.7124093337	0.0656963567	0	0	1	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.9411764706	0	0	1	0.0588235294	0.7296516325	0.0394395305
2	2.5882352941	2.8823529412	3	1.9285714286	2.6428571429	2.9285714286	3.0714285714	0.4443248193	0.0257834198	0.5625	0.0272072886	0.569444	0.0315024149	0.538462	0.0830403069	0.0616016427	0.0591869319	0.6869349262	0.0611072739	2	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	3	0	1	0.125	0	0	1	0.875	0	0	0	0	0.702857578	0.0326334512
1.5714285714	2	2.2857142857	2.4285714286	1.75	2.375	2.625	2.625	0.7167572238	0.358624548	0.666667	0.1310016157	0.5	0.1052467903	0.571429	0.2213930613	0.045174538	0.1282770336	0.7047403413	0.0506681253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.6547186965	0.0275612167
1.8727272727	2.2909090909	2.3818181818	2.4	1.8679245283	2.4150943396	2.5094339623	2.5283018868	0.0456422281	4.09008648752e-12	0.759259	0.000550322	0.627306	0.0002925707	0.769231	0.001480616	0.3716632444	0.0007136319	0.8170901763	0.121746828	4	1	1	0	0	0	1	1	0	0	6	1	4	1	1	0	0	0	1	1	0	0	6	1	1	0.037037037	1	0.037037037	1	0.8518518519	0	0	1	0.0740740741	0.8270227752	0.0608281573
1.8484848485	2.2727272727	2.3333333333	2.3333333333	1.9142857143	2.4	2.5142857143	2.5142857143	0.105575953	6.06055789397e-05	0.78125	0.0048734444	0.633333	0.0025540685	0.735294	0.0082761376	0.2299794661	0.0046553014	0.7876363521	0.1051059817	2	1	1	0	0	0	1	1	0	0	4	1	2	1	1	0	0	0	1	1	0	0	4	1	0	0	0	0	1	0.9375	0	0	1	0.0625	0.8013227063	0.0535491309
2	2.625	2.9375	2.9375	1.8666666667	2.5333333333	2.8666666667	2.8666666667	0.3018920023	0.0006643917	0.6	0.0315481924	0.545455	0.0205009191	0.642857	0.0775395967	0.1006160164	0.0337214832	0.7195719221	0.0726741814	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0.1333333333	0	0	1	0.8666666667	0	0	0	0	0.7437812557	0.0361604098
1.7878787879	2.1515151515	2.2424242424	2.2424242424	1.8333333333	2.25	2.4444444444	2.4722222222	0.2678953945	0.0016348386	0.71875	0.0043222221	0.617284	0.0036838736	0.742857	0.0075459033	0.2546201232	0.003535586	0.7823134993	0.1035082027	5	0	1	0	0	0	0	0	0	0	7	0	5	0	1	0	0	0	0	0	0	0	7	0	1	0.125	0	0	1	0.8125	0	0	1	0.0625	0.8132195817	0.0520755368
1.8	2	2	2	1.9230769231	2.6153846154	3.0769230769	3.2307692308	0.3624590461	0.0135335838	0.666667	0.0714747837	0.577778	0.0712653895	0.5	0.0953244501	0.0492813142	0.0816659301	0.8145502884	0.0627800482	1	2	1	0	0	0	1	2	0	0	3	1	1	2	1	0	0	0	1	2	0	0	4	1	0	0	0	0	1	1	0	0	0	0	0.6372911346	0.0278016375
1.3333333333	1.5	1.5833333333	1.5833333333	1.7333333333	2.2666666667	2.5333333333	2.6	0.3847812698	0.0009784196	0.636364	0.0571126179	0.545455	0.0374815526	0.642857	0.0767448905	0.0924024641	0.0321788548	0.7812614068	0.0681689218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0909090909	0	0	1	0.9090909091	0	0	0	0	0.8044344668	0.0335771246
1.6785714286	2.1071428571	2.25	2.2857142857	1.7407407407	2.1481481482	2.2962962963	2.3333333333	0.3509736195	0.0001594606	0.703704	0.0069786229	0.621212	0.0072188403	0.692308	0.0169717906	0.1663244353	0.011292974	0.8136944942	0.0855452027	2	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	3	0	1	0.0740740741	0	0	1	0.8888888889	0	0	1	0.037037037	0.7566298023	0.0425162154
1.652173913	2.0434782609	2.0869565217	2.0869565217	1.7692307692	2.3846153846	2.6923076923	2.8076923077	0.3645391729	0.0011720994	0.681818	0.012708949	0.616667	0.009923074	0.68	0.0202580686	0.1560574949	0.0134517852	0.8041421218	0.0861744101	2	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0.0454545455	1	0.8636363636	0	0	1	0.0909090909	0.7766543143	0.0402094039
1.8157894737	2.2105263158	2.2894736842	2.3157894737	1.7894736842	2.2105263158	2.3421052632	2.4210526316	0.0722387152	8.38703291277e-07	0.756757	0.0022717381	0.629442	0.0013829469	0.72973	0.006173636	0.2689938398	0.0025108768	0.8228200031	0.1116968298	4	0	1	0	1	1	0	0	0	0	6	0	4	0	1	0	1	1	0	0	0	0	6	0	0	0	0	0	1	1	0	0	0	0	0.8732631723	0.0557001863
1.7647058824	2.1764705882	2.2941176471	2.2941176471	1.8235294118	2.3529411765	2.4117647059	2.4117647059	0.0837233965	7.87129618933e-05	0.625	0.0263274486	0.590361	0.0230182852	0.6875	0.0601533501	0.1047227926	0.0285675353	0.8458621204	0.0787628467	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.8391790192	0.0399663166
1.8461538462	2.4230769231	2.5769230769	2.5769230769	1.8148148148	2.3703703704	2.5555555556	2.6666666667	0.2180299391	7.23845711323e-05	0.64	0.0087259234	0.614379	0.0046012242	0.692308	0.0183462517	0.1909650924	0.0076479952	0.7612654725	0.0885419708	2	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0.92	0	0	1	0.08	0.7872142829	0.0479989681
1.9285714286	2.5	2.75	2.8214285714	2	2.7142857143	3	3.1071428571	0.134323571	7.90212456668e-06	0.666667	0.0072640251	0.589041	0.0050527687	0.703704	0.0168486671	0.1478439425	0.0110280426	0.7148620749	0.0837456214	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.8316300771	0.0463936402
1.7647058824	2.3529411765	2.8235294118	3.1764705882	1.7333333333	2.2666666667	2.3333333333	2.3333333333	0.0532097271	6.71261670112e-06	0.5625	0.026772658	0.581395	0.0216638613	0.642857	0.0767543375	0.1088295688	0.0297716704	0.8221118058	0.0733929619	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.9375	0	0	1	0.0625	0.877893243	0.0400790787
1.9032258065	2.5483870968	2.8387096774	2.9677419355	1.9259259259	2.6666666667	3.0740740741	3.2962962963	0.1524555386	9.06165563299e-05	0.7	0.0054708082	0.542254	0.0053684095	0.692308	0.0189225145	0.1498973306	0.0130913047	0.7170646754	0.0866739002	1	0	1	0	1	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0.9642857143	0	0	1	0.0357142857	0.7383762832	0.0426284
