1-tcd	2-tcd	3-tcd	4-tcd	5-tcd	6-tcd	7-tcd	8-tcd	9-tcd	10-tcd	11-tcd	12-tcd	13-tcd	14-tcd	15-tcd	16-tcd	17-tcd	18-tcd	19-tcd	20-tcd	21-tcd	22-tcd	23-tcd	24-tcd	25-tcd	26-tcd	27-tcd	28-tcd	29-tcd	30-tcd	31-tcd	32-tcd	33-tcd	34-tcd	35-tcd	36-tcd	37-tcd	38-tcd	39-tcd	40-tcd	41-tcd	42-tcd	43-tcd
0.1823863636	0.1204309152	0.2679054054	0.288372093	0.2483612976	0.6428571429	0.3859443954	0.273965848	0.1909885494	0.7238095238	0.4215629488	0.4397955597	0.7380952381	0.0105647745	0.0105644767	0.0384085403	0.0383577714	0.0013886975	0.0013821715	0.0293251704	0.0292931574	0.0279988031	0.0279835961	0.0004978477	0.027685395	0.1199712644	0.0709176057	0.3375	0.3208333333	0.4569892473	0.2692939308	0.208622996	0.5887096774	0.6102150538	0.0125300686	0.0124399687	0.0411243164	0.0409812645	0.0025318052	0.0024962614	0.0331909969	0.0331031089	0.0010478419
0.2974137931	0.1910110199	0.2495098039	0.1731837607	0.3068186102	0.7661290323	0.4359832081	0.341916594	0.2124463805	0.5442708333	0.4898441393	0.5122021191	0.5598958333	0.0202636258	0.0249517594	0.0111299965	0.012247435	0.0070301874	0.0117533927	0.0016460063	0.0018296591	0.0003370088	0.0003406963	0.0083891112	0.0001533844	0.1822916667	0.124264506	0.1872126437	0.1655637255	0.5737179487	0.345676941	0.2109843384	0.5092592593	0.5271604938	0.0083807317	0.0144816515	0.0048278188	0.0063012676	0.0030567122	0.0090405361	0.0010055889	0.001088743	0.0013793568
0.1175925926	0.0696421113	0.2848958333	0.2530701754	0.1972559964	0.5606060606	0.3584274634	0.2139832427	0.1852519389	0.5357142857	0.37619798	0.3925624668	0.5714285714	0.0076724116	0.0157919179	0.0034182345	0.0039253541	0.0058663804	0.0165725719	0.0010148108	0.0010711673	0.0009022791	0.0009522688	0.0180613818	0.0009161117	0.1109375	0.0624670563	0.2588888889	0.2824074074	0.425	0.2305021754	0.2057103004	0.5320512821	0.5641025641	0.0141673741	0.0232578206	0.0104721974	0.0148918279	0.0020982346	0.006346193	0.0017196782	0.0017905389	0.0004338783
0.09375	0.0543345273	0.1416666667	0.1302083333	0.0672365291	0.1666666667	0.0986323559	0.0680343107	0.125838503	0.2166666667	0.1344730583	0.1360686215	0.2966666667	4.20502073121183e-06	4.18482659545193e-06	2.48854982079601e-06	2.48277146278952e-06	6.51061632791178e-06	6.48002049263686e-06	2.83628970051234e-06	2.83319344761502e-06	2.75297592951917e-06	2.75148070138987e-06	6.88438853740021e-06	2.60039375426218e-06	0.09375	0.0620167026	0.1416666667	0.1302083333	0.1666666667	0.1158632075	0.1249594902	0.2166666667	0.2966666667	4.09314084841763e-06	4.05143951835934e-06	2.40737059133424e-06	2.39744848506034e-06	6.62642325609433e-06	6.51865248496343e-06	2.75662919222053e-06	2.74900354062923e-06	7.64666331582394e-06
0.1735	0.1199836594	0.1865591398	0.2368686869	0.2378267425	0.6234567901	0.3890553223	0.2600611672	0.2011632197	0.5718390805	0.426886652	0.4438968906	0.6034482759	0.0150181602	0.0152278472	0.0426510184	0.0432118538	0.0009826393	0.0010566198	0.0332304849	0.0335305858	0.0322644279	0.0325329777	0.0008064988	0.0320990301	0.1310483871	0.0752215756	0.2780405405	0.3125	0.5656565657	0.2988114546	0.2270263487	0.6	0.6285714286	0.0208715762	0.0278335988	0.0465602187	0.0531662285	0.0029348984	0.0108600074	0.0338559643	0.0391139731	0.0012037879
0.2065104167	0.1394445718	0.2710526316	0.1552845528	0.25514888	0.693627451	0.4201012171	0.2818151251	0.1957315438	0.6990740741	0.4431513429	0.4636582786	0.7106481481	0.0125516831	0.0176050064	0.0075766527	0.0106684057	0.0015677647	0.0064689826	0.0006696018	0.0028784375	4.26849520122726e-05	0.0022245447	0.005661022	0.002140634	0.1786184211	0.1157735093	0.2872159091	0.1971631206	0.6666666667	0.4088195895	0.1922148552	0.6547619048	0.6686507937	0.0129045873	0.0167060499	0.0078150286	0.0104064541	0.0018697973	0.0062939285	0.0006593304	0.0027041175	0.0008268712
0.1550531915	0.0933776101	0.2348039216	0.2552272727	0.249639029	0.6088435374	0.3454639009	0.2710584584	0.187510009	0.5486111111	0.4533687618	0.473487451	0.5694444444	0.0171560068	0.0213281599	0.0386026665	0.0425205541	0.003403878	0.0087073774	0.0264228074	0.0294976253	0.0245133219	0.0274770097	0.0065942845	0.0270842683	0.1973333333	0.1218331054	0.2516975309	0.3051724138	0.5993589744	0.3390340037	0.213142156	0.6105769231	0.6266025641	0.0296937152	0.0339980779	0.047817435	0.0518162039	0.0039775344	0.0094851983	0.0286211583	0.0317039158	0.0014757738
0.2294642857	0.1630060298	0.2716049383	0.3195402299	0.2554471613	0.7355072464	0.4768836528	0.281519636	0.2308749833	0.6733333333	0.4350835126	0.4550943623	0.6866666667	0.018509866	0.022902072	0.0492397475	0.0585675089	0.0012489455	0.006065504	0.0363935699	0.0426085322	0.0349526423	0.0406164794	0.0058744036	0.0393949119	0.1679487179	0.1046954484	0.2864583333	0.3213235294	0.6785714286	0.3989222836	0.255697853	0.7777777778	0.7833333333	0.0263950568	0.0360393152	0.0618174367	0.0713482093	0.0024476484	0.0137160165	0.0375189765	0.0470463519	0.000847942
0.1666666667	0.1208272075	0.3972222222	0.3322916667	0.1366042944	0.2916666667	0.2054898477	0.1382251453	0.2129968485	0.5	0.2732085887	0.2764502907	0.5208333333	0.002362246	0.0024457756	0.0013978808	0.0014137035	0.0033920619	0.0035114536	0.0013580536	0.0013565711	0.0012893872	0.0012886869	0.0034632662	0.0011986684	0.5	0.2273497518	0.4138888889	0.3385416667	0.5	0.2273497518	0.2054211818	0.5208333333	0.5416666667	3.96084472299036e-05	0.0001220407	0.0009707404	0.0010103273	6.11761055165637e-05	0.000174985	0.001073844	0.0010708735	6.85726279047564e-05
0.212962963	0.1350917649	0.271969697	0.2889285714	0.242574153	0.6695402299	0.4136778067	0.2674822582	0.2065951735	0.564516129	0.4240788556	0.442841421	0.5860215054	0.0122799499	0.0134883363	0.038584949	0.0401283381	0.0018175517	0.0033181436	0.0323926265	0.0335807527	0.0321177417	0.0332303969	0.003030563	0.0329360061	0.2282828283	0.1312112337	0.3166666667	0.3304878049	0.6619047619	0.3798859155	0.2075221288	0.6711711712	0.6756756757	0.0137436304	0.0159715413	0.0439174055	0.0471637294	0.0026021145	0.0045208869	0.0322102597	0.0338925437	0.0013203613
0.1084722222	0.0634498048	0.23828125	0.2914473684	0.1946139048	0.46875	0.2804792711	0.2082190093	0.2314542481	0.4626436782	0.3592106	0.3724588701	0.5086206897	0.0123310204	0.0180690272	0.046929906	0.0539109159	0.0062016878	0.0130888099	0.0358880339	0.0402037581	0.0330305248	0.0369102721	0.0140499559	0.0357944647	0.093504902	0.0490580801	0.3041666667	0.4125	0.4351851852	0.223773807	0.2586590348	0.6078431373	0.6348039216	0.0207594414	0.0268538264	0.0558977753	0.0632578491	0.007470884	0.0147281459	0.0389434979	0.0438885205	0.0060391596
0.08375	0.0505741729	0.1449652778	0.1860632184	0.1609652545	0.375	0.2286186001	0.170319466	0.1825093412	0.3825757576	0.3151234918	0.3260834161	0.4348484848	0.0028638744	0.0081320242	0.0337704134	0.0346610563	0.0005483043	0.0082944902	0.0342855437	0.0346087309	0.0343286614	0.0346407405	0.009526042	0.0342166285	0.0947916667	0.0552338486	0.1329861111	0.207183908	0.3901515152	0.2211459501	0.1986993906	0.4431818182	0.4840909091	0.0167304906	0.022781367	0.0455965569	0.0492553042	0.0017333762	0.0047917409	0.037709691	0.0381716899	0.0003117132
0.1130681818	0.0646230514	0.3901041667	0.1508333333	0.2183188108	0.5128205128	0.2994253091	0.2350992633	0.2152395327	0.5576923077	0.4619866757	0.4818137418	0.5897435897	0.0093641859	0.0216843724	0.0057975865	0.0085078019	0.0050866745	0.0186097709	0.000572559	0.0010133008	0.0002031303	0.0002727611	0.0193810088	0.000201816	0.241025641	0.1573370572	0.4402777778	0.140530303	0.6	0.327543604	0.2423729497	0.5222222222	0.5666666667	0.0081709129	0.0161188035	0.0054989405	0.007642012	0.0034892998	0.0102332938	0.0007172279	0.0008304237	0.0026539556
0.0895833333	0.0660046882	0.2856481481	0.2450757576	0.1506251937	0.35	0.2584071708	0.1524124069	0.1670772763	0.4047619048	0.2953216833	0.2988257637	0.4523809524	4.54884516906742e-05	4.52699985538963e-05	0.0005654487	0.0005790829	6.68971366934503e-05	6.65827618829026e-05	0.0006443721	0.0006436686	0.0006379983	0.0006376518	7.33514002235868e-05	0.0006120156	0.0770833333	0.0341355255	0.4761363636	0.5239583333	0.4666666667	0.2015702376	0.1790999376	0.5555555556	0.5833333333	0.0079340303	0.0079376594	0.0043876297	0.0044006037	0.0063595147	0.0063075311	0.0007289819	0.000727255	0.0062437071
0.13125	0.0847627729	0.209469697	0.2648550725	0.1984313155	0.5539215686	0.3593889654	0.2095827472	0.2095546685	0.45	0.3972365588	0.4146869284	0.4875	0.0013505166	0.0071453919	0.0368140378	0.0430318605	0.0006638057	0.008773881	0.0384457375	0.04379385	0.0385846329	0.0438527115	0.0102034859	0.0432604232	0.1565972222	0.0977872912	0.2103333333	0.2592948718	0.6208333333	0.3772005155	0.2082247611	0.5398550725	0.5652173913	0.0110679279	0.017078458	0.0453815451	0.0518121417	0.0016636651	0.0095434062	0.0385384359	0.0432986617	0.0007731812
0.215530303	0.1505822676	0.2765432099	0.3041666667	0.2391545658	0.6527777778	0.4063216942	0.2617067613	0.1951570016	0.5208333333	0.4081594228	0.4258787352	0.5625	0.0074861471	0.013537101	0.0416665602	0.0483496717	0.0005379651	0.0078247471	0.0338703982	0.0386285888	0.0334874871	0.0379926682	0.0091232493	0.0374508084	0.2171296296	0.141559715	0.2686868687	0.3014285714	0.7011494253	0.4076007917	0.2057781766	0.6290322581	0.6478494624	0.0202734784	0.025182357	0.0503236641	0.0559930662	0.0018589193	0.0069095878	0.0337302644	0.037042653	0.0003686141
0.3721666667	0.248247263	0.3091145833	0.3356060606	0.3435105124	0.9320987654	0.5480437505	0.3871204555	0.2291182179	0.7055555556	0.5222848709	0.5486442613	0.7194444444	0.0291290286	0.0360262877	0.0542895958	0.0618477202	0.0029207234	0.0103649732	0.0351696153	0.0402922995	0.0329727121	0.0372184809	0.0088653122	0.0360843204	0.2051666667	0.1368244001	0.3015625	0.3234848485	0.7469135802	0.4567415678	0.2144947262	0.6833333333	0.6972222222	0.0162505455	0.0224539568	0.0454536669	0.0516152699	0.0032571028	0.0105247704	0.0361746564	0.0406375336	0.0019988122
0.3475	0.2495091708	0.4083333333	0.4388888889	0.365275644	0.9166666667	0.5065320163	0.4112409266	0.2768086999	0.7333333333	0.5292541021	0.5559652253	0.7333333333	0.0173188924	0.0302459617	0.059832458	0.0767586665	0.0024569325	0.0141345148	0.0491486002	0.0598382927	0.0450391274	0.0536612354	0.0130581114	0.0516658687	0.2948717949	0.1836638807	0.4408333333	0.4761904762	0.9333333333	0.4725420487	0.2785938947	0.7962962963	0.8148148148	0.0151405354	0.0247919732	0.0602817336	0.0739835721	0.0033831336	0.0143154207	0.0495061148	0.0586352149	0.0017946656
0.2049342105	0.1237700027	0.2733333333	0.3172839506	0.2832568224	0.623015873	0.3352405579	0.311298967	0.2340396096	0.5797101449	0.4808331429	0.5026583417	0.6050724638	0.0274498897	0.0291285504	0.0581914743	0.0613930763	0.0017321798	0.0023621288	0.0390529617	0.040960009	0.035679114	0.0370546148	0.0007356841	0.0362573622	0.1229166667	0.0734054784	0.2587301587	0.3192028986	0.5245098039	0.3051960725	0.2208137406	0.5701754386	0.6052631579	0.0139618106	0.0149829707	0.0522433355	0.0557769298	0.0004063757	0.0007900493	0.0417268106	0.0435564458	3.68702850722712e-05
0.2779605263	0.1813056742	0.2703252033	0.2971631206	0.3103617892	0.7604166667	0.4239752534	0.3462533071	0.2095351214	0.5833333333	0.4836116561	0.5061591685	0.6081081081	0.0272581201	0.0321932325	0.0493104856	0.0510467446	0.0032062297	0.0081309081	0.0296943241	0.0304230853	0.0273370352	0.0274048276	0.0048871606	0.026589621	0.1465909091	0.086926376	0.2280092593	0.2837301587	0.5785714286	0.3211522973	0.2180454546	0.693627451	0.6985294118	0.0198153301	0.0236892219	0.048716921	0.0501286171	0.001822328	0.0061487998	0.0345259922	0.034712219	0.0002452123
0.341875	0.216601588	0.3317901235	0.3666666667	0.318798164	0.7575757576	0.4060722097	0.3560954236	0.2234329114	0.6433333333	0.4983918303	0.5219490526	0.6566666667	0.0173605668	0.0177562509	0.0491504158	0.0496066817	0.0025743935	0.0025848907	0.039361225	0.0394287578	0.0361764764	0.0361568278	0.0001763786	0.0345994102	0.362594697	0.2342299259	0.3145114943	0.3301388889	0.6840277778	0.3686709562	0.2207722944	0.6512345679	0.6697530864	0.0253134256	0.0262170495	0.0545116657	0.0556209069	0.0016446935	0.0018260369	0.0388418784	0.0389910951	0.0004146705
0.2556547619	0.164694924	0.3224747475	0.3283783784	0.3003863448	0.7166666667	0.393507649	0.333482963	0.217074182	0.752688172	0.4791093358	0.5017653755	0.7580645161	0.0171127708	0.0291416926	0.0472115066	0.0513299138	0.0024764478	0.0142089002	0.0330620552	0.0339628789	0.0311974349	0.0317289888	0.013960936	0.0309544178	0.2049107143	0.1259157833	0.276010101	0.288963964	0.7138888889	0.3837569546	0.2316476741	0.7419354839	0.747311828	0.0260631169	0.028387697	0.0555973091	0.057453653	0.0030965865	0.0050742803	0.0368543343	0.037232394	0.0005056143
0.5694444444	0.3691485485	0.32	0.3480769231	0.3884212532	0.9583333333	0.5183447586	0.4399885747	0.2458110652	0.5652173913	0.5411221569	0.5678585853	0.597826087	0.0157458034	0.0228962656	0.0477487079	0.0560456797	0.0051199469	0.0133819756	0.0400254163	0.045944712	0.0392108912	0.0444864227	0.0142977372	0.0437223306	0.2604166667	0.1430558666	0.3675925926	0.3901785714	0.8181818182	0.4517239586	0.2422331052	0.66	0.6766666667	0.0146768295	0.0215407907	0.0485228549	0.0562912373	0.0035386212	0.0119979845	0.0397510315	0.0453946527	0.0028776156
0.2425	0.1636818324	0.2512345679	0.2889880952	0.3033698203	0.9545454545	0.6148905168	0.3419223958	0.2173058287	0.6333333333	0.5172449592	0.5427385058	0.64	0.0097742394	0.0145348148	0.0423143285	0.0487100099	0.000649157	0.0028332256	0.0349911367	0.037696393	0.0347912776	0.036929301	0.0027904244	0.0365976708	0.2556547619	0.1590389112	0.2708333333	0.3126436782	0.8514492754	0.501164834	0.2361323957	0.7820512821	0.7884615385	0.0188944904	0.0235579191	0.0531457233	0.0598374243	0.0018583342	0.0043493213	0.0386512902	0.0418739037	0.0009103094
0.2072222222	0.1420461978	0.2281666667	0.2035493827	0.2483243304	0.7304964539	0.4700405987	0.2741103719	0.1909975864	0.7013888889	0.4336948876	0.4540626152	0.7118055556	0.017046452	0.0172650528	0.0118486958	0.0120788604	0.00370838	0.0037077863	0.0009755826	0.0009831841	0.0001546719	0.0001545879	0.0017077393	3.28548773693559e-05	0.20925	0.1375845035	0.3669811321	0.293079096	0.6602564103	0.400385541	0.2102084159	0.7483660131	0.7630718954	0.0224827532	0.0280221744	0.0178435654	0.0218328531	0.0081129768	0.014530139	0.0027334218	0.0056572288	0.0028255591
0.2433333333	0.1660869212	0.3181818182	0.35	0.2907043577	0.9411764706	0.6192329911	0.3265473826	0.2146213913	0.5708333333	0.4772523414	0.5013389683	0.5916666667	0.0029862027	0.0099655552	0.0402465877	0.0483654742	0.0011550259	0.0096777837	0.0397590977	0.0458003979	0.039086094	0.0448195176	0.0107505275	0.0439270247	0.2935185185	0.1902363048	0.353	0.3682692308	0.7833333333	0.4390964452	0.2388190339	0.6884057971	0.6992753623	0.015794876	0.021164398	0.0497536196	0.0562896769	0.0030011082	0.0092406426	0.0420341749	0.0465256279	0.001542421
0.084375	0.0605038543	0.3307291667	0.2770833333	0.1638322119	0.5208333333	0.3661597723	0.1731479778	0.1759160808	0.4444444444	0.290252675	0.2936966101	0.4722222222	0.0002350039	0.0002338753	0.0006546662	0.000653146	0.0003642585	0.0003625467	0.0007498785	0.0007490599	0.000734278	0.0007338792	0.0003856593	0.0006982412	0.125	0.0634539503	0.3307291667	0.2833333333	0.25	0.1278898272	0.1721741684	0.4444444444	0.4722222222	0.0002748322	0.0002720321	0.0004477815	0.000445936	0.0004452141	0.0004379732	0.0005036703	0.000502277	0.000513982
0.2529891304	0.1634397462	0.3824712644	0.4572580645	0.2792612024	0.72	0.4184699244	0.3106249236	0.252103903	0.762345679	0.4585361493	0.479525531	0.774691358	0.0141795573	0.0190350161	0.0490225172	0.0545377293	0.0020101936	0.0038113923	0.0384694752	0.0412943115	0.0347194569	0.0366029498	0.0010008591	0.0347958534	0.211	0.1371274067	0.4096774194	0.4636363636	0.7777777778	0.449283146	0.278943267	0.9310344828	0.9310344828	0.0195689071	0.0343647667	0.0566984259	0.0714329763	0.0044310783	0.0175041811	0.0408526407	0.0497550948	0.00112082
0.1705357143	0.1111748962	0.3642857143	0.371875	0.2559686833	0.7083333333	0.4398283472	0.2819603154	0.2417790935	0.649122807	0.4449767982	0.4653354918	0.6754385965	0.0107170131	0.0221722799	0.0448515419	0.0544946562	0.0017636256	0.0131606785	0.0401903601	0.0478783367	0.0389047537	0.0458967647	0.0140909327	0.0452323043	0.1658333333	0.0998793486	0.2984848485	0.325	0.6862745098	0.4062919055	0.233978747	0.575	0.6	0.0130617366	0.0243985793	0.0475552734	0.0570497378	0.0023881532	0.0141203433	0.0412526941	0.0488019793	0.0019537403
0.555952381	0.4057141738	0.5642857143	0.5933333333	0.2601129925	0.8518518519	0.56468301	0.2907915626	0.2718904296	0.7916666667	0.4384624534	0.4581811904	0.8055555556	0.009645556	0.0100520024	0.0623192059	0.0625123212	0.001012042	0.0010139381	0.0567980186	0.0567719236	0.0544914	0.0544992094	0.0007859269	0.0513540198	0.2842592593	0.1853081706	0.5671875	0.5926470588	0.8939393939	0.5471119718	0.3090959975	0.7619047619	0.7738095238	0.0162758811	0.0175566186	0.0711233014	0.0720182984	0.0077012806	0.0086777573	0.0599509896	0.0604175383	0.0073187598
0.1725	0.1176919423	0.5125	0.4846153846	0.2336681111	0.7142857143	0.4664315147	0.2523083742	0.2642638864	0.6416666667	0.4169971531	0.4380427383	0.6583333333	0.0021603674	0.0025385204	0.0567816227	0.0619355316	0.0001059514	0.0002088812	0.0546634289	0.0565382504	0.0540482834	0.0553767168	0.0001891189	0.0534065103	0.1291666667	0.0830586977	0.4243589744	0.4767857143	0.6041666667	0.4197543037	0.2585655248	0.6363636364	0.6363636364	0.0018277695	0.0092068237	0.0548354073	0.0674442135	0.0003880233	0.0089691044	0.0534350409	0.0621641905	0.0003997855
0.1817307692	0.1276284538	0.3522727273	0.3713235294	0.2337668654	0.7232142857	0.4778277366	0.2561368936	0.1983377606	0.5887096774	0.4327101398	0.4513805651	0.6182795699	0.0123484093	0.0139971865	0.0398931709	0.0425247089	0.0007363401	0.0014512993	0.0321326543	0.0337290875	0.0311340798	0.0324103074	0.0005591807	0.0319943517	0.1415229885	0.0904703067	0.3833333333	0.4	0.6290322581	0.3901169476	0.1870949726	0.6960784314	0.7009803922	0.0095198978	0.0111483139	0.0379007362	0.0402523685	0.0004339045	0.0010800749	0.031823629	0.03337069	0.0001273409
0.3510416667	0.2291788575	0.4556818182	0.4791666667	0.2910212794	0.712962963	0.4038509984	0.322647804	0.2428222932	0.6833333333	0.4515091208	0.4716330697	0.7083333333	0.0112396588	0.0115407132	0.0555250324	0.0569739711	0.0016077465	0.00167367	0.042427467	0.0428980683	0.0397846379	0.0401607614	0.000711835	0.039321996	0.1632352941	0.1072788103	0.4445652174	0.469	0.6535087719	0.4164841936	0.2347130276	0.7103174603	0.7341269841	0.0110520885	0.0112373295	0.0547763392	0.0557893259	0.0010621166	0.0011288859	0.0432407694	0.0437241017	0.0008711597
0.1535569106	0.1019111381	0.2488821138	0.3423469388	0.1994942892	0.4825581395	0.2822307537	0.2177664596	0.1938224225	0.5555555556	0.3537082242	0.367964743	0.5705128205	0.0156686727	0.0159552402	0.0419442904	0.0422810467	0.0025779354	0.0026721188	0.0288452324	0.029138626	0.0263727165	0.0265300596	0.0002199301	0.0259129591	0.1587585034	0.1057206213	0.2166666667	0.2830409357	0.5294117647	0.3040946862	0.2031027554	0.6063829787	0.6304964539	0.0189845136	0.0191881276	0.0479510357	0.0485254467	0.0031428663	0.0031616981	0.028876274	0.0290208208	0.0002441311
0.1744791667	0.1130276767	0.3194444444	0.4715277778	0.2335554792	0.6481481481	0.4104090107	0.2545259968	0.2646491657	0.6359649123	0.4244141543	0.4436886408	0.6535087719	0.015903053	0.0216338763	0.0589789175	0.067176348	0.0021005364	0.0080320392	0.0435506199	0.0487509756	0.039712473	0.0439328873	0.006486894	0.0416056495	0.215625	0.1183870011	0.3452651515	0.4958333333	0.475	0.2491591821	0.2811025377	0.675	0.6833333333	0.0191016352	0.0240551212	0.0601972593	0.0689473459	0.0068815354	0.0130399121	0.0456185966	0.0525640222	0.0019487803
0.1666666667	0.1096252412	0.4138888889	0.3322916667	0.1531687193	0.2916666667	0.1918002475	0.1549861121	0.2109398015	0.5208333333	0.3063374385	0.3112049058	0.5416666667	1.97269090216696e-05	4.08947354538242e-05	0.0012310788	0.0013121292	2.92885071960139e-05	6.00534246563571e-05	0.0013580536	0.0013565711	0.0012893872	0.0012886869	6.04213357736792e-05	0.0011986684	1	0.7800660045	0.4138888889	0.3726190476	1	0.7800660045	0.2023339802	0.625	0.625	0.0001504246	0.000148892	0.0005490214	0.0005467586	0.0002223555	0.0002187391	0.0005965612	0.000594911	0.0002479823
0.2170977011	0.1407393354	0.253030303	0.2666666667	0.2612238159	0.6612903226	0.3758977243	0.2908079326	0.1816593709	0.5603448276	0.4244001926	0.4428680357	0.5833333333	0.0066530385	0.0066347209	0.0340027697	0.0339574338	0.0009131792	0.0009088878	0.0301070684	0.0300742018	0.0299282426	0.0299119876	0.00077129	0.0296444245	0.251953125	0.1429311743	0.3202702703	0.330952381	0.6323529412	0.3573482931	0.2036306728	0.6119047619	0.630952381	0.0190678445	0.0190563726	0.0451514096	0.0451737616	0.00351552	0.0034649634	0.0325837757	0.0325007966	0.0017028144
0.4466666667	0.2745752692	0.3682291667	0.3815789474	0.2819030683	0.6944444444	0.3855044581	0.3144315424	0.2356543984	0.6547619048	0.4529313664	0.4741492732	0.6785714286	0.0109184144	0.015156233	0.0508764492	0.0523552668	0.0004896769	0.005195374	0.0459673807	0.0461849103	0.0444832486	0.0446806237	0.0054174318	0.0435704919	0.1489583333	0.0855299488	0.4214285714	0.4382352941	0.6833333333	0.350596029	0.2626317667	0.6319444444	0.6597222222	0.0127107483	0.014159921	0.057535348	0.058651554	0.0015125123	0.0032423109	0.0543203744	0.0541721928	0.0012736694
0.1077380952	0.065325786	0.2008333333	0.1430555556	0.1897806387	0.4963768116	0.3110665243	0.2023728301	0.1885375377	0.4710144928	0.3967084566	0.4135001216	0.5036231884	0.0161908958	0.0162045846	0.0082069963	0.0082333857	0.0103712916	0.0103257877	0.0015822048	0.0015819968	0.0001806196	0.0001805215	0.0122184417	0.0001755026	0.1089285714	0.065594008	0.1978333333	0.1447222222	0.4782608696	0.2964956758	0.2088178352	0.4456521739	0.481884058	0.0084327654	0.0102775963	0.0087154548	0.0089210413	0.0002956228	0.0028350219	0.0019892233	0.0019937285	0.0001207392
0.2260416667	0.1556794742	0.1980654762	0.2403645833	0.2623320383	0.6891025641	0.4057236085	0.2925342272	0.2012098799	0.5133333333	0.4514235613	0.4725819049	0.54	0.00840736	0.009795726	0.0375357447	0.0398533689	0.0012597099	0.002827399	0.0330194592	0.034483236	0.0329084025	0.03430978	0.0029351819	0.0338274359	0.1951923077	0.125098004	0.2465277778	0.2821078431	0.5803571429	0.3381991224	0.2104471036	0.5401234568	0.5555555556	0.0160232549	0.0193244713	0.0433958294	0.0467992801	0.0037463898	0.0065272785	0.0349462555	0.0375471598	0.000347408
0.2743055556	0.1888363188	0.2908333333	0.32578125	0.2603663982	0.7083333333	0.4289856313	0.2899956391	0.1832930891	0.6488095238	0.4000390249	0.4171834905	0.6755952381	0.0044926556	0.0097857903	0.0341100355	0.0390268867	0.0003390662	0.0075314382	0.0326602287	0.0372721678	0.0323048034	0.0366410908	0.0084410269	0.0363150441	0.2614197531	0.1782663149	0.3261363636	0.3546428571	0.75	0.4626914067	0.1919396201	0.6155913978	0.6451612903	0.0179121096	0.0231503143	0.042557825	0.0476227885	0.0021231235	0.009367729	0.0336217477	0.0381693533	0.0007780655
0.1871212121	0.118176161	0.3720588235	0.3947368421	0.2534388546	0.6730769231	0.3935697208	0.2804902241	0.2455852553	0.5555555556	0.4015474722	0.4195381224	0.5888888889	0.0022960857	0.0022901714	0.049838867	0.049755246	0.002029085	0.0020211026	0.0459738114	0.0459242968	0.0458363794	0.0458121435	0.0022709881	0.0448665484	0.1598214286	0.0968653876	0.2783333333	0.3318181818	0.6510416667	0.3820913392	0.2402628238	0.5925925926	0.625	0.0156135344	0.0157215616	0.0594753934	0.0601880921	0.001438492	0.0014409129	0.0449510213	0.0451583925	0.000897252
0.2557971014	0.1680214966	0.2785714286	0.3347222222	0.2792166559	0.75	0.4598085124	0.3082211488	0.2216318522	0.6458333333	0.4737659571	0.4965369327	0.6609848485	0.0256652078	0.0280500833	0.0521032721	0.0540792719	0.0020477605	0.0021845769	0.029206152	0.0295648739	0.0256789193	0.0258060218	0.0007507818	0.0251362573	0.2468992248	0.1635005291	0.2799319728	0.3098039216	0.7148148148	0.4211703832	0.2291282372	0.7304964539	0.7393617021	0.037675582	0.0422522931	0.0586867528	0.0621566833	0.0067184658	0.0115419162	0.0325073156	0.0349959527	0.0016046117
0.3666666667	0.2532391474	0.3025362319	0.3517361111	0.2974865084	0.7592592593	0.4361523537	0.3288635424	0.2334716611	0.7619047619	0.4819492593	0.5061557337	0.7619047619	0.0141449469	0.0232801289	0.0494444231	0.0598684026	0.0026538622	0.0119194167	0.0411277969	0.0479276515	0.0381286979	0.0441149151	0.0105899015	0.0429439309	0.1807291667	0.114982938	0.2612318841	0.3059027778	0.75	0.4776830442	0.2187043615	0.7301587302	0.7380952381	0.0087358945	0.0171384388	0.0453377831	0.0542726274	0.0014050754	0.0110350415	0.0409530625	0.0475957557	0.0008460414
0.1305555556	0.0892945275	0.2712121212	0.2712121212	0.2131669728	0.6	0.4251645864	0.2239253765	0.1448329837	0.4444444444	0.4109254659	0.4300997191	0.4907407407	0.0005675756	0.0005839663	0.0003416069	0.0003482581	6.98868431691825e-05	9.44072802398283e-05	1.31472292867801e-05	1.91943181657128e-05	0	5.88413638667349e-06	7.16748527338249e-05	5.6664634013312e-06	0.1109375	0.0632321023	0.2798611111	0.1493055556	0.4583333333	0.2721790993	0.1523796175	0.4083333333	0.4666666667	0.0004442288	0.0006801747	0.0002783458	0.000432085	0.0001247087	0.0001441676	4.76260956007956e-05	5.71800862865163e-05	2.23187311834553e-05
0.1480392157	0.1025776367	0.2970486111	0.3325	0.2248157716	0.6052631579	0.3760240068	0.2429199793	0.2135561849	0.5265151515	0.4313176295	0.451371738	0.5606060606	0.0081847385	0.0118112059	0.0419485723	0.0464265722	0.0011393734	0.0028647665	0.0378042452	0.0406002178	0.0375951633	0.0397942113	0.0029416574	0.0393058887	0.1519736842	0.0937071572	0.3692307692	0.3944444444	0.6746031746	0.4079362959	0.2299236639	0.5902777778	0.6006944444	0.0113912906	0.014781982	0.0450174868	0.0493283219	0.0030573457	0.0048594593	0.0390903787	0.0418112053	0.0025707412
