1-wlv-shef	2-wlv-shef	3-wlv-shef	4-wlv-shef	5-wlv-shef	6-wlv-shef	7-wlv-shef	8-wlv-shef	9-wlv-shef	10-wlv-shef	11-wlv-shef	12-wlv-shef	13-wlv-shef	14-wlv-shef	15-wlv-shef	16-wlv-shef	17-wlv-shef	18-wlv-shef	19-wlv-shef	20-wlv-shef	21-wlv-shef	22-wlv-shef	23-wlv-shef	24-wlv-shef	25-wlv-shef	26-wlv-shef	27-wlv-shef	28-wlv-shef	29-wlv-shef	30-wlv-shef	31-wlv-shef	32-wlv-shef	33-wlv-shef	34-wlv-shef	35-wlv-shef	36-wlv-shef	37-wlv-shef	38-wlv-shef	39-wlv-shef	40-wlv-shef	41-wlv-shef	42-wlv-shef	43-wlv-shef	44-wlv-shef	45-wlv-shef	46-wlv-shef	47-wlv-shef	48-wlv-shef	49-wlv-shef	50-wlv-shef	51-wlv-shef	52-wlv-shef	53-wlv-shef	54-wlv-shef	55-wlv-shef	56-wlv-shef	57-wlv-shef	58-wlv-shef	59-wlv-shef	60-wlv-shef	61-wlv-shef	62-wlv-shef	63-wlv-shef	64-wlv-shef	65-wlv-shef	66-wlv-shef	67-wlv-shef	68-wlv-shef	69-wlv-shef	70-wlv-shef	71-wlv-shef	72-wlv-shef	73-wlv-shef	74-wlv-shef	75-wlv-shef	76-wlv-shef	77-wlv-shef	78-wlv-shef	79-wlv-shef	80-wlv-shef	81-wlv-shef	82-wlv-shef	83-wlv-shef	84-wlv-shef	85-wlv-shef	86-wlv-shef	87-wlv-shef	88-wlv-shef	89-wlv-shef	90-wlv-shef	91-wlv-shef	92-wlv-shef	93-wlv-shef	94-wlv-shef	95-wlv-shef	96-wlv-shef	97-wlv-shef	98-wlv-shef	99-wlv-shef	100-wlv-shef	101-wlv-shef	102-wlv-shef	103-wlv-shef	104-wlv-shef	105-wlv-shef	106-wlv-shef	107-wlv-shef	108-wlv-shef	109-wlv-shef	110-wlv-shef	111-wlv-shef	112-wlv-shef	113-wlv-shef	114-wlv-shef	115-wlv-shef	116-wlv-shef	117-wlv-shef	118-wlv-shef	119-wlv-shef	120-wlv-shef	121-wlv-shef	122-wlv-shef	123-wlv-shef	124-wlv-shef	125-wlv-shef	126-wlv-shef	127-wlv-shef	128-wlv-shef	129-wlv-shef	130-wlv-shef	131-wlv-shef	132-wlv-shef	133-wlv-shef	134-wlv-shef	135-wlv-shef	136-wlv-shef	137-wlv-shef	138-wlv-shef	139-wlv-shef	140-wlv-shef	141-wlv-shef	142-wlv-shef	143-wlv-shef	144-wlv-shef	145-wlv-shef	146-wlv-shef	147-wlv-shef
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22222222	0	0	0.7076023	0.8148148	0	1.2222222	0.6790123	0.8181818	3.851852	1001.7407	-295080736	0.031056348	574.37036	206488384	0.017125823	382.66666	373369600	0.011556159	193.2963	214611648	0.007110865	14.222222	19743818	0.0037749885	688665.6	0.9230769	0.03846154	0	0.07692308	0.8076923	13	0.5652173913	4	7	7	10	0.4347826087	-62.7502	0.14814815	0	0	0	0	0	8	0	27	20	2	174.213	210.903	4	23	4	4	0.14814815	0.52	0.04	0	0.04	0.44	1	0	0	0.037037037	0.962963	0.18518518	5	-2	0	1	0	0	0	0	0	-1	3	2	-1	-1	1.2222222	14	0.4666666667	0.36764705	1	2	7	8	2	16	0.5333333333	4.2874646	0.69140065	0.91280395	-62.8742	0	0.18181819	0	0	0	0	0	1	7	0	34	25	-34.1844	-28.7899	11.702	7.02686	5	70.6709	80.4041	1	0.5	6	22	4	4	1	0.5	0.121212125	0.7352941	1.2692307	33.69651	1	0.27272728	4	2	0.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13333334	0	0	1.2750001	1.1333333	0	2.266667	1.7	0.88235295	4.266667	624.26666	-64491292	0.03987885	389.46667	40625560	0.019134462	271.8	228646304	0.01125175	141.8	122882568	0.005939425	9	10530976	0.0011491374	453462.72	0.64285713	0	0	0	0.71428573	9	0.6923076923	0	5	4	4	0.3076923077	-48.8354	0.33333334	1	0	1	0	0	4	0	15	15	1	823.563	1330.33	4	10	0	1	0.13333334	0.30769232	0.07692308	0	0	0.23076923	1	0.06666667	0	0	0.93333334	0.2	2	0	-1	1	0	0	0	0	0	1	4	2	-2	-2	1.1333333	8	0.4705882353	0.41666666	0	0	4	5	0	9	0.5294117647	3.5355341	0.8124525	0.93692106	-38.5997	0	0.29411766	1	0	1	0	0	0	5	0	18	15	-18.3794	-11.7963	10.4973	4.52219	5	281.875	392.805	0	0	6	8	0	1	0	0	0.05882353	0.8333333	1.1333333	40.223087	0	0.11764706	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0.98437494	0.65625	0	0.87499994	0.5833333	1.1428572	4	967.75	-5828832	0.044702824	597.375	83228256	0.0074110385	411.8125	253031200	0.0046813954	200.25	137387152	0.002907105	13.0625	9389342	0.0005120471	409655.44	0.8	0	0.06666667	0	0.73333335	9	0.6428571429	1	4	7	5	0.3571428571	-42.8926	0.1875	1	0	0	0	1	4	0	16	15	1	333.011	478.753	4	13	2	2	0.125	0.42857143	0	0.071428575	0.071428575	0.2857143	1	0.0625	0	0	0.9375	0.125	3	2	0	-3	0	0	0	0	0	-1	0	1	-4	-1	0.875	9	0.75	0.5	0	3	4	4	1	3	0.25	3.7416573	0	1	-36.872	0	0.2857143	1	0	0	0	1	1	3	0	14	14	-23.3365	-21.9397	46.4403	29.0168	1	191.198	278.258	0	0	5	9	2	2	1	1	0.14285715	1	1	0	0	0.21428572	2	1	0.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09090909	0	0	0.9090909	0.90909094	0	0.90909094	0.6060606	1.1	4.7272725	856.5455	-335119776	0.03197461	537.4545	152254608	0.0065202718	368.81818	388583808	0.0042328252	185	224131824	0.0019250973	14	21021322	0.0003236769	772867.06	0.8	0.1	0	0.1	0.7	6	0.6666666667	0	4	4	3	0.3333333333	-30.8821	0.18181819	1	1	0	0	0	2	0	11	11	1	67.3754	102.648	4	9	2	2	0.18181819	0.6666667	0.11111111	0	0.22222222	0.22222222	1	0	0	0	0.90909094	0.18181819	2	1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0.90909094	6	0.6666666667	0.5	0	1	3	5	1	3	0.3333333333	3.3166246	0	1	-30.2588	0	0.2	1	0	0	0	1	1	2	0	11	11	-15.4267	-12.572	25.2599	13.8967	1	337.415	603.923	0	0	5	8	2	2	1	1	0.2	1	1	0	0	0.3	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.8972222	0.9499999	0	0.95	1.1083333	1.0526316	3.725	1144.95	-124252504	0.035031345	715.6	361814272	0.02066338	502.925	336677152	0.014235139	267.65	193525344	0.008161696	15.15	17908638	0.0010449565	618231.7	0.81578946	0	0.025641026	0.051282052	0.7692308	17	0.4722222222	5	4	13	19	0.5277777778	-106.696	0.225	1	0	0	0	1	11	0	40	32	1	330.007	382.913	5	31	4	4	0.1	0.36842105	0.05263158	0	0.02631579	0.28947368	1	0	0	0	1	0.175	6	-2	3	-8	0	0	1	0	-1	-1	4	2	-6	-3	0.95	18	0.5142857143	0.41025642	0	3	7	5	1	17	0.4857142857	5.124101	0.8016732	0.9460018	-94.8631	0	0.23684211	1	0	1	0	0	1	10	0	39	32	-48.4415	-40.208	26.5919	10.7393	5	324.948	378.368	0	0	7	25	4	4	1	1	0.10526316	0.82051283	1.1875	60.716694	0	0.15789473	3	2	0.6666666667
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071428575	0	0	0.92857146	0.61904764	0	1.8571429	0.92857146	1.0769231	4.071429	959.4286	-25129418	0.04538732	575.7143	60832448	0.024993744	388.92856	253357088	0.013917222	195.71428	135066736	0.00610773	13.285714	11956134	0.0002599657	519328.34	0.84615386	0	0	0	0.9230769	8	0.6666666667	2	6	3	4	0.3333333333	-28.9062	0.14285715	1	0	0	0	1	3	0	14	14	1	50.5283	68.3244	5	9	0	1	0.14285715	0.6666667	0	0	0.083333336	0.5833333	1	0	0	0	1	0.14285715	3	-2	0	1	0	0	0	0	0	-1	0	0	2	-1	0.9285714	8	0.6153846154	0.4642857	1	0	6	4	0	5	0.3846153846	3.474396	0.9245463	0.9719187	-23.6396	0	0.23076923	1	0	0	0	1	0	2	0	14	13	-21.4859	-10.8993	44.9531	6.00513	1	127.255	184.745	0	0	5	11	0	1	0	0	0.07692308	0.9285714	1	88.775406	0	0.15384616	2	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.9657142	2.34	0	1.04	0.29714283	0.96153843	4.32	732.8	-239234688	0.10885736	463.32	498577728	0.017087815	326.96	362356352	0.01195943	176.48	225772896	0.0075068455	15.08	25223152	0.0035068265	817635.4	0.6666667	0.083333336	0	0	0.5833333	14	0.6666666667	0	8	5	7	0.3333333333	-65.9568	0.36	2	0	0	0	2	6	0	25	21	1	240.834	312.704	5	16	4	4	0.16	0.39130434	0.04347826	0	0	0.3478261	0.85714287	0	0	0.08	0.8	0.08	2	1	-2	1	0	0	0	0	0	1	3	1	-2	0	1.04	14	0.6086956522	0.42592594	0	1	6	6	1	9	0.3913043478	4.426352	0.8376448	0.9513499	-54.4812	0	0.15384616	2	0	0	0	2	1	7	0	27	23	-21.3871	-23.6705	7.78271	7.52809	4	56.9237	66.4974	0	0	6	14	4	4	1	1	0.15384616	0.8518519	1.0833334	61.314465	0	0.26923078	2	1	0.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	1.2214285	0.7916667	0	0.95	0	1.0526316	3.6	783.9	-23412668	0.018776523	447.5	296302784	0.010196458	300.4	353448512	0.0073797917	154.1	197194320	0.00510989	12.55	20409910	0.002510602	808803.8	0.84210527	0.05263158	0.05263158	0.05263158	0.68421054	9	0.4736842105	2	7	3	10	0.5263157895	-50.1251	0.25	0	0	0	0	0	6	0	20	18	2	243.731	320.816	4	15	0	1	0.05	0.5555556	0	0.11111111	0.055555556	0.3888889	1	0	0	0.05	0.95	0.1	3	-1	0	0	0	0	0	0	0	-1	2	2	-5	-1	0.95	10	0.5263157895	0.425	0	1	7	3	1	9	0.4736842105	3.8013155	0.8338527	0.9457498	-40.4952	0	0.31578946	0	0	0	0	0	1	5	0	20	17	-22.1786	-17.1194	11.3796	7.17745	4	105.866	135.308	0	0	6	10	0	1	1	1	0.05263158	0.85	1.1875	49.391773	0	0	2	1	0.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21052632	0	0	0.6907894	0.5263158	0	0.78947365	1.1842104	1.2666667	3.4736843	1558.4736	-83631936	0.0354281	984.3684	177225312	0.019194132	681.2105	288272768	0.01214825	349.1579	151015152	0.005791618	11.894737	5226290.5	0.0005603513	283828.06	0.8888889	0	0	0.16666667	0.7222222	8	0.4705882353	3	4	6	9	0.5294117647	-35.4503	0.10526316	1	0	0	0	1	6	0	19	19	1	73.4183	93.2095	4	15	0	1	0.05263158	0.64705884	0.05882353	0.05882353	0.11764706	0.4117647	0.94736844	0	0	0	0.94736844	0.15789473	3	0	2	-4	0	0	1	0	-1	-2	1	1	-6	-1	0.7894737	7	0.5	0.5	0	3	6	2	0	7	0.5	3.8729832	0	1	-36.7447	0	0.2	1	0	1	0	0	0	4	0	15	15	-19.6513	-14.2801	25.3319	7.80743	2	92.159	124.597	0	0	5	9	0	1	0	0	0.06666667	1	1	0	0	0.13333334	2	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15625	0	0	1.5187501	0.96428573	0	0.84375	2.53125	1.1851852	3.5625	976.9375	-208754176	0.033538904	599.34375	249892768	0.019084888	419.09375	276760960	0.010851434	227.6875	162592496	0.0063296696	16.78125	14833734	0.0008783588	503633.34	0.58064514	0.032258064	0	0.09677419	0.58064514	15	0.5769230769	2	5	11	11	0.4230769231	-79.7555	0.25	1	0	0	0	1	9	0	32	27	1	939.16	1189.18	5	25	5	4	0.1875	0.26666668	0.033333335	0	0.033333335	0.3	0.9285714	0	0	0	0.9375	0.1875	6	1	2	-2	0	0	0	0	0	-5	1	0	-5	-1	0.84375	14	0.6666666667	0.46296296	0	3	7	9	0	7	0.3333333333	4.8112526	0.92248404	0.976649	-66.9138	0	0.25925925	1	0	0	0	1	0	4	0	27	25	-36.8455	-33.1457	26.1296	15.2678	2	121.495	145.132	0	0	5	20	5	4	0	0	0.22222222	0.9259259	1.08	134.62866	1	0.074074075	5	5	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16216215	0	0	0.88324326	1.072765	0	1.9369367	0.77477473	0.8604651	5	679.7568	-40388104	0.03306303	395.45947	293843520	0.008705536	271.94595	291142944	0.0064650103	143.45946	168861312	0.003554142	11.405405	16741378	0.0005342409	626397.06	0.6666667	0.055555556	0.027777778	0.027777778	0.6111111	20	0.625	1	6	7	12	0.375	-94.016	0.3243243	3	0	0	0	3	8	0	36	32	3	291.963	346.765	4	23	3	3	0.13513513	0.31428573	0	0.028571429	0.028571429	0.25714287	0.93939394	0.027027028	0	0	0.8918919	0.10810811	4	-1	-1	0	0	0	2	0	-2	4	7	2	-3	-2	1.1621622	20	0.487804878	0.39772728	0	0	5	7	1	21	0.512195122	5.2764482	0.7716312	0.9395269	-89.6378	0	0.30232558	3	0	2	0	1	1	12	0	44	35	-34.6471	-33.4951	7.73368	6.27339	10	94.5845	105.14	0	0	6	20	3	3	1	1	0.069767445	0.79545456	1.2285714	55.236904	1	0.13953489	2	1	0.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13333334	0	0	0.9916667	1.1333333	0	1.1333334	2.266667	0.88235295	4.866667	712.6667	90326544	0.019812398	429.66666	416911072	0.011508518	302.46667	300508800	0.009964348	158.73334	176410800	0.0069822446	11.866667	16979940	0.0027841614	614442.8	0.42857143	0.071428575	0.071428575	0	0.2857143	10	0.7142857143	0	4	6	4	0.2857142857	-40.4963	0.33333334	1	0	0	0	1	5	0.06666667	17	16	0	780.893	1303.46	6	12	2	2	0.26666668	0.07692308	0	0	0	0.07692308	0.8666667	0	0	0	0.8666667	0.13333334	2	0	-1	1	0	0	0	0	0	1	2	-1	-2	-1	1.1333333	10	0.625	0.47368422	0	0	3	7	1	6	0.375	4.129483	0.9454362	0.98163754	-43.8043	0	0.29411766	1	0	0	0	1	1	6	0.05882353	19	18	-23.6832	-13.9036	24.7245	5.92136	2	127.861	170.085	0	0	5	10	2	2	1	1	0.23529412	0.94736844	1	154.51596	2	0.05882353	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14285715	0	0	1.3333334	0.9142858	0	1.1428572	1.1428572	0.875	4.428571	745.7143	-37422580	0.055274725	478.2857	359850272	0.031195078	326.14285	252935312	0.014073404	163.71428	150203312	0.007945971	12.285714	17547508	0.0016398005	607445.1	0.53846157	0	0	0.30769232	0.30769232	8	0.6153846154	0	3	4	5	0.3846153846	-52.2087	0.2857143	2	1	0	1	0	4	0	14	13	1	1911.91	3588.59	3	10	2	1	0.071428575	0.083333336	0	0	0	0.083333336	1	0	0	0.071428575	0.9285714	0.071428575	2	0	1	1	-1	0	0	-1	0	2	3	3	-1	-1	1.1428572	8	0.5	0.47058824	1	0	4	5	1	8	0.5	3.8805702	0.93865734	0.9786022	-49.1615	0	0.3125	1	1	0	0	0	1	6	0	17	16	-24.7636	-20.7194	28.6207	16.5497	4	577.543	859.377	0	0	6	9	2	1	1	1	0.0625	0.9411765	1	126.80076	0	0.0625	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	1.3333334	0	1	3	1	4.6363635	836.0909	298355232	0.05604931	438.27274	175102096	0.030424384	282.18182	123057120	0.023075242	130.36363	69804312	0.011867822	8.090909	5160835	0.0017396192	325594.72	0.7	0.1	0	0.1	0.6	8	0.8	0	4	5	2	0.2	-35.677	0.36363637	1	1	0	0	0	3	0	11	11	1	498.409	927.565	4	7	0	1	0.09090909	0.33333334	0	0	0.11111111	0.22222222	1	0	0	0	1	0.27272728	1	0	0	1	0	0	0	0	0	0	1	2	-1	0	1	7	0.7	0.5	0	0	4	6	0	3	0.3	3.3166246	0	1	-29.571	0	0.27272728	1	1	0	0	0	0	3	0	11	11	-15.0527	-10.6934	32.0085	7.78246	2	507.29	893.693	0	0	6	6	0	1	0	0	0.09090909	1	1	0	0	0.09090909	1	1	1
0	0	1	1	0	0	0	0	0	0.041666668	0	0	0	0	0.09090909	0	0	2.0454545	0.87272733	0	0.54545456	4.3636365	0.9166667	5.7727275	822.7727	-125114832	0.038701437	490.63635	279029536	0.023233574	341.04544	195284208	0.02011613	186.04546	117328128	0.014028724	10.045455	12133692	0.0066591916	439248.9	0.61904764	0.23809524	0.04761905	0	0.52380955	15	0.7142857143	3	5	3	6	0.2857142857	-57.1427	0.18181819	2	0	0	2	0	5	0	22	21	0	320.78	428.073	5	13	0	1	0.045454547	0.25	0.15	0	0	0.2	1	0	0	0.09090909	0.90909094	0.18181819	2	-2	0	4	-1	0	0	-1	0	0	3	1	0	0	1.0909091	15	0.6818181818	0.47916666	0	1	5	7	0	7	0.3181818182	4.694855	0.95721924	0.98660827	-51.0329	0	0.20833333	1	0	0	1	0	0	5	0	24	23	-31.0974	-22.2238	22.4936	7.74378	3	134.619	165.128	0	0	6	13	2	2	0	0	0.083333336	0.9583333	1.0434783	231.00125	1	0.041666668	2	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2631579	0	0	1.1578947	0.9473684	0	1.2631578	1.2631578	0.7916667	4.3157897	684.2105	-61645528	0.02491877	387.4737	370172672	0.014677426	262	258315216	0.009441969	133.1579	154653024	0.0058167703	11.105263	19345036	0.0012224903	712254.5	0.7222222	0	0	0	0.7222222	11	0.6111111111	0	6	5	7	0.3888888889	-57.0312	0.31578946	0	0	0	0	0	6	0	19	17	1	710.491	1003.79	4	14	0	1	0.05263158	0.4117647	0	0.11764706	0.11764706	0.1764706	1	0	0	0	1	0.10526316	3	1	3	0	0	0	0	0	0	1	5	2	-2	-2	1.2631578	11	0.4782608696	0.39583334	1	1	9	5	0	12	0.5217391304	3.8783586	0.76173544	0.9264912	-45.5125	0	0.33333334	0	0	0	0	0	0	7	0	24	19	-23.7805	-23.1017	8.93755	8.39593	6	66.1453	78.7686	0	0	6	12	0	1	0	0	0.041666668	0.7916667	1.2631578	37.11117	0	0.083333336	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7777778	1	0	1	0.6666667	1	4.25	646.8125	-178704368	0.029252524	411.6875	384363808	0.018291783	283.75	266490912	0.011654786	152	160472352	0.0070642424	15.5	21799004	0.0011782472	729766.75	0.6	0	0.06666667	0.06666667	0.53333336	7	0.6363636364	0	2	9	4	0.3636363636	-38.944	0.25	1	0	0	1	0	2	0	16	11	0	297.597	461.219	4	11	0	1	0.3125	0.14285715	0	0.071428575	0	0.071428575	0.8181818	0	0	0	0.875	0.125	1	0	1	-4	-1	0	0	-1	0	0	1	2	-5	0	1	7	0.6363636364	0.375	1	0	3	5	1	4	0.3636363636	3	0.698969	0.89624065	-41.6796	0	0.25	0	0	0	0	0	1	2	0	16	12	-28.7146	-22.0181	48.8761	19.7325	1	134.405	182.574	0	0	6	6	0	1	1	1	0.3125	0.75	1.3333334	21.463837	2	0.1875	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083333336	0	0	0.90277773	0	0	1.4444445	0.27083334	0.9230769	3.5833333	765.4167	-451688352	0.04973337	483.75	282809952	0.030313937	337.66666	465689248	0.024825891	181.41667	277281056	0.016152402	14.916667	26528102	0.008263028	909282.56	0.8181818	0	0	0	0.72727275	5	0.625	1	3	2	3	0.375	-36.0294	0.16666667	0	0	0	0	0	2	0	12	11	0	223.406	350.633	4	8	3	3	0.33333334	0.4	0.1	0	0	0.2	1	0	0	0.083333336	0.9166667	0.083333336	1	-1	0	3	0	0	0	0	0	2	2	1	0	0	1.0833334	5	0.5	0.46153846	1	0	3	5	0	5	0.5	3.3282013	0.91825294	0.9687937	-32.3661	0	0	0	0	0	0	0	0	4	0	13	12	-18.0905	-14.4726	19.5964	10.8082	2	87.1397	122.875	0	0	5	8	3	3	0	0	0.23076923	0.9230769	1.0833334	77.14333	0	0.30769232	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666	0.59999996	0	1	0.6666667	1	4	806.6	-246931760	0.021547576	495.93332	273535456	0.013243167	336.86667	390222528	0.010295478	168.26666	224182480	0.0055798385	14.8	25083692	0.0013150724	946972.06	0.78571427	0.071428575	0	0.071428575	0.64285713	7	0.5	1	8	2	7	0.5	-38.4148	0.2	0	0	0	0	0	4	0	15	13	2	251.723	363.903	3	10	0	1	0.06666667	0.3846154	0	0	0	0.3846154	1	0	0	0	1	0.13333334	1	-1	-3	2	0	0	0	0	0	0	0	2	0	0	1	7	0.4666666667	0.4375	0	0	5	4	0	8	0.5333333333	3.5	0.8629607	0.95183873	-34.2498	0	0.33333334	0	0	0	0	0	0	4	0	16	14	-18.2526	-16.362	13.829	10.5347	2	138.233	192.007	0	0	5	10	0	1	0	0	0.06666667	0.875	1	52.1572	0	0.2	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037037037	0	0	0.962963	0.96296287	0	0.9629629	1.2839506	1.0384616	4.185185	831.7778	-253774416	0.026723301	517.8148	437377920	0.017886432	360.66666	314058464	0.014310688	189.22223	195619200	0.0079425145	15.185185	23779544	0.0008964859	776990.7	0.65384614	0	0	0	0.65384614	13	0.5909090909	1	10	5	9	0.4090909091	-61.2285	0.25925925	2	0	1	0	1	4	0	27	21	1	329.866	420.018	5	17	3	3	0.18518518	0.32	0	0	0	0.32	0.85714287	0	0	0.037037037	0.8518519	0.14814815	2	1	-5	4	0	0	0	1	-1	1	2	1	-4	-2	0.962963	13	0.5909090909	0.42592594	1	2	5	9	0	9	0.4090909091	4.426352	0.8376448	0.9513499	-65.9222	0	0.26923078	2	0	1	1	0	0	5	0	27	23	-28.302	-26.9215	15.1095	9.93327	3	110.543	132.473	0	0	6	13	3	3	0	0	0.1923077	0.8518519	1.1304348	61.314465	1	0.115384616	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05882353	0	0	0.9411765	1.4117646	0	1.0588235	0.6352941	0.9444444	4.0588236	1237.1765	320555488	0.049091496	786.5294	375459456	0.027678523	557.17645	268352720	0.015926238	282.47058	140799360	0.010846015	12.6470585	8030505.5	0.0013905219	413044.47	0.75	0	0	0.125	0.625	10	0.625	1	4	3	6	0.375	-46.8202	0.23529412	0	0	0	0	0	3	0	17	17	1	399.136	567.712	4	12	0	1	0.05882353	0.2	0	0	0	0.2	1	0	0	0.05882353	0.9411765	0.1764706	3	0	0	6	0	0	0	0	0	-1	0	3	-1	-1	1.0588236	10	0.5882352941	0.5	1	1	4	9	0	7	0.4117647059	4.242641	0	1	-38.0767	0	0.16666667	0	0	0	0	0	0	2	0	18	18	-26.7449	-17.6419	30.6075	8.48247	1	100.934	130.429	0	0	7	11	0	1	0	0	0.055555556	1	1	0	0	0.2777778	2	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03846154	0	0	0.96428573	0.44505495	0	1.0384616	1.7307693	0.962963	4.6923075	1016.9231	-215271520	0.057271753	632.88464	386801728	0.031012159	441.76923	278786240	0.021862132	235.8077	170942528	0.009169563	15.230769	17136516	0.0018484097	550750.25	0.68	0	0.04	0.08	0.6	13	0.619047619	3	3	8	8	0.380952381	-74.0005	0.115384616	1	1	0	0	0	6	0	26	23	0	530.17	688.545	4	24	3	3	0.1923077	0.29166666	0	0	0	0.29166666	0.95652175	0	0	0.07692308	0.88461536	0.1923077	5	-3	1	1	0	0	0	0	0	-1	3	1	-8	-3	1.0384616	15	0.6818181818	0.44444445	0	0	4	9	0	7	0.3181818182	4.6188025	0.8810198	0.9642631	-61.3571	0	0.25925925	1	1	0	0	0	0	5	0	27	24	-34.9636	-26.9595	19.7218	9.96553	3	122.713	146.642	0	0	5	16	3	3	0	0	0.18518518	0.8888889	1.125	85.751114	1	0.11111111	2	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26666668	0	0	0.76	0.95	0	1.2666668	0.3166667	0.7894737	4.0666666	1176.1333	-151390512	0.09950891	726	452365728	0.014889677	503.06668	326815872	0.009434473	271.66666	198247216	0.005567287	14.866667	17426546	0.0010083985	597229.06	0.71428573	0	0.071428575	0	0.71428573	8	0.6153846154	2	4	6	5	0.3846153846	-42.2099	0.2	2	0	0	2	0	4	0	15	15	0	69.0865	95.6941	4	11	2	2	0.13333334	0.53846157	0	0.07692308	0.07692308	0.30769232	0.93333334	0	0	0	0.8666667	0.06666667	2	-2	3	0	-2	0	0	-2	0	0	2	2	0	0	1.2666667	9	0.5294117647	0.47368422	0	0	7	6	0	8	0.4705882353	4.129483	0.9454362	0.98163754	-36.1402	0	0.21052632	0	0	0	0	0	0	4	0	19	18	-24.3374	-15.0574	19.0949	5.66071	2	64.1226	79.8209	0	0	6	11	2	2	0	0	0.10526316	0.94736844	1.0555556	154.51596	0	0.21052632	2	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952381	0	0	1.2440476	0.9047619	0	1.3571429	1.5079366	1.1052631	4.4761906	1362.2858	-105459504	0.03403319	869.1905	464763744	0.016917309	608.2381	333045248	0.010580912	319.0476	190436112	0.005282613	14.238095	13873470	0.0007715693	494224.44	1	0	0.1	0.05	0.85	11	0.5789473684	3	6	8	8	0.4210526316	-45.9545	0.1904762	0	0	0	0	0	5	0	21	21	0	122.699	154.28	4	13	2	2	0.14285715	0.57894737	0.05263158	0	0.05263158	0.47368422	1	0	0	0	1	0.23809524	3	-2	0	-2	0	0	0	0	0	-2	1	3	-2	-1	0.9047619	10	0.5882352941	0.5	0	1	6	6	1	7	0.4117647059	4.3588986	0	1	-38.5629	0	0.21052632	0	0	0	0	0	1	3	0	19	19	-22.2958	-21.7117	14.9095	12.1783	1	84.7508	107.059	0	0	7	11	2	2	1	1	0.10526316	1	1	0	0	0.15789473	2	1	0.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.6666667	0	1	1	1	5.3333335	597.9167	-325838976	0.007854605	340.08334	461290208	0.005385497	233.75	331235296	0.0034331146	130.16667	209923504	0.0019747666	13.5	26908982	0.0002604438	865639.44	0.8181818	0	0	0.09090909	0.6363636	7	0.7	0	3	5	3	0.3	-29.6019	0.16666667	0	0	0	0	0	2	0	12	11	0	322.409	521.725	4	9	2	2	0.16666667	0.4	0	0	0	0.3	0.90909094	0.083333336	0	0	0.8333333	0.16666667	2	0	-1	3	0	0	0	0	0	1	0	0	1	-2	1	7	0.7	0.5	0	0	2	8	0	3	0.3	3.4641018	0	1	-25.9671	0	0.25	0	0	0	0	0	0	3	0	12	12	-23.3838	-11.394	62.9153	7.52421	0	96.7612	141.637	0	0	4	10	2	2	0	0	0.16666667	1	1	0	1	0.16666667	0	0	0
