1-uppsala;2-uppsala;3-uppsala;4-uppsala;5-uppsala;6-uppsala;7-uppsala;8-uppsala;9-uppsala;10-uppsala;11-uppsala;12-uppsala;13-uppsala;14-uppsala;15-uppsala;16-uppsala;17-uppsala;18-uppsala;19-uppsala;20-uppsala;21-uppsala;22-uppsala;23-uppsala;24-uppsala;25-uppsala;26-uppsala;27-uppsala;28-uppsala;29-uppsala;30-uppsala;31-uppsala;32-uppsala;33-uppsala;34-uppsala;35-uppsala;36-uppsala;37-uppsala;38-uppsala;39-uppsala;40-uppsala;41-uppsala;42-uppsala;43-uppsala;44-uppsala;45-uppsala;46-uppsala;47-uppsala;48-uppsala;49-uppsala;50-uppsala;51-uppsala;52-uppsala;53-uppsala;54-uppsala;55-uppsala;56-uppsala;57-uppsala;58-uppsala;59-uppsala;60-uppsala;61-uppsala;62-uppsala;63-uppsala;64-uppsala;65-uppsala;66-uppsala;67-uppsala;68-uppsala;69-uppsala;70-uppsala;71-uppsala;72-uppsala;73-uppsala;74-uppsala;75-uppsala;76-uppsala;77-uppsala;78-uppsala;79-uppsala;80-uppsala;81-uppsala;82-uppsala
0;0;0;0;1;3.9710652E-4;0;0;3.281872E-4;3.281872E-6;0.0015884269;1.0434783;0;0;0;0;23;0.47826087;0;0;0.4347826;0.04347826;0.9130435;0.04347826;0;0;0;0;24;0.45833334;0;0;0.41666666;0.041666668;0.9583333;0.083333336;-60.3977;4.00221e-61;-2.62599;0.00236599;-57.6822;2.07874e-58;-2.40342;0.0039498;0.916667;0.291667;0.208333;0.208333;0.25;0.73913;0.391304;0.130435;0.130435;0.304348;0.5;0.545455;0.0909091;0.0454545;0.272727;0.285714;0.666667;0;0;0.285714;1;0.0434783;0;0.782609;0.173913;0;0;0.125;0.75;0;0.0833333;0;0;1439.26;2081.74;0.140212;53.4656;2.32459
0;0;0;0;1;0.027777774;0;0;0.024197537;1.2345678E-4;0;1.1111112;0;0;0;0;9;0.33333334;0;0;0.5555556;0.11111111;1;0;0;0;0;0;10;0.5;0;0;0.4;0.1;1;0;-21.1172;7.63484e-22;-2.34636;0.00450448;-23.1561;6.98072e-24;-2.31561;0.00483493;0.9;0.3;0.3;0.1;0.2;0.777778;0.333333;0.444444;0;0.111111;0.5;0.375;0.125;0.375;0;0.428571;0.428571;0;0.285714;0.142857;0;0;0;0.888889;0;0.111111;0;0;0.8;0.2;0;0;0;1702.33;2258.54;323.306;25.9087;2.87875
0.0030864198;0;0;0;4;4.8225356E-5;0;0.0030864198;0.0030864193;4.82253E-5;0;0.8888889;0.055555556;0;0;0;18;0.44444445;0;0.055555556;0.44444445;0.055555556;0.8888889;0;0;0;0;0;16;0.4375;0;0;0.5;0.0625;1;0;-43.4056;3.93007e-44;-2.41142;0.00387773;-36.3506;4.46067e-37;-2.27191;0.00534672;0.947368;0.263158;0.210526;0.105263;0.368421;0.777778;0.333333;0.111111;0.277778;0.222222;0.529412;0.411765;0.117647;0.235294;0.176471;0.3125;0.625;0.0625;0.0625;0.1875;0;0;0.111111;0.722222;0.111111;0.0555556;0;0;0.8125;0.125;0.0625;0;0;1290.94;1838.18;15.7896;39.7019;2.20566
0;0;0;0;9;0.0051509817;0;5.1509796E-5;0.010095923;5.1509796E-5;2.0603919E-4;1.1578947;0;0;0;0;19;0.5263158;0;0.05263158;0.2631579;0.05263158;0.94736844;0.10526316;0;0;0;0;22;0.45454547;0;0.045454547;0.36363637;0.045454547;0.90909094;0.09090909;-61.7706;1.6959e-62;-3.25108;0.000560939;-57.5479;2.83204e-58;-2.61581;0.00242207;0.9;0.45;0.15;0.15;0.2;0.736842;0.684211;0;0.210526;0.0526316;0.277778;0.722222;0.111111;0.0555556;0.0555556;0;0.941176;0;0;0;1;0.0526316;0.0526316;0.789474;0;0.105263;0;0.0909091;0.681818;0.181818;0;0;0;1531;2063.35;0.205596;43.5116;2.29008
0;0;0;0;0;0.008264458;0;0;0.008264463;0;0;1;0;0;0;0;22;0.59090906;0;0;0.3181818;0.045454547;0.90909094;0.045454547;0;0;0;0;22;0.5;0;0;0.4090909;0.045454547;0.90909094;0.045454547;-79.492;3.22107e-80;-3.61327;0.000243628;-65.1531;7.0291e-66;-2.9615;0.00109269;0.869565;0.347826;0.304348;0.0869565;0.217391;0.590909;0.590909;0.0454545;0.181818;0.136364;0.333333;0.666667;0.047619;0.047619;0.190476;0.15;0.8;0;0.05;0.1;2;0.0909091;0;0.772727;0.0909091;0.0454545;0;0;0.772727;0.0909091;0.0454545;0;0;960.091;1825.05;0.178482;39.0937;1.77698
0;0;0;0;1;0.04591836;5.668934E-4;0.020408165;0.014172337;5.668934E-4;0;0.85714287;0;0;0;0;7;0.2857143;0.14285715;0.14285715;0.2857143;0.14285715;1;0;0;0;0;0;6;0.5;0.16666667;0;0.16666667;0.16666667;1;0;-21.3971;4.00774e-22;-3.05673;0.000877549;-15.4259;3.75059e-16;-2.57098;0.00268545;0.875;0.5;0.25;0;0.125;0.714286;0.857143;0;0;0;0.166667;0.833333;0;0;0;0;0.8;0;0;0;0;0;0.142857;0.428571;0.285714;0.142857;0;0;0.5;0.333333;0.166667;0;0;1486;1332.4;66.6843;20.3791;2.9113
0.005102041;0;0;0;9;0.035461295;0;0.005102041;0.018595038;3.794906E-4;0;0.78571427;0.071428575;0;0;0;14;0.35714287;0;0.071428575;0.5;0.071428575;1;0;0;0;0;0;11;0.54545456;0;0;0.36363637;0.09090909;1;0;-35.5758;2.65583e-36;-2.54113;0.00287655;-34.4201;3.80102e-35;-3.1291;0.000742848;0.933333;0.4;0.133333;0.2;0.2;0.785714;0.5;0.214286;0.0714286;0.142857;0.461538;0.538462;0.153846;0.153846;0.0769231;0.166667;0.75;0.0833333;0.0833333;0;0;0;0;0.642857;0.285714;0.0714286;0;0.133333;0.6;0.133333;0.133333;0;0;1115;1784.69;30.043;32.5696;2.3264
7.304602E-4;0;0;0;9;0.009404995;0;6.0724246E-4;0.00631886;5.6869712E-6;2.2747885E-5;0.9189189;0.027027028;0;0;0;37;0.43243244;0;0.054054055;0.43243244;0.027027028;0.8108108;0.054054055;0;0;0;0;34;0.5294118;0;0.029411765;0.3529412;0.029411765;0.88235295;0.05882353;-111.581;2.62422e-112;-3.0157;0.000964489;-88.8881;1.2939e-89;-2.61436;0.00243021;0.973684;0.394737;0.157895;0.0789474;0.342105;0.783784;0.513514;0.162162;0.189189;0.108108;0.305556;0.722222;0.111111;0.0833333;0.0555556;0.0857143;0.885714;0;0.0285714;0.0571429;0;0;0.027027;0.864865;0.108108;0;0;0;0.941176;0;0.0588235;0;0;1161.54;1971.74;3.54548;70.6777;1.91021
0.0018903592;0;0;0.0018903592;1;0.011389025;0.0020661158;0.0018903592;0.0050617848;3.905703E-6;1.5622812E-5;0.95652175;0.04347826;0;0;0.04347826;23;0.3478261;0;0.04347826;0.4347826;0.04347826;0.95652175;0.08695652;0;0;0;0;22;0.45454547;0.045454547;0;0.36363637;0.045454547;0.8636364;0.09090909;-81.2345;5.82774e-82;-3.53193;0.000293809;-75.4143;3.85212e-76;-3.42792;0.000373317;0.833333;0.541667;0.0416667;0.166667;0.208333;0.608696;0.695652;0.0434783;0.0869565;0.130435;0.318182;0.727273;0.0909091;0.0909091;0.0454545;0.142857;0.809524;0.047619;0.0952381;0;2;0.08;0.08;0.64;0.08;0.12;0;0.0384615;0.615385;0.230769;0.0384615;0;0;1286.87;2077.35;0.123336;43.5237;1.89233
0;0;0;0;36;2.9054697E-4;0;0;1.2913198E-4;2.9054747E-4;0.0020661158;1.375;0;0;0;0;16;0.5625;0;0;0.375;0.0625;1;0;0;0;0;0;22;0.54545456;0;0;0.36363637;0.045454547;0.90909094;0.045454547;-66.2987;5.0269e-67;-4.14367;7.18342e-05;-59.6485;2.24647e-60;-2.7113;0.00194404;0.823529;0.470588;0.117647;0.176471;0.176471;0.5;0.8125;0.125;0;0;0.0666667;0.866667;0.0666667;0;0;0;0.928571;0;0;0;2;0.125;0;0.75;0;0.125;0;0.136364;0.545455;0.227273;0;0;0;991.5;1800.81;0.0856021;28.6139;1.78837
0;0;0;0.0034602077;4;0.0031055622;0;0.0034602077;0.0055209934;3.8340248E-5;3.8340248E-5;1.117647;0;0;0;0.05882353;17;0.47058824;0;0.05882353;0.29411766;0.05882353;1;0.05882353;0;0;0;0;19;0.5263158;0;0;0.36842105;0.05263158;1;0.05263158;-45.7716;1.692e-46;-2.69245;0.00203027;-44.1716;6.73597e-45;-2.32482;0.00473346;0.888889;0.333333;0.166667;0.333333;0.111111;0.764706;0.352941;0.235294;0.176471;0.176471;0.5;0.5625;0.0625;0.1875;0.125;0.266667;0.666667;0.0666667;0.133333;0.0666667;0;0;0.105263;0.736842;0.105263;0.0526316;0;0.15;0.7;0.1;0.05;0;0;1829.94;2326.29;0.236074;43.1759;2.53976
0;0;0;0;4;0.0069444412;0;6.925208E-4;0.0041380245;2.1374099E-6;3.4198558E-5;0.94736844;0;0;0;0;38;0.5;0;0.02631579;0.34210527;0.02631579;0.81578946;0.10526316;0;0;0;0;36;0.5833333;0;0;0.2777778;0.027777778;0.8055556;0.11111111;-120.99;1.02329e-121;-3.18395;0.000654716;-108.197;6.35331e-109;-3.00547;0.000987479;0.923077;0.435897;0.128205;0.128205;0.282051;0.631579;0.5;0.210526;0.131579;0.131579;0.351351;0.675676;0.0540541;0.162162;0.0810811;0.222222;0.75;0.0833333;0.0555556;0.0833333;2;0.0526316;0.0263158;0.763158;0.131579;0;0.0263158;0.0277778;0.805556;0.0277778;0.0555556;0.0277778;0;1408.21;2069.01;0.2776;90.0583;2.36995
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;18;0.5;0;0;0.33333334;0.055555556;0.9444444;0.11111111;0;0;0;0;18;0.5;0;0;0.33333334;0.055555556;0.9444444;0.11111111;-56.1223;7.54571e-57;-3.11791;0.000762245;-48.6486;2.24595e-49;-2.7027;0.0019829;0.894737;0.368421;0.105263;0.157895;0.315789;0.666667;0.5;0.0555556;0.111111;0.277778;0.411765;0.588235;0;0.0588235;0.294118;0.25;0.6875;0;0;0.25;1;0.0555556;0;0.611111;0.222222;0.111111;0;0;0.611111;0.222222;0.111111;0;0;1659.72;2151.28;0.261765;41.473;2.30405
0;0;0;0;1;3.6281176E-4;0;0;2.040816E-4;5.6689337E-6;5.6689337E-6;1.05;0;0;0;0;20;0.6;0;0;0.3;0.05;1;0.05;0;0;0;0;21;0.61904764;0;0;0.2857143;0.04761905;0.9047619;0.04761905;-76.3901;4.07286e-77;-3.81951;0.000151529;-71.0148;9.66496e-72;-3.38166;0.000415282;0.857143;0.380952;0.190476;0.142857;0.238095;0.55;0.6;0.15;0.05;0.15;0.263158;0.736842;0.105263;0.0526316;0.0526316;0;0.944444;0;0;0;2;0.1;0;0.65;0.2;0.05;0;0.0952381;0.619048;0.0952381;0.0952381;0;0;1405.3;2068.58;0.132421;39.1954;1.95977
0;0;0;0;1;0.032600317;0;0;0.027777774;1.929012E-4;0;1.125;0;0;0;0;8;0.375;0;0;0.5;0.125;1;0;0;0;0;0;9;0.5555556;0;0;0.33333334;0.11111111;1;0;-26.4483;3.56205e-27;-3.30604;0.000494268;-27.6731;2.12276e-28;-3.07479;0.000841804;0.777778;0.444444;0.111111;0.111111;0.222222;0.625;0.625;0.125;0;0.125;0.428571;0.571429;0.142857;0.142857;0;0.333333;0.5;0.166667;0.166667;0;0;0;0;0.875;0;0.125;0;0;0.777778;0.222222;0;0;0;915.75;1845.52;0.0331245;13.754;1.71926
5.1652896E-4;0;0;0;0;0.0046487595;0;5.1652896E-4;0.0020661172;0;0;1;0.022727273;0;0;0;44;0.4318182;0;0.022727273;0.45454547;0.022727273;0.79545456;0.06818182;0;0;0;0;44;0.5;0;0;0.4090909;0.022727273;0.8181818;0.06818182;-116.412;3.87258e-117;-2.64573;0.00226086;-97.0542;8.82673e-98;-2.20578;0.0062262;0.977778;0.377778;0.2;0.0666667;0.333333;0.772727;0.409091;0.227273;0.181818;0.159091;0.465116;0.55814;0.0930233;0.186047;0.139535;0.142857;0.833333;0;0.0714286;0.0714286;0;0;0.0681818;0.909091;0;0.0227273;0;0.0454545;0.909091;0.0454545;0;0;0;1344;2067.38;9.28676;107.525;2.44374
0.0011890606;0;0;0.0011890606;16;0.0028936947;0;0.0011890606;1.7122491E-5;3.0439944E-5;3.0439944E-5;0.86206895;0.03448276;0;0;0.03448276;29;0.5862069;0;0.03448276;0.27586207;0.03448276;0.9655172;0.03448276;0;0;0;0;25;0.64;0;0;0.28;0.04;1;0.04;-74.8876;1.29539e-75;-2.58233;0.00261619;-66.544;2.85759e-67;-2.66176;0.00217891;0.933333;0.4;0.3;0.166667;0.1;0.758621;0.517241;0.275862;0.137931;0.0344828;0.535714;0.5;0.285714;0.178571;0;0.222222;0.740741;0.0740741;0.148148;0;0;0;0.0322581;0.580645;0.354839;0.0322581;0;0;0.72;0.08;0.2;0;0;1528.17;2280.26;0.212628;71.608;2.46924
0.0013717421;0;0;0;1;0.007085449;1.133676E-7;0.0014733193;0.0019753084;4.534704E-7;1.133676E-7;1.0185186;0.037037037;0;0;0;54;0.37037036;0.018518519;0.11111111;0.44444445;0.037037037;0.7407407;0.018518519;0;0;0;0;55;0.45454547;0.018181818;0.07272727;0.4;0.036363635;0.7090909;0.018181818;-114.516;3.04789e-115;-2.12067;0.00757414;-103.366;4.30527e-104;-1.87938;0.0132013;0.981818;0.236364;0.381818;0.163636;0.2;0.925926;0.314815;0.240741;0.296296;0.12963;0.641509;0.433962;0.245283;0.132075;0.169811;0.288462;0.692308;0.0769231;0.173077;0.0384615;0;0;0.0740741;0.833333;0.037037;0.0555556;0;0.0181818;0.818182;0.145455;0.0181818;0;0;1393.63;1930.01;296.303;126.893;2.34987
9.182737E-4;0;0;0;1;0.005083873;0;0.0010294834;0.0014687609;7.943558E-7;0;1.030303;0.030303031;0;0;0;33;0.57575756;0;0.09090909;0.3030303;0.030303031;0.90909094;0;0;0;0;0;34;0.64705884;0;0.05882353;0.2647059;0.029411765;0.9117647;0;-86.3857;4.11434e-87;-2.61775;0.0024113;-79.0596;8.71766e-80;-2.32528;0.00472844;0.970588;0.382353;0.294118;0.117647;0.176471;0.818182;0.424242;0.272727;0.242424;0.030303;0.46875;0.5625;0.25;0.09375;0.0625;0.16129;0.806452;0.0322581;0.0967742;0.0322581;0;0;0;0.969697;0;0.030303;0;0;0.941176;0.0588235;0;0;0;1066.52;2240.9;54.8587;70.4172;2.13385
5.948839E-4;0;0;0;1;0.007090387;0;5.948839E-4;0.012431864;3.3723427E-7;5.3957483E-6;1.0243902;0.024390243;0;0;0;41;0.5365854;0;0.024390243;0.31707317;0.024390243;0.85365856;0.09756097;0;0;0;0;42;0.45238096;0;0;0.42857143;0.023809524;0.85714287;0.0952381;-85.9152;1.21563e-86;-2.09549;0.00802615;-86.1371;7.2929e-87;-2.05088;0.0088944;0.97619;0.190476;0.333333;0.214286;0.238095;0.97561;0.317073;0.219512;0.268293;0.170732;0.7;0.325;0.325;0.175;0.15;0.358974;0.615385;0.025641;0.282051;0.0512821;0;0;0.0487805;0.829268;0.0487805;0.0731707;0;0.0238095;0.809524;0.142857;0.0238095;0;0;1617.66;2062.33;66.6851;91.3666;2.22845
0.0012755103;0;0;0;1;0.0076454747;0;0.005102041;0.026426263;1.5166632E-6;6.066653E-6;1.0357143;0.035714287;0;0;0;28;0.53571427;0;0.071428575;0.2857143;0.035714287;0.9285714;0.071428575;0;0;0;0;29;0.44827586;0;0;0.44827586;0.03448276;0.86206895;0.06896552;-60.3161;4.82948e-61;-2.15415;0.00701219;-52.2716;5.35057e-53;-1.80247;0.0157591;0.965517;0.310345;0.275862;0.206897;0.172414;0.928571;0.428571;0.25;0.178571;0.107143;0.666667;0.333333;0.407407;0.148148;0.0740741;0.269231;0.692308;0.115385;0.115385;0.0384615;0;0;0.0714286;0.678571;0.142857;0.107143;0;0.0344828;0.655172;0.241379;0.0689655;0;0;1537.93;2455.07;142.899;69.5896;2.48534
0;0;0;0;1;0.03287646;0;0;0.027170634;3.0189587E-5;1.2075835E-4;0.9285714;0;0;0;0;14;0.64285713;0;0;0.14285715;0.071428575;0.9285714;0.14285715;0;0;0;0;13;0.46153846;0;0;0.30769232;0.07692308;0.9230769;0.15384616;-32.6604;2.18575e-33;-2.33289;0.00464638;-27.5743;2.66502e-28;-2.1211;0.00756659;0.933333;0.4;0.0666667;0.133333;0.333333;0.857143;0.357143;0.214286;0.142857;0.214286;0.538462;0.384615;0.230769;0.153846;0.153846;0.333333;0.583333;0.0833333;0.166667;0.0833333;0;0;0.0714286;0.785714;0.0714286;0;0.0714286;0;0.846154;0.0769231;0;0.0769231;0;1572.71;2061.12;43.6104;26.0148;1.8582
0;0;0;0;36;0.0071314913;0;0;0.008459078;6.2918743E-6;2.5167497E-5;1.1304348;0;0;0;0;46;0.5652174;0;0;0.36956522;0.02173913;0.8043478;0.04347826;0;0;0;0;52;0.48076922;0;0;0.46153846;0.01923077;0.8269231;0.03846154;-135.757;1.74985e-136;-2.95124;0.00111882;-115.428;3.7325e-116;-2.21977;0.0060288;0.93617;0.425532;0.212766;0.0425532;0.297872;0.76087;0.586957;0.108696;0.173913;0.108696;0.377778;0.666667;0.177778;0.0666667;0.0666667;0.113636;0.863636;0.0681818;0;0.0454545;2;0.0434783;0;0.891304;0;0.0652174;0;0.0576923;0.788462;0.115385;0;0;0;1094.24;1929.25;0.293524;102.648;2.23148
0;0;0;0;1;0.002812211;5.7392106E-5;0;0.0014348044;5.7392106E-5;0;0.9166667;0;0;0;0;12;0.41666666;0.083333336;0;0.41666666;0.083333336;1;0;0;0;0;0;11;0.36363637;0.09090909;0;0.45454547;0.09090909;1;0;-30.2572;5.53095e-31;-2.52143;0.00301;-25.1768;6.6558e-26;-2.2888;0.0051428;0.923077;0.538462;0.0769231;0.0769231;0.230769;0.833333;0.333333;0.333333;0.166667;0.0833333;0.363636;0.636364;0.181818;0.0909091;0;0.2;0.7;0;0.2;0;0;0;0;0.666667;0.333333;0;0;0.0909091;0.727273;0;0.181818;0;0;1061;1926.28;43.1748;29.4832;2.45694
0;0;0;0;0;0.0011890598;0;0;0.010701551;0;0.0047562425;1;0;0;0;0;29;0.44827586;0.03448276;0;0.41379312;0.03448276;0.9655172;0.06896552;0;0;0;0;29;0.4827586;0.03448276;0;0.31034482;0.03448276;0.8965517;0.13793103;-65.0358;9.20874e-66;-2.24261;0.00571987;-55.2378;5.78362e-56;-1.90475;0.0124523;0.966667;0.266667;0.333333;0.133333;0.233333;0.862069;0.344828;0.241379;0.241379;0.137931;0.642857;0.357143;0.214286;0.25;0.142857;0.37037;0.592593;0.0740741;0.222222;0.0740741;0;0;0.0689655;0.758621;0.103448;0.0689655;0;0.0689655;0.758621;0.137931;0.0344828;0;0;1604.62;2067.82;81.9492;70.362;2.42627
0;0;0;0;9;3.1887725E-4;1.4172334E-4;0;0.0017361103;3.5430836E-5;3.5430836E-5;0.875;0;0;0;0;24;0.45833334;0.083333336;0;0.375;0.041666668;1;0.041666668;0;0;0;0;21;0.47619048;0.0952381;0;0.33333334;0.04761905;1;0.04761905;-66.8653;1.36364e-67;-2.78605;0.00163661;-55.6082;2.4649e-56;-2.64801;0.00224901;0.96;0.4;0.24;0.16;0.16;0.791667;0.375;0.375;0.0833333;0.125;0.26087;0.695652;0.0869565;0.130435;0.0434783;0.0454545;0.909091;0;0;0.0454545;0;0;0.0416667;0.791667;0.166667;0;0;0;0.904762;0;0.0952381;0;0;1434.5;2231.76;62.8352;64.5701;2.69042
0.0019753086;0;0;0;4;5.588823E-4;8.942117E-7;0.0019753086;0.0050299284;3.576847E-6;0;1.0444444;0.044444446;0;0;0;45;0.5555556;0.022222223;0.044444446;0.33333334;0.044444446;0.84444445;0;0;0;0;0;47;0.5319149;0.021276595;0;0.40425533;0.04255319;0.78723407;0;-107.89;1.28825e-108;-2.39756;0.00400354;-97.83;1.47911e-98;-2.08149;0.00828916;0.978261;0.326087;0.282609;0.173913;0.195652;0.844444;0.444444;0.2;0.222222;0.111111;0.568182;0.522727;0.295455;0.0909091;0.0681818;0.209302;0.767442;0.116279;0.0697674;0.0232558;0;0;0.0666667;0.733333;0.0888889;0.111111;0;0.0425532;0.702128;0.212766;0.0425532;0;0;1381.78;2271.61;22.5832;92.482;2.05516
0;0;0;0.0030864198;4;0.004444444;0;0;0.016327158;3.0864194E-5;0;1.1111112;0;0;0;0.055555556;18;0.6666667;0;0;0.22222222;0.055555556;0.9444444;0;0;0;0;0;20;0.6;0;0;0.35;0.05;0.85;0;-52.6537;2.21973e-53;-2.92521;0.00118794;-49.5325;2.93427e-50;-2.47662;0.00333714;0.894737;0.368421;0.157895;0.210526;0.210526;0.777778;0.333333;0.166667;0.277778;0.166667;0.470588;0.529412;0.117647;0.176471;0.117647;0.125;0.8125;0;0.0625;0.0625;0;0;0;0.75;0.25;0;0;0.15;0.75;0;0.1;0;0;1451.39;1917.73;0.0955075;41.9673;2.33152
0;0;0;0;36;0.011747766;0;0;0.01534401;5.9937567E-5;5.9937567E-5;1.24;0;0;0;0;25;0.56;0;0;0.36;0.04;0.92;0.04;0;0;0;0;31;0.4516129;0;0;0.48387095;0.032258064;0.87096775;0.032258064;-61.3066;4.93628e-62;-2.45226;0.00352969;-60.2141;6.10801e-61;-1.94239;0.0114185;0.961538;0.346154;0.153846;0.230769;0.230769;0.92;0.4;0.36;0.08;0.12;0.5;0.541667;0.25;0.125;0.0416667;0.217391;0.73913;0.173913;0;0.0434783;0;0;0;0.92;0;0.08;0;0.129032;0.741935;0.129032;0;0;0;1224.68;1901.97;24.8945;48.9668;1.95867
0;0;0;0.0025000002;0;0.002500001;0;0;0.0024999983;0;0.0025000002;1;0;0;0;0.05;20;0.5;0;0;0.4;0.05;1;0;0;0;0;0;20;0.45;0;0;0.45;0.05;0.95;0.05;-45.528;2.96483e-46;-2.2764;0.00529176;-39.2416;5.73324e-40;-1.96208;0.0109124;0.952381;0.380952;0.190476;0.238095;0.142857;0.85;0.5;0.1;0.3;0.05;0.631579;0.473684;0.263158;0.210526;0;0.277778;0.666667;0.111111;0.166667;0;0;0;0.05;0.7;0.1;0.05;0.1;0;0.7;0.2;0;0.1;0;1996.8;2164.31;143.593;57.948;2.8974
0;0;0;0;1;3.9999923E-4;0;0;6.059168E-4;2.3668567E-6;9.467427E-6;1.04;0;0;0;0;25;0.52;0;0;0.36;0.04;0.88;0.08;0;0;0;0;26;0.5;0;0;0.3846154;0.03846154;0.88461536;0.07692308;-53.0446;9.02402e-54;-2.12178;0.00755468;-48.8593;1.38261e-49;-1.8792;0.0132068;0.961538;0.307692;0.269231;0.115385;0.269231;0.96;0.24;0.44;0.16;0.12;0.708333;0.458333;0.166667;0.25;0.0833333;0.391304;0.565217;0.173913;0.0434783;0.173913;0;0;0;0.84;0.12;0;0.04;0.0769231;0.807692;0.0384615;0.0384615;0.0384615;0;1711.4;2407.78;224.357;69.0827;2.76331
0;0;0;0;4;0.010000004;0;0;0.008622445;5.6689337E-6;2.2675735E-5;0.93333334;0;0;0;0;30;0.6;0;0;0.3;0.033333335;0.9;0.06666667;0;0;0;0;28;0.5;0;0;0.39285713;0.035714287;0.89285713;0.071428575;-69.0526;8.85931e-70;-2.30175;0.00499168;-69.5895;2.57336e-70;-2.48534;0.00327085;0.967742;0.258065;0.322581;0.258065;0.129032;0.833333;0.4;0.2;0.233333;0.133333;0.586207;0.482759;0.137931;0.103448;0.241379;0.285714;0.678571;0;0.142857;0.142857;0;0;0.0333333;0.633333;0.266667;0.0666667;0;0.0357143;0.678571;0.142857;0.142857;0;0;2173.13;2709.71;22.3991;86.3196;2.87732
0;0;0;0;0;8.6505356E-4;0;0;8.650518E-4;0;0;1;0;0;0;0;34;0.5294118;0;0;0.4117647;0.029411765;0.8235294;0.029411765;0;0;0;0;34;0.5;0;0;0.44117647;0.029411765;0.9117647;0.029411765;-68.8089;1.55274e-69;-2.02379;0.00946692;-66.3417;4.55302e-67;-1.95123;0.0111885;0.971429;0.285714;0.228571;0.171429;0.285714;0.941176;0.235294;0.382353;0.205882;0.147059;0.757576;0.272727;0.333333;0.242424;0.121212;0.375;0.59375;0.03125;0.21875;0.125;0;0;0;1;0;0;0;0;1;0;0;0;0;1500.85;1987.75;2.78231;72.3287;2.12732
0;0;0;0;1;0.0093940785;0;9.467427E-6;0.0109443795;2.3668567E-6;9.467427E-6;1.04;0;0;0;0;25;0.52;0;0.08;0.28;0.04;0.88;0.08;0;0;0;0;26;0.42307693;0;0.07692308;0.3846154;0.03846154;0.84615386;0.07692308;-57.801;1.58125e-58;-2.31204;0.00487484;-55.5468;2.83923e-56;-2.13642;0.0073044;0.961538;0.346154;0.230769;0.153846;0.230769;0.88;0.32;0.24;0.2;0.2;0.583333;0.375;0.208333;0.125;0.25;0.434783;0.521739;0.173913;0.130435;0.130435;0;0;0;0.92;0.08;0;0;0.0769231;0.884615;0;0.0384615;0;0;1164.32;1863.29;44.0605;54.7444;2.18978
0;0;0;0;4;0.0014792897;0;0;0.002311391;1.0272845E-5;4.109138E-5;0.9230769;0;0;0;0;26;0.46153846;0;0;0.42307693;0.03846154;0.8076923;0.07692308;0;0;0;0;24;0.5;0;0;0.375;0.041666668;0.875;0.083333336;-44.4238;3.76877e-45;-1.70861;0.0195611;-39.9538;1.11224e-40;-1.66474;0.0216401;0.962963;0.296296;0.185185;0.111111;0.37037;0.923077;0.307692;0.192308;0.153846;0.307692;0.8;0.24;0.08;0.44;0.2;0.666667;0.291667;0.0833333;0.333333;0.25;0;0;0;0.730769;0.230769;0.0384615;0;0;0.791667;0.0833333;0.125;0;0;1335.73;1904.74;37.9052;53.0121;2.03893
0;0;0;0;1;0.00436472;0;2.2545041E-6;0.0038828233;5.6362603E-7;2.2545041E-6;0.972973;0;0;0;0;37;0.6216216;0;0.054054055;0.24324325;0.027027028;0.9189189;0.054054055;0;0;0;0;36;0.5555556;0;0.055555556;0.30555555;0.027777778;0.8888889;0.055555556;-102.796;1.59956e-103;-2.77827;0.00166621;-91.7886;1.62705e-92;-2.54968;0.00282044;0.973684;0.368421;0.263158;0.184211;0.157895;0.864865;0.540541;0.162162;0.162162;0.108108;0.388889;0.694444;0.166667;0.0833333;0.0277778;0.114286;0.857143;0.114286;0;0;0;0;0;0.837838;0.135135;0.027027;0;0.0277778;0.861111;0.0555556;0.0555556;0;0;1516.84;2045.82;40.7339;98.0671;2.65046
0;0;0;0;1;0.012520523;0;0;0.0132064605;1.0161922E-6;4.0647687E-6;0.96875;0;0;0;0;32;0.46875;0;0;0.4375;0.03125;0.84375;0.0625;0;0;0;0;31;0.58064514;0;0;0.32258064;0.032258064;0.87096775;0.06451613;-93.9011;1.25574e-94;-2.93441;0.00116303;-82.0879;8.1677e-83;-2.648;0.00224907;0.939394;0.424242;0.0606061;0.30303;0.181818;0.78125;0.5;0.21875;0.125;0.125;0.387097;0.580645;0.258065;0.0645161;0.0645161;0.133333;0.833333;0.0666667;0.0666667;0;1;0.03125;0.03125;0.8125;0.125;0;0;0.0645161;0.83871;0;0.0645161;0;0;1721.78;2252.03;0.257811;79.3377;2.4793
