1-sdl	2-sdl	3-sdl	4-sdl	5-sdl	6-sdl	7-sdl	8-sdl	9-sdl	10-sdl	11-sdl	12-sdl	13-sdl	14-sdl	15-sdl
16	2	42.18	3.875	-33.0854	1.1428572	0.53333336	0.071428575	0.2857143	-7.594	-1.119	-0.872	10	71.43	0.88
23	3	34.26	4.130435	-62.2213	1.0454545	0.59090906	0.0952381	0.23809524	-12.739	-1.476	-1.232	13	61.9	0.91
21	0	68.81	3.857143	-66.7271	1.1764706	0.6	0	0.21052632	-9.356	-2.063	-1.028	12	63.16	0.9
21	2	62.67	4.1904764	-61.5128	1.1111112	0.6	0	0.21052632	-10.375	-0.887	-0.805	11	55	0.95
31	3	32.28	3.903226	-87.5212	1.1111112	0.46666667	0.06896552	0.10344828	-16.361	-1.913	-1.38	24	82.76	0.94
31	6	27.75	4.096774	-63.7468	1.3846154	0.5	0.03448276	0.3448276	-14.587	-1.512	-1.904	24	82.76	0.94
30	1	42.65	4.633333	-98.2527	1.2692307	0.41379312	0.035714287	0.071428575	-15.079	-0.978	-1.016	18	66.67	0.9
15	0	44.64	3.2	-31.7372	1.0833334	0.64285713	0	0.53846157	-6.174	-0.592	-0.327	11	73.33	1
19	1	46.85	4.368421	-45.9882	1.1052631	0.6111111	0.05882353	0.29411766	-7.429	-0.984	-0.689	15	83.33	0.95
18	0	62.95	4.1666665	-45.5998	1	0.8235294	0.125	0.3125	-7.79	-0.787	-0.507	8	57.14	0.78
11	1	45.53	4.4545455	-29.697	1	0.5	0	0.33333334	-5.236	-0.441	-0.585	9	81.82	1
23	0	75.65	4.2608695	-47.828	1.1	0.8636364	0	0.5714286	-7.922	-2.114	-1.324	13	61.9	0.91
33	1	49.36	4.15625	-89.48	1.137931	0.58064514	0	0.26666668	-13.13	-2.651	-1.389	16	55.17	0.91
25	3	60.37	4.2916665	-74.7674	1.08	0.5217391	0.045454547	0.27272728	-11.699	-1.514	-1.246	12	63.16	0.79
16	0	4.11	4.8125	-44.543	1	0.53333336	0	0.35714287	-7.718	-0.972	-0.737	6	40	0.94
21	1	44.94	4.5238094	-50.9758	1.0952381	0.65	0	0.15789473	-8.609	-1.492	-0.816	11	55	0.95
33	1	41.87	4.212121	-93.5949	1.032258	0.59375	0.12903225	0.12903225	-15.85	-2.883	-1.447	17	60.71	0.85
18	0	72.34	5.0555553	-48.722	1.0526316	0.64705884	0	0.1875	-8.806	-1.175	-0.828	10	58.82	0.94
30	0	55.48	4	-71.9656	1.1785715	0.7586207	0.035714287	0.35714287	-14.169	-1.558	-1.182	18	64.29	0.93
13	0	68.02	4.5384617	-31.2674	1.1	0.8333333	0.09090909	0.54545456	-4.457	-1.039	-0.585	9	75	0.92
37	2	62.32	3.7297297	-73.156	1.2068965	0.8888889	0.057142857	0.6571429	-12.273	-1.319	-0.93	27	72.97	1
24	1	36.58	5.4583335	-70.9984	1.0384616	0.6086956	0	0.22727273	-13.027	-0.907	-1.052	17	77.27	0.92
12	0	6.18	5.5833335	-36.9355	1	0.45454547	0	0.1	-6.717	-0.641	-0.626	7	58.33	1
18	0	68.78	4.611111	-40.2235	1.117647	0.7647059	0.0625	0.4375	-7.367	-0.573	-0.66	11	68.75	0.89
26	1	68.92	4.8461537	-68.986	1.2	0.76	0.083333336	0.29166666	-10.97	-1.634	-0.987	16	69.57	0.88
14	0	28.76	3.9285715	-33.3521	1	0.84615386	0.083333336	0.41666666	-6.358	-0.482	-0.518	9	69.23	0.93
18	0	27.98	3.9444444	-51.4421	1.0666667	0.7058824	0	0.4375	-8.594	-0.931	-0.726	11	64.71	0.94
11	1	15.42	4.5454545	-34.1368	1	0.2	0.11111111	0	-6.139	-0.446	-0.428	8	80	0.91
8	0	38.76	5.125	-27.0429	1.0833334	0.42857143	0	0.16666667	-3.944	-0.532	-0.352	5	83.33	0.75
21	0	48.15	4.095238	-62.4031	1.1363636	0.7	0	0.36842105	-9.371	-1.15	-1.202	16	80	0.95
26	0	33.63	3.8846154	-65.8216	1.0833334	0.72	0.083333336	0.29166666	-9.497	-1.101	-1.028	17	68	0.96
21	0	19.68	4.714286	-53.3647	1.0909091	0.75	0	0.31578946	-10.649	-0.878	-0.76	12	63.16	0.9
34	0	49.24	4.117647	-69.2885	1.137931	0.8181818	0	0.5625	-12.816	-2.213	-1.384	25	75.76	0.97
9	0	14.08	3.2222223	-20.726	1	0.875	0	0.42857143	-3.57	-0.245	-0.22	5	71.43	0.78
23	0	40.05	4.347826	-60.7763	1.1666666	0.72727275	0.04761905	0.2857143	-11.227	-1.221	-0.952	14	73.68	0.83
11	0	78.53	3.6363637	-22.2726	1	0.9	0	0.7777778	-2.692	-0.423	-0.219	8	80	0.91
21	1	22.67	5.2380953	-42.5134	1.0526316	0.8	0	0.42105263	-8.011	-1.052	-0.859	13	68.42	0.9
14	2	64.42	4.5	-42.7746	1.2307693	0.46153846	0.25	0	-7.643	-0.403	-0.489	10	83.33	0.86
31	0	22.9	3.935484	-66.3614	1.037037	0.9	0.06896552	0.44827586	-12.167	-1.529	-0.935	18	60	0.97
31	0	44.5	4.645161	-80.0379	1.2173913	0.7	0.03448276	0.3448276	-13.25	-1.567	-0.849	18	60	0.97
34	3	54.97	4.7352943	-108.402	1.060606	0.4848485	0	0.15625	-20.096	-1.072	-1.344	23	74.19	0.91
5	0	11.41	5	-25.1293	1	0	0	0	-4.009	-0.544	-0.258	3	60	1
23	0	69.22	3.652174	-50.4915	1.25	0.8636364	0	0.61904764	-7.498	-0.774	-0.54	15	68.18	0.96
20	1	26.46	4.4	-60.5823	1.1764706	0.47368422	0.055555556	0.22222222	-9.817	-0.638	-0.905	12	70.59	0.85
45	0	59.01	4.577778	-118.432	1.3055556	0.70454544	0.023255814	0.37209302	-17.013	-2.507	-1.34	26	66.67	0.87
44	0	35.25	4.5	-132.955	1.1944444	0.5813953	0.04761905	0.23809524	-22.727	-2.375	-1.692	31	75.61	0.93
6	0	53.98	5	-21.0413	1.1666666	0.8	0	0.25	-4.084	-0.294	-0.18	2	40	0.83
43	1	49.81	4.5581393	-113.941	1.2121212	0.64285713	0.09756097	0.29268292	-19.111	-1.475	-1.308	31	73.81	0.98
81	3	46.86	5.3209877	-223.643	1.4464285	0.6125	0.050632913	0.25316456	-38.348	-3.271	-2.312	53	72.6	0.9
14	0	9.94	4.214286	-53.2383	1	0.61538464	0	0.25	-8.838	-1.059	-0.385	5	45.45	0.79
36	1	49.48	4.5	-94.3175	1.2580645	0.6	0	0.2647059	-16.273	-2.51	-1.923	21	61.76	0.94
11	0	5.56	5.3636365	-36.825	1.0833334	0.6	0.11111111	0	-6.287	-0.534	-0.742	6	60	0.91
11	0	58.21	3.909091	-18.6139	1	0.9	0	0.8888889	-3.522	-0.745	-0.23	3	30	0.91
36	2	54.56	3.9722223	-80.0453	1.1851852	0.6857143	0.029411765	0.38235295	-15.847	-3.641	-1.887	25	75.76	0.92
45	1	80.86	4.0444446	-95.3696	1.3333334	0.8636364	0.046511628	0.5116279	-16.141	-2.42	-1.395	31	68.89	1
22	1	65.45	4.9545455	-54.2651	1.0952381	0.6666667	0.05	0.35	-11.391	-1.993	-1.302	15	71.43	0.95
25	2	38.82	4.48	-56.9906	1.2727273	0.875	0.08695652	0.5652174	-8.905	-1.711	-0.997	14	60.87	0.92
23	0	45.64	4.3913045	-44.4968	1.3	0.90909094	0.04761905	0.61904764	-8.113	-0.747	-0.643	14	77.78	0.78
19	0	57.34	5.736842	-49.0839	1.0625	0.7222222	0	0.47058824	-8.252	-2.711	-1.293	10	62.5	0.84
14	1	72.64	4.142857	-38.8769	1.0714285	0.61538464	0.083333336	0.33333334	-5.483	-0.985	-0.474	9	75	0.86
31	0	59.41	4.129032	-70.5768	1.2692307	0.8	0.06896552	0.41379312	-13.57	-1.194	-0.998	21	72.41	0.94
3	0	100	8.333333	-15.6959	1	0.5	0	0	-3.265	-0.03	-0.095	2	66.67	1
32	1	54.69	5.09375	-76.9081	1.3333334	0.6451613	0.033333335	0.33333334	-14.013	-1.27	-1.231	22	78.57	0.88
21	1	29.75	4.6666665	-51.4752	1.05	0.7	0.05263158	0.2631579	-10.267	-0.79	-0.75	12	60	0.95
16	0	60.89	4	-31.0124	1	0.8666667	0	0.5714286	-4.503	-1.442	-0.773	6	37.5	1
12	0	30.57	4.3333335	-23.7536	1	0.8181818	0	0.5	-4.922	-0.26	-0.191	8	66.67	1
32	2	49.1	5.1875	-80.4291	1.1290323	0.7096774	0.033333335	0.4	-15.143	-1.417	-0.972	17	58.62	0.91
45	0	60.75	4.4444447	-108.457	1.2972972	0.84090906	0.069767445	0.3488372	-18.917	-3.131	-2.387	19	47.5	0.89
16	0	21.5	4.375	-31.9134	1.0666667	0.8	0	0.71428573	-6.485	-0.241	-0.383	11	68.75	1
20	1	27.34	4.45	-57.3695	1	0.68421054	0	0.33333334	-11.344	-0.807	-0.601	15	78.95	0.95
24	0	31.09	4.8333335	-70.8465	1.0909091	0.65217394	0.045454547	0.22727273	-12.087	-1.358	-1.138	11	52.38	0.88
44	1	60.34	4.2727275	-106.644	1.2727273	0.76744187	0.023809524	0.47619048	-19.235	-1.891	-1.153	30	71.43	0.95
19	0	58.59	3.8947368	-34.3699	1	0.9444444	0	0.8235294	-5.593	-1.097	-0.553	11	73.33	0.79
36	1	56.67	4.25	-79.3414	1.2121212	0.74285716	0	0.47058824	-14.061	-2.448	-1.27	21	67.74	0.86
16	0	85.01	5	-35.9108	1.0555556	0.8666667	0	0.5	-6.269	-0.36	-0.288	5	38.46	0.81
10	0	84.35	4.3	-29.6029	1	0.7777778	0	0.75	-5.485	-0.699	-0.356	5	55.56	0.9
40	2	62.22	4.55	-96.0526	1.2121212	0.7948718	0	0.47368422	-19.249	-1.891	-1.399	23	62.16	0.93
50	0	39.47	4.38	-109.573	1.275	0.7755102	0.041666668	0.45833334	-19.305	-2.37	-1.991	34	73.91	0.92
10	0	15.28	3.4	-20.6202	1	0.7777778	0	0.375	-3.529	-1.27	-0.498	4	44.44	0.9
17	0	9.78	4.8235292	-54.1537	1	0.5625	0	0.13333334	-9.789	-1.002	-0.978	11	68.75	0.94
30	1	38.99	4.793103	-97.2796	1.074074	0.60714287	0.11111111	0.074074075	-16.385	-1.865	-1.455	11	39.29	0.97
23	0	65.6	4.0869565	-52.2367	1.05	0.8181818	0	0.52380955	-9.568	-0.886	-0.437	16	72.73	0.96
14	0	41.06	4.142857	-38.432	1.0666667	0.7692308	0.083333336	0.25	-7.735	-0.668	-0.73	10	83.33	0.86
31	1	45.93	3.967742	-64.0182	1.1481482	0.8	0.03448276	0.62068963	-14.153	-0.967	-0.922	21	67.74	1
10	0	14.92	4.6	-30.8729	1	0.5555556	0.125	0	-5.185	-0.608	-0.525	4	44.44	0.9
35	2	31.18	4.3714285	-88.5702	1.2580645	0.7352941	0.060606062	0.24242425	-17.45	-1.568	-1.6	28	84.85	0.94
41	6	21.9	4.1707315	-99.1815	1.2580645	0.55	0.025641026	0.33333334	-20.278	-1.595	-1.761	28	73.68	0.93
32	5	56.1	4.46875	-69.0862	1.3214285	0.58064514	0	0.26666668	-14.306	-1.254	-1.011	20	71.43	0.88
30	6	8.46	4.3	-83.4146	1.0714285	0.51724136	0.035714287	0.25	-16.606	-1.624	-1.213	19	63.33	1
16	2	42.81	4.875	-39.0865	1.0714285	0.6666667	0	0.21428572	-7.212	-0.559	-0.39	7	53.85	0.81
25	3	37.21	5	-73.266	1.0434783	0.45833334	0.04347826	0.04347826	-15.671	-1.187	-0.863	14	60.87	0.92
17	1	51.1	4.5625	-34.5934	1	0.6	0	0.42857143	-7.456	-0.966	-0.46	7	46.67	0.94
73	2	59.71	4.260274	-176.144	1.6326531	0.7777778	0.04225352	0.49295774	-31.819	-3.731	-2.882	49	77.78	0.86
11	0	64.41	4.3636365	-30.2186	1	0.8	0.22222222	0.11111111	-4.635	-0.463	-0.352	6	60	0.91
28	0	53.38	4.392857	-78.1417	1.1538461	0.7777778	0	0.3846154	-13.807	-1.022	-0.948	18	69.23	0.93
21	0	65.51	4.4761906	-38.2598	1.0909091	0.9	0	0.6315789	-7.999	-0.542	-0.484	15	78.95	0.9
18	2	7.94	4.388889	-53.4544	1.0555556	0.4117647	0	0.125	-8.928	-0.917	-0.842	10	58.82	0.94
21	3	39.12	4.428571	-71.8746	1.1052631	0.45	0	0.15789473	-12.683	-1.468	-1.26	13	65	0.95
30	2	58.65	4.266667	-74.5613	1.1153846	0.7241379	0	0.32142857	-12.866	-1.814	-1.014	22	84.62	0.87
13	0	55.92	5.1538463	-45.1311	1	0.5833333	0.09090909	0.18181819	-7.843	-0.793	-0.393	6	54.55	0.85
22	0	51.44	5	-62.6773	1.1	0.6666667	0.05	0.3	-10.356	-0.732	-0.606	14	63.64	1
13	2	74.21	4.6923075	-43.2695	1	0.33333334	0	0.18181819	-6.805	-0.985	-0.536	6	50	0.92
18	0	35.26	4.4444447	-44.6367	1.117647	0.7647059	0.125	0.25	-9.121	-0.609	-0.506	14	77.78	1
11	1	74.5	4.4545455	-25.0735	1	0.5	0	0.33333334	-4.183	-1.124	-0.13	7	63.64	1
19	0	49.13	4.4210525	-55.2998	1.1111112	0.5555556	0	0.29411766	-10.116	-0.542	-0.736	13	76.47	0.89
14	0	36.39	5	-30.512	1.0909091	0.7692308	0	0.5	-4.578	-1.505	-0.608	9	75	0.86
34	3	72.89	3.5294118	-84.8654	1.16	0.57575756	0.0625	0.34375	-13.236	-0.921	-0.827	14	41.18	1
26	1	54.86	5.269231	-86.4592	1.0384616	0.48	0	0.083333336	-13.662	-1.619	-1.217	16	66.67	0.92
29	1	80.28	4.2413793	-61.341	1.2173913	0.71428573	0	0.44444445	-12.127	-0.95	-0.404	21	75	0.97
33	3	44.79	5.212121	-70.8262	1.2962962	0.65625	0.09677419	0.32258064	-13.034	-1.271	-1.043	24	75	0.97
8	0	6.37	5.125	-29.3311	1	0.42857143	0	0.16666667	-4.921	-0.341	-0.344	5	71.43	0.88
14	0	44.62	5.142857	-39.7668	1.125	0.61538464	0	0.25	-6.632	-0.637	-0.48	5	38.46	0.93
13	0	100	5.076923	-50.7932	1	0.5833333	0	0.27272728	-9.495	-0.928	-0.35	7	63.64	0.85
33	5	61.43	4.5454545	-81.5794	1.1333333	0.53125	0	0.38709676	-12.975	-1.544	-1.45	23	74.19	0.94
30	0	46.01	4.3	-85.0657	1.2307693	0.5862069	0	0.2857143	-15.49	-1.856	-1.048	18	62.07	0.97
19	4	26.4	5	-65.0119	1	0.3888889	0.05882353	0.11764706	-10.812	-0.782	-0.873	16	84.21	1
2	0	100	6.5	-7.30089	1	1	0	0	-1.801	-0.011	-0.014	1	50	1
18	2	66.62	3.8823528	-45.7357	1.2142857	0.4375	0	0.26666668	-6.461	-0.655	-0.315	12	70.59	1
25	0	83.54	4.04	-45.3459	1.3333334	0.7083333	0	0.47826087	-9.973	-0.978	-0.826	16	69.57	0.92
11	0	14.08	3.8181818	-21.2163	1.1111112	0.9	0	0.44444445	-4.092	-0.242	-0.399	8	72.73	1
47	0	44.5	4.787234	-110.151	1.1818181	0.76086956	0.11111111	0.22222222	-20.712	-2.078	-1.713	30	68.18	0.94
43	2	51.92	4.0465117	-97.6338	1.3157895	0.6904762	0.048780486	0.3902439	-19.517	-1.762	-1.576	27	69.23	0.91
16	0	65.54	3.6875	-47.9151	1.117647	0.73333335	0	0.42857143	-7.094	-0.879	-0.46	9	69.23	0.81
15	0	44.39	3.7333333	-33.5419	1	0.85714287	0	0.30769232	-6.537	-1.011	-0.453	9	60	1
32	0	38.71	3.5625	-80.5689	1.1666666	0.7419355	0.06666667	0.36666667	-12.153	-2.464	-1.216	19	65.52	0.91
17	0	80.19	3.6470587	-41.0224	1.0714285	0.875	0.06666667	0.2	-6.759	-1.148	-0.332	8	53.33	0.88
16	0	63.73	3.5625	-32.1873	1.0833334	0.8666667	0.071428575	0.42857143	-5.028	-1.1	-0.306	9	60	0.94
6	1	22.74	4.8333335	-21.1731	1	0.4	0	0.25	-3.918	-0.162	-0.244	5	83.33	1
54	1	38.55	4.037037	-152.279	1.4054054	0.7169811	0.057692308	0.26923078	-24.599	-3.098	-2.046	41	75.93	1
32	1	56.73	4.65625	-94.8377	1.1333333	0.7419355	0.1	0.2	-14.971	-1.582	-1.291	21	75	0.88
15	0	49.58	4.9333334	-32.0437	1	0.9285714	0	0.46153846	-6.85	-0.489	-0.512	10	71.43	0.93
31	3	69.07	4.09375	-78.9987	1.1666666	0.7096774	0.033333335	0.26666668	-17.393	-0.849	-0.98	19	65.52	0.91
10	0	41.36	4.111111	-31.874	1.2	0.625	0	0	-4.697	-0.627	-0.393	5	71.43	0.78
11	3	30.55	5.090909	-43.7687	1.2727273	0.3	0	0.22222222	-7.111	-0.698	-0.618	7	63.64	1
27	4	44.72	3.925926	-61.7956	1.3684211	0.5769231	0.08	0.32	-10.138	-1.997	-0.912	21	77.78	1
22	3	29.25	4.5	-53.2909	1.25	0.52380955	0.15	0.25	-8.971	-0.912	-0.917	16	80	0.91
37	1	44.92	4.3513513	-106.935	1.1935484	0.6388889	0.028571429	0.22857143	-18.883	-2.909	-1.505	26	76.47	0.92
16	1	81.67	4.25	-49.8966	1.0666667	0.6666667	0.071428575	0.21428572	-6.829	-1.12	-0.817	14	87.5	1
25	2	50.8	5.16	-56.0602	1.1304348	0.75	0.13043478	0.3043478	-11.494	-0.958	-0.975	19	76	1
27	2	72.28	4.4444447	-60.4691	1.125	0.7692308	0.08	0.36	-9.963	-1.128	-0.767	16	64	0.93
16	2	61.97	4.4375	-32.8638	1.0769231	0.73333335	0	0.64285713	-6.302	-0.835	-0.612	11	73.33	0.94
30	1	30.53	3.7666667	-59.3585	1.04	0.79310346	0.071428575	0.4642857	-9.08	-2.167	-0.887	14	48.28	0.97
31	6	48.21	5.290323	-83.7912	1.28	0.6333333	0.06896552	0.13793103	-15.85	-1.429	-1.092	21	72.41	0.94
32	1	52.11	5.40625	-96.1887	1.2142857	0.6451613	0.033333335	0.23333333	-17.916	-2.123	-1.157	23	74.19	0.97
9	2	6.09	6.111111	-32.7848	1	0	0	0	-7.116	-0.323	-0.483	5	55.56	1
21	2	2.54	4.904762	-64.9372	1.1	0.4	0	0.05263158	-9.985	-1.95	-1.319	15	78.95	0.9
23	8	18.65	5.521739	-68.0078	1.2631578	0.22727273	0	0	-15.822	-0.917	-1.449	18	85.71	0.91
16	0	11.4	4.75	-41.909	1.0666667	0.73333335	0	0.42857143	-6.748	-1.534	-0.529	8	66.67	0.75
16	0	60.02	4.6875	-46.3774	1	0.6	0	0.2857143	-6.97	-0.797	-0.791	11	73.33	0.94
33	0	59.26	4.151515	-75.8607	1.2142857	0.8125	0.09677419	0.3548387	-13.058	-2.432	-1.516	17	60.71	0.85
29	0	54.89	4.137931	-67.4251	1.2857143	0.78571427	0.037037037	0.44444445	-12.406	-1.725	-1.234	12	44.44	0.93
9	0	29.44	3.3333333	-13.916	1	0.875	0	0.5714286	-2.587	-0.699	-0.229	3	33.33	1
12	2	34.81	5.0833335	-38.0944	1	0.18181819	0	0	-4.948	-1.831	-0.555	6	54.55	0.92
23	0	55.45	4.2608695	-37.5037	1.1578947	0.90909094	0	0.85714287	-7.262	-1.499	-0.589	11	52.38	0.91
11	0	25.63	4.909091	-19.8611	1.0833334	0.9	0	0.5555556	-3.01	-0.711	-0.371	8	80	0.91
28	2	31.14	4.357143	-77.2822	1.08	0.6666667	0.115384616	0.23076923	-13.612	-2.938	-1.427	19	70.37	0.96
30	0	58.53	3.8	-64.2499	1.173913	0.82758623	0.035714287	0.53571427	-9.822	-1.544	-0.617	17	60.71	0.93
32	2	33.6	4.5625	-78.8372	1.2758621	0.7096774	0.033333335	0.33333334	-15.435	-2.396	-1.365	18	62.07	0.91
27	2	68.92	5.296296	-58.9627	1.0344827	0.7307692	0	0.44	-12.127	-0.891	-0.95	17	68	0.93
20	1	37.54	4.4	-45.7139	1	0.7368421	0	0.33333334	-7.677	-2.114	-0.834	9	47.37	0.95
11	0	48.96	4.818182	-28.622	1.0833334	0.8	0	0.33333334	-4.929	-0.979	-0.43	3	33.33	0.82
19	1	69.86	4.894737	-24.9526	1.0625	0.8888889	0	0.7058824	-5.462	-0.825	-0.435	10	52.63	1
23	2	58.44	4.6086955	-38.2577	1.1	0.8181818	0.04761905	0.47619048	-9.878	-1.104	-0.577	14	60.87	1
19	0	54.12	3.3157895	-43.7519	1	0.7777778	0	0.4117647	-8.532	-0.599	-0.527	10	55.56	0.95
9	1	18.72	6	-19.9455	1	0.625	0.14285715	0.2857143	-4	-0.325	-0.304	5	62.5	0.89
12	1	49.39	6.8333335	-36.1026	1.0666667	0.36363637	0	0	-6.639	-0.831	-0.66	6	60	0.83
12	0	28.01	5.25	-26.3683	1	0.8181818	0.1	0.5	-5.008	-0.403	-0.395	5	45.45	0.92
20	0	37.82	5.3	-45.8415	1.1578947	0.7368421	0.16666667	0.22222222	-8.867	-1.084	-1.115	14	77.78	0.9
9	0	36.68	4.7777777	-27.1973	1	0.875	0	0.2857143	-4.397	-0.344	-0.35	2	28.57	0.78
20	2	37.23	4.85	-59.2227	1.2105263	0.57894737	0	0.11111111	-8.997	-1.622	-0.938	7	38.89	0.9
19	0	45.85	3.8947368	-42.8146	1.0625	0.7777778	0.05882353	0.29411766	-7.025	-0.935	-0.437	13	68.42	1
15	1	54.09	5.5333333	-34.9553	1	0.5714286	0.15384616	0.30769232	-7.127	-0.235	-0.483	9	69.23	0.87
9	1	57.54	4.6666665	-39.1645	1	0.375	0	0	-6.935	-0.469	-0.354	4	57.14	0.78
19	1	66.14	5.1578946	-65.1878	1.1304348	0.44444445	0	0.11764706	-10.172	-1.052	-0.871	11	78.57	0.74
21	1	38.08	4.3333335	-58.7283	1.0869565	0.65	0	0.42105263	-9.566	-1.066	-0.869	16	88.89	0.86
11	2	36.46	5.5454545	-25.3411	1	0.6	0.11111111	0.22222222	-7.226	-0.172	-0.337	6	66.67	0.82
20	3	7.05	5.35	-62.2134	1.1875	0.47368422	0.16666667	0.11111111	-11.746	-1.502	-1.056	14	70	1
18	1	65.6	5.8333335	-39.9333	1.05	0.7647059	0.0625	0.3125	-8.219	-0.584	-0.492	10	58.82	0.94
5	0	7.83	5.8	-21.4927	1	0.25	0	0	-3.439	-0.314	-0.293	2	66.67	0.6
12	0	73.78	5.0833335	-29.1037	1	0.8181818	0	0.5	-4.836	-0.433	-0.368	7	58.33	1
17	0	53.41	4.1764708	-27.0622	1.0625	1	0	0.8666667	-5.761	-0.632	-0.335	10	66.67	0.88
19	2	79.25	5	-48.7083	1.0555556	0.5555556	0	0.29411766	-8.685	-0.553	-0.603	15	83.33	0.95
9	1	6	6.111111	-23.5546	1	0.625	0	0.14285715	-5.034	-0.378	-0.317	5	62.5	0.89
22	0	38.25	5.5454545	-54.1442	1.05	0.71428573	0.05	0.45	-10.385	-1.318	-1.037	13	59.09	1
6	0	10.3	3.8333333	-18.6292	1	0.8	0	0	-2.465	-0.668	-0.147	2	40	0.83
21	0	32.94	4	-42.9536	1	0.8	0	0.68421054	-6.267	-2.192	-0.767	7	38.89	0.86
14	1	53.9	3.357143	-20.0574	1.0833334	0.84615386	0	0.6666667	-3.939	-0.799	-0.557	9	81.82	0.79
17	1	67	4.7058825	-27.0461	1.2142857	0.8125	0	0.6666667	-5.329	-0.586	-0.562	10	62.5	0.94
8	0	71.1	6.25	-34.9668	1	0.42857143	0	0	-6.434	-0.328	-0.53	4	66.67	0.75
20	4	59.97	6.35	-59.2893	1.1666666	0.47368422	0	0.11111111	-10.688	-1.119	-0.654	13	68.42	0.95
42	2	62.76	4.6904764	-92.3801	1.1428572	0.70731705	0.05	0.425	-18.844	-1.549	-1.019	29	72.5	0.95
23	1	89.69	4.9130435	-53.4306	1.125	0.59090906	0.0952381	0.2857143	-9.754	-1.05	-1.021	11	57.89	0.83
31	1	59.68	4.677419	-61.4865	1.1481482	0.8	0	0.6896552	-12.756	-1.239	-1.082	19	65.52	0.94
7	0	81.29	5.428571	-23.5295	1	0.5	0	0.4	-4.538	-0.264	-0.259	3	50	0.86
34	0	42.13	4.7058825	-77.8079	1.2068965	0.7878788	0	0.4375	-14.49	-1.102	-1.348	21	67.74	0.91
18	0	62.01	4.5	-46.7186	1.1666666	0.7058824	0.0625	0.4375	-7.938	-0.879	-0.841	12	80	0.83
24	1	25.64	4.25	-53.2956	1.1052631	0.6956522	0.045454547	0.5	-9.857	-0.861	-0.672	11	52.38	0.88
10	1	74.44	4	-17.7689	1	0.6666667	0	0.375	-3.217	-0.643	-0.18	7	70	1
9	0	2.65	3.1111112	-40.118	1	0.25	0	0	-6.653	-0.296	-0.39	5	62.5	0.89
33	2	47.82	4.16129	-106.309	1.2258065	0.4	0.03448276	0.1724138	-15.044	-2.306	-1.522	16	64	0.81
18	1	73	5.2777777	-73.4493	1.0555556	0.23529412	0	0	-12.621	-1.051	-0.741	14	77.78	1
21	3	16.48	4.3809524	-59.4817	1.0869565	0.45	0	0.10526316	-10.69	-1.19	-0.978	13	68.42	0.9
22	4	21.84	4	-66.8978	1.1428572	0.2857143	0	0	-12.09	-1.891	-1.009	12	57.14	0.95
19	0	60.41	4.263158	-43.5882	1.117647	0.6666667	0.05882353	0.23529412	-7.969	-1.134	-0.579	14	77.78	0.95
21	2	5.89	4.428571	-70.6173	1	0.4	0.05263158	0.10526316	-11.166	-1.386	-1.357	13	65	0.95
42	3	45.25	4.0238094	-110.198	1.2631578	0.58536583	0.05	0.175	-18.324	-2.587	-2.146	26	68.42	0.9
13	2	3.67	4.5384617	-40.6203	1.0769231	0.41666666	0	0.09090909	-6.811	-1.37	-0.865	5	45.45	0.85
5	0	20.63	5.4	-25.4517	1	0	0	0	-5.057	-0.373	-0.387	1	20	1
26	0	29.94	5.0384617	-67.9561	1.24	0.76	0	0.33333334	-10.566	-1.149	-1.367	19	82.61	0.88
27	1	23.81	4.740741	-78.3005	1.12	0.65384614	0	0.2	-13.545	-2.332	-1.29	16	61.54	0.96
14	0	4.01	4.714286	-38.6976	1	0.46153846	0.083333336	0	-6.971	-1.244	-1.237	10	83.33	0.86
24	0	44.01	4	-70.2169	1.2	0.5652174	0	0.18181819	-12.44	-1.485	-1.093	13	65	0.83
26	1	43.58	4.3461537	-66.8277	1.1304348	0.76	0.083333336	0.29166666	-11.593	-1.707	-0.924	15	68.18	0.85
21	1	57.67	4	-53.5457	1.15	0.7	0.05263158	0.31578946	-8.098	-1.066	-0.638	11	64.71	0.81
11	0	28.42	4.181818	-37.7163	1.25	0.6	0	0.22222222	-5.112	-1.696	-0.563	5	55.56	0.82
11	0	58.44	4.2727275	-38.4315	1	0.6	0	0.11111111	-7.174	-0.83	-0.643	6	60	0.91
7	0	43.57	3.4285715	-28.3376	1	0.5	0	0	-5.515	-0.407	-0.239	3	42.86	1
8	0	11.98	5	-24.5921	1.1111112	0.5714286	0.16666667	0	-4.846	-0.342	-0.379	5	83.33	0.75
7	0	18.47	3.4285715	-23.6624	1	0.6666667	0	0.4	-4.421	-0.533	-0.693	2	28.57	1
43	6	46.28	3.8837209	-150.542	1.5769231	0.4047619	0.07317073	0.048780486	-22.966	-3.738	-1.614	20	50	0.93
36	0	44.66	4.0555553	-98.6959	1.3225807	0.6857143	0.0882353	0.20588236	-16.498	-1.868	-1.307	23	71.88	0.89
26	1	46.99	4.3461537	-75.2736	1.1428572	0.6	0	0.25	-12.936	-1.134	-1.603	14	63.64	0.85
31	0	51.75	3.9375	-80.355	1.1724138	0.7419355	0.033333335	0.43333334	-11.914	-1.839	-1.15	19	65.52	0.91
19	1	17.79	3.8421052	-38.6427	1	0.7777778	0	0.5294118	-7.339	-1.559	-0.688	10	62.5	0.84
