1-loria	2-loria	3-loria	4-loria	5-loria	6-loria	7-loria	8-loria	9-loria	10-loria	11-loria	12-loria	13-loria	14-loria	15-loria	16-loria	17-loria	18-loria	19-loria	20-loria	21-loria	22-loria	23-loria	24-loria	25-loria	26-loria	27-loria	28-loria	29-loria	30-loria	31-loria	32-loria	33-loria	34-loria	35-loria	36-loria	37-loria	38-loria	39-loria	40-loria	41-loria	42-loria	43-loria	44-loria	45-loria	46-loria	47-loria	48-loria	49-loria
0.777778	0.601333	0.601333	0.601333	0.493778	0.638889	0.41	0.374444	0.352222	0.275778	0.222222	0.0689444	0.0145	0.0200556	0.0045	0.266667	0.0335556	0.0324444	0.0624444	0.015	4.312707e-03	0.00270063	7.73194e-08	3.27122e-08	3.35572e-08	0.000738342	1.15259e-09	1.18765e-09	1.75903e-09	3.096687e-01	2.429004e-01	0.00727041	5.05161e-07	4.85058e-07	6.96077e-07	0	0	0	0	5.470071e-03	19	16	0.8421052632	1	1	0	0	0	0
0.742105	0.597474	0.578526	0.600632	0.477263	0.710526	0.534947	0.538105	0.563368	0.432842	0.226316	0.0633158	0.0117368	0.017	0.00310526	0.284211	0.0343158	0.0332632	0.0627368	0.0151579	6.670801e-03	0.00179724	2.20016e-08	2.15956e-08	6.71616e-08	0.00119115	4.54904e-09	5.80505e-09	1.01737e-08	2.639346e-01	4.007756e-01	0.0028375	5.66376e-08	6.88738e-08	2.86707e-07	0	0	0	0	7.382485e-03	18	17	0.9444444444	1	1	0	0	0	0
0.846154	0.736923	0.736923	0.736923	0.644	0.75	0.578154	0.553538	0.545846	0.433846	0.269231	0.0821154	0.0444231	0.0482692	0.0151154	0.307692	0.0570385	0.0562692	0.0770385	0.0235	7.013565e-03	0.00528031	3.55616e-07	1.99371e-07	2.07615e-07	0.000562288	3.5849e-10	3.90919e-10	5.41045e-10	3.488781e-01	3.128976e-01	0.0121907	2.04481e-06	2.11272e-06	2.73894e-06	0	0	0	0	7.156745e-03	23	24	1.0434782609	1	1	0	0	0	0
0.586667	0.312	0.285333	0.298667	0.1832	0.513333	0.2492	0.206533	0.1932	0.1212	0.2	0.0769333	0.0116	0.0182667	0.00333333	0.24	0.0288	0.0274667	0.0648	0.0136	3.941337e-03	0.000172581	3.62135e-11	1.123e-11	1.64775e-11	0.000165389	1.65144e-11	1.71348e-11	2.69202e-11	2.035178e-03	3.638748e-01	0.000401236	1.1414e-10	8.79e-11	2.60409e-10	0	0	0	0	7.129410e-03	13	13	1	1	1	0	0	0	0
0.704545	0.462545	0.480727	0.518	0.375818	0.640909	0.370182	0.368364	0.381091	0.246545	0.25	0.04	0.0363636	0.0445455	0.00863636	0.336364	0.0825455	0.0725455	0.0852727	0.0415455	3.921193e-03	0.00151549	1.0733e-08	9.12362e-09	2.16117e-08	0.00151635	8.08951e-09	6.08842e-09	9.40038e-09	2.475028e-01	3.156929e-01	0.00280228	2.7494e-08	5.24919e-08	2.00955e-07	0	0	0	0	5.450100e-03	20	20	1	1	1	0	0	0	0
0.77931	0.605241	0.592828	0.601103	0.480552	0.658621	0.372414	0.357241	0.355862	0.255172	0.251724	0.0246207	0.0294483	0.0494483	0.0147931	0.32069	0.0508621	0.052931	0.0694828	0.0341379	6.155403e-03	0.000711931	9.66237e-10	7.26183e-10	1.05832e-09	0.000204603	2.33047e-11	1.29244e-11	1.92323e-11	2.965788e-02	2.722433e-01	0.00232245	2.59762e-08	2.72398e-08	4.88967e-08	0	0	0	0	5.716788e-03	27	27	1	1	1	0	0	0	0
0.663636	0.478909	0.497091	0.571636	0.391273	0.609091	0.430182	0.410182	0.428364	0.268	0.3	0.145273	0.0561818	0.038	0.00963636	0.290909	0.0572727	0.0463636	0.0954545	0.0207273	1.062992e-02	0.00286847	3.46029e-07	3.89006e-07	1.52461e-06	0.000129279	1.40235e-11	2.31296e-11	2.7771e-10	1.097407e-01	3.234518e-01	0.00270784	9.8448e-08	1.55181e-07	2.09341e-06	5.09386e-26	0	0	0	1.837724e-02	10	9	0.9	1	1	0	0	0	0
0.811765	0.643294	0.643294	0.660941	0.525176	0.720588	0.476588	0.481294	0.497176	0.360235	0.202941	0.0384118	0.00958824	0.0125294	0.00335294	0.270588	0.0265882	0.026	0.0424706	0.0148235	3.088506e-03	0.00106089	2.36571e-09	2.34186e-09	5.61342e-09	0.000949458	1.44836e-09	1.66537e-09	2.26642e-09	9.644211e-02	9.167634e-02	0.00496732	1.35829e-07	1.73894e-07	2.68142e-07	0	0	0	0	3.248895e-03	31	32	1.0322580645	1	1	1	0.03125	1	0.032258
0.90625	0.84875	0.84875	0.855	0.80375	0.83125	0.686	0.68475	0.691	0.58425	0.225	0.0420312	0.0114063	0.0145313	0.0053125	0.28125	0.0298438	0.0292188	0.0460938	0.0170625	6.894862e-03	0.00581481	4.4991e-07	3.96489e-07	6.42744e-07	0.000290651	4.30324e-11	4.78257e-11	6.43797e-11	4.221688e-01	4.364146e-01	0.0219894	1.29548e-05	1.70343e-05	3.18812e-05	0	0	0	0	8.468023e-03	23	30	1.3043478261	1	1	0	0	0	0
0.783333	0.626667	0.643333	0.6775	0.525833	0.7625	0.587167	0.5855	0.597167	0.4615	0.266667	0.047	0.0228333	0.0286667	0.0112083	0.3125	0.0422083	0.041375	0.063875	0.0245	8.875191e-03	0.003718	1.62912e-07	1.36022e-07	3.41502e-07	0.000196567	1.63239e-11	2.18281e-11	3.78523e-11	7.437080e-02	4.121825e-01	0.0055957	2.20898e-07	4.3932e-07	1.5602e-06	0	0	0	0	8.793162e-03	20	22	1.1	1	1	0	0	0	0
0.743243	0.512108	0.499135	0.510486	0.352	0.667568	0.353838	0.352757	0.358162	0.230811	0.210811	0.0358108	0.012027	0.0255405	0.00448649	0.281081	0.0301081	0.0344324	0.049027	0.0203784	2.557120e-03	0.000885592	1.28852e-09	1.35237e-09	2.29996e-09	0.000713555	6.81286e-10	6.61524e-10	8.7171e-10	3.992804e-02	5.715350e-02	0.0037391	6.81615e-08	8.69447e-08	1.8477e-07	0	0	0	0	3.434988e-03	31	35	1.1290322581	1	1	1	0.028571	1	0.032258
0.7	0.635	0.61	0.61	0.545	0.5	0.289	0.234	0.249	0.177	0.1	0.015875	0.005875	0.028375	0.001125	0.225	0.0535	0.0385	0.106	0.0105	4.586472e-03	0.000876032	3.04526e-08	7.80873e-09	1.15439e-08	0.00477472	1.7999e-06	8.5032e-07	3.5194e-06	3.230947e-01	5.686631e-01	0.00930547	2.98849e-06	3.84174e-06	1.97032e-05	0	0	0	0	3.355463e-02	6	6	1	1	1	0	0	0	0
0.777778	0.619556	0.621778	0.646222	0.534222	0.711111	0.521778	0.486222	0.464	0.358667	0.183333	0.0408889	0.00866667	0.0108889	0.004	0.261111	0.0322222	0.0277778	0.0566667	0.0173333	6.174250e-03	0.00553128	7.11045e-07	4.91992e-07	5.97707e-07	0.000610101	6.41931e-10	6.36754e-10	1.45813e-09	2.362926e-01	3.411864e-01	0.00523007	5.25779e-07	6.25696e-07	1.20175e-06	0	0	0	0	8.921717e-03	14	16	1.1428571429	1	0	0	0	0	0
0.8	0.655379	0.655379	0.655379	0.575103	0.675862	0.422414	0.407241	0.400345	0.316759	0.224138	0.0368276	0.0168276	0.0175172	0.00562069	0.293103	0.0372759	0.0331379	0.0517586	0.0183793	5.922026e-03	0.00128488	5.68011e-09	3.61335e-09	3.89707e-09	0.0004589	1.80265e-10	2.31186e-10	4.89767e-10	5.526268e-01	6.578906e-01	0.00284027	3.66673e-08	3.10936e-08	3.87516e-08	0	0	0	0	5.453890e-03	26	27	1.0384615385	1	1	0	0	0	0
0.725	0.5006	0.5106	0.5426	0.3822	0.615	0.3482	0.3262	0.3322	0.2122	0.175	0.0106	0.0066	0.0156	0.0027	0.285	0.0392	0.0332	0.0602	0.0149	6.594395e-03	0.000346719	1.56358e-10	1.15802e-10	1.72341e-10	0.00163042	1.10416e-08	8.02161e-09	1.0748e-08	4.274723e-02	7.368840e-02	0.00117367	3.43287e-09	4.44227e-09	1.07346e-08	0	0	0	0	6.782810e-03	19	18	0.9473684211	1	1	0	0	1	0.052632
0.712121	0.43503	0.424121	0.436848	0.286303	0.569697	0.247	0.245788	0.251848	0.136091	0.224242	0.043303	0.0136061	0.0166364	0.0050303	0.278788	0.0294545	0.0288485	0.0452121	0.0160303	6.266357e-03	0.000343231	9.53523e-11	8.41788e-11	1.15135e-10	0.000429751	1.36607e-10	1.56149e-10	2.16682e-10	4.470881e-02	6.430214e-02	0.00171891	1.07589e-08	9.38426e-09	2.05642e-08	0	0	0	0	4.723822e-03	31	31	1	1	1	0	0	2	0.064516
0.786842	0.629158	0.615474	0.616	0.468	0.647368	0.391684	0.385895	0.391158	0.255053	0.202632	0.0345263	0.00873684	0.0113684	0.00392105	0.271053	0.0263421	0.0258158	0.0395	0.0157895	8.666830e-03	0.000750285	0	0	1.35399e-09	0.000542948	0	0	0	4.171542e-03	4.858179e-03	0.00574485	2.77384e-07	3.28695e-07	6.21598e-07	0	0	0	0	6.485933e-03	34	36	1.0588235294	1	1	2	0.055556	5	0.147059
0.836667	0.704267	0.7176	0.744933	0.642267	0.716667	0.528	0.526667	0.536	0.4128	0.21	0.0432667	0.0106	0.0139333	0.00426667	0.263333	0.0258333	0.0251667	0.0438333	0.0147	6.655595e-03	0.00153346	7.92601e-09	8.48419e-09	1.47198e-08	0.000441658	1.57161e-10	1.82235e-10	2.56198e-10	3.350917e-02	3.801105e-02	0.0106362	1.55459e-06	2.31925e-06	5.4503e-06	0	0	0	0	6.239739e-03	27	28	1.037037037	1	1	0	0	2	0.074074
0.8	0.688941	0.677176	0.677176	0.570353	0.717647	0.530824	0.493176	0.493176	0.380706	0.176471	0.0672353	0.00958824	0.0154706	0.00217647	0.235294	0.0262353	0.0250588	0.058	0.0116471	3.662844e-03	0.00306775	1.56782e-07	5.08856e-08	5.15194e-08	0.000711116	1.10454e-09	1.14042e-09	1.68695e-09	3.497921e-01	3.451424e-01	0.00706416	9.23909e-07	4.93165e-07	7.13165e-07	0	0	0	0	6.560748e-03	12	15	1.25	1	1	0	0	0	0
0.82549	0.660392	0.653333	0.649412	0.553569	0.762745	0.548784	0.536235	0.528392	0.434902	0.298039	0.0574706	0.046098	0.0429608	0.0164118	0.339216	0.0620392	0.0538039	0.0620392	0.0249412	1.186598e-02	0.00184908	0	0	0	0.000109101	0	0	0	8.496731e-01	6.735865e-01	0.00267781	0	0	0	0	0	0	0	7.011087e-03	47	49	1.0425531915	1	1	0	0	0	0
0.742857	0.524571	0.526476	0.547429	0.426286	0.657143	0.403048	0.382095	0.38781	0.248381	0.261905	0.0349048	0.0310952	0.0396667	0.00785714	0.342857	0.0661905	0.0604762	0.0861905	0.0261905	1.233780e-02	0.000901717	2.48305e-09	1.69978e-09	2.05645e-09	0.000356427	1.09817e-10	8.12631e-11	1.42708e-10	3.747944e-01	7.527245e-01	0.00187715	1.26369e-08	1.7863e-08	3.97302e-08	0	0	0	0	9.030175e-03	19	19	1	1	1	0	0	0	0
0.724	0.52592	0.49552	0.47952	0.35632	0.58	0.344	0.3184	0.3024	0.19552	0.22	0.04888	0.01368	0.03368	0.0036	0.28	0.03248	0.03888	0.06128	0.02032	3.791403e-03	0.000780628	1.21829e-09	7.15507e-10	6.91356e-10	0.000925071	2.06086e-09	1.80142e-09	2.49287e-09	8.194733e-02	2.883288e-01	0.00194291	1.12341e-08	9.00512e-09	1.24327e-08	0	0	0	0	4.695717e-03	18	23	1.2777777778	1	1	0	0	0	0
0.671429	0.426857	0.426857	0.426857	0.258857	0.585714	0.311429	0.28	0.288571	0.202286	0.164286	0.0586429	0.0172143	0.0186429	0.00307143	0.235714	0.0368571	0.0282857	0.0668571	0.0124286	4.404940e-03	0.000852788	3.96393e-09	1.56634e-09	1.93841e-09	0.000850135	2.49843e-09	3.55939e-09	1.70374e-08	4.121694e-01	4.662879e-01	0.00222641	1.94495e-08	1.88217e-08	3.30415e-08	0	0	0	0	8.651598e-03	14	12	0.8571428571	1	1	0	0	0	0
0.71875	0.53075	0.517625	0.532625	0.43075	0.69375	0.47625	0.475	0.48625	0.38025	0.265625	0.0289063	0.0285938	0.0373438	0.01075	0.321875	0.0495938	0.0458437	0.0617812	0.0254063	8.770959e-03	0.00188779	1.4087e-08	1.48218e-08	2.31029e-08	0.000157124	0	0	0	2.862938e-02	8.059921e-02	0.00363182	8.21606e-08	6.61172e-08	8.36633e-08	0	0	0	0	6.729938e-03	29	30	1.0344827586	1	1	1	0.033333	1	0.034483
0.897674	0.802791	0.802791	0.802791	0.729488	0.769767	0.573953	0.55907	0.549767	0.419349	0.255814	0.0524884	0.0296977	0.0250465	0.0105116	0.295349	0.0375349	0.0347442	0.0473023	0.0204651	1.156052e-02	0.00436602	1.4871e-07	1.02358e-07	9.3057e-08	0.000155405	0	0	0	3.263063e-01	3.796388e-01	0.00864447	7.20575e-07	7.12415e-07	8.04994e-07	0	0	0	0	1.022569e-02	40	41	1.025	1	1	0	0	0	0
0.837037	0.704889	0.704889	0.704889	0.588741	0.792593	0.632	0.608296	0.593481	0.453037	0.251852	0.0585185	0.0222222	0.0259259	0.00637037	0.3	0.0419259	0.0411852	0.0611852	0.0186667	8.903050e-03	0.00861701	1.65762e-06	8.96838e-07	9.32447e-07	0.000708368	6.96937e-10	7.57354e-10	1.03467e-09	4.059677e-01	3.971070e-01	0.0110735	1.9741e-06	1.73511e-06	2.33468e-06	0	0	0	0	7.532217e-03	27	25	0.9259259259	1	1	0	0	0	0
0.5	0.237692	0.222308	0.253077	0.135538	0.446154	0.142154	0.140615	0.182154	0.0932308	0.2	0.057	0.0154615	0.0339231	0.00384615	0.246154	0.0338462	0.0323077	0.0753846	0.0152308	2.076140e-03	6.01474e-05	4.60368e-12	1.54492e-12	4.73923e-12	0.000150039	1.15145e-10	4.70259e-11	8.14522e-11	1.717103e-02	1.594372e-02	6.14114e-05	2.60354e-12	1.76816e-12	1.10193e-11	0	0	0	0	9.262009e-03	11	11	1	1	0	0	0	1	0.090909
0.863462	0.731923	0.739615	0.755385	0.643231	0.836538	0.689154	0.688385	0.692231	0.568231	0.215385	0.0315769	0.0127308	0.0146538	0.00642308	0.269231	0.0247308	0.0243462	0.0347308	0.0162692	5.828277e-03	0.00630756	4.16904e-07	4.06708e-07	5.19207e-07	0.000134201	0	0	0	2.311633e-01	2.239313e-01	0.0117968	1.91599e-06	2.36752e-06	3.93549e-06	0	0	0	0	6.030050e-03	43	50	1.1627906977	1	1	0	0	1	0.023256
0.844	0.75088	0.75088	0.75088	0.67664	0.784	0.64352	0.61792	0.60192	0.50336	0.216	0.0514	0.0122	0.0162	0.00508	0.268	0.029	0.0282	0.0498	0.01596	8.901792e-03	0.00426679	2.15234e-07	1.0956e-07	1.10093e-07	0.000341145	8.25394e-11	8.82879e-11	1.21253e-10	1.295776e-01	9.051974e-02	0.00889084	1.09532e-06	9.4788e-07	1.29693e-06	0	0	0	0	9.836591e-03	23	23	1	1	1	0	0	1	0.043478
0.627273	0.432	0.435636	0.492	0.333455	0.636364	0.450182	0.446545	0.472	0.331636	0.245455	0.105455	0.0309091	0.0763636	0.00581818	0.272727	0.048	0.0625455	0.113455	0.0283636	5.835691e-03	0.000579301	3.73269e-09	2.76356e-09	2.31891e-08	0.000204299	1.71763e-10	8.77159e-11	2.53131e-10	1.643218e-01	4.475674e-01	0.0011209	1.17576e-08	1.21707e-08	1.61675e-07	0	0	0	0	1.472964e-02	9	9	1	1	1	0	0	0	0
0.755556	0.575111	0.597333	0.632889	0.512889	0.733333	0.559111	0.556889	0.568	0.456	0.233333	0.0287222	0.0265	0.0420556	0.006	0.311111	0.0567222	0.0500556	0.0800556	0.0208889	7.536633e-03	0.00241997	5.71371e-08	6.24595e-08	1.22726e-07	0.000162625	2.52733e-11	8.66708e-12	1.46146e-11	3.795803e-02	2.083805e-01	0.00390718	1.05581e-07	1.87093e-07	6.257e-07	0	0	0	0	9.344917e-03	16	16	1	1	1	0	0	0	0
0.685714	0.635429	0.566857	0.509714	0.466286	0.621429	0.513714	0.455143	0.440857	0.358286	0.2	0.082	0.012	0.0191429	0.003	0.235714	0.0292857	0.0278571	0.0678571	0.0124286	5.048021e-03	0.00139078	2.92167e-08	5.03275e-09	5.09191e-09	0.000496635	4.98096e-10	5.18401e-10	8.45696e-10	1.408503e-03	1.260382e-03	0.019259	1.71675e-05	1.23389e-05	1.83068e-05	0	0	0	0	1.016064e-02	12	12	1	1	1	2	0.166667	2	0.166667
0.7	0.462588	0.486118	0.534353	0.346118	0.594118	0.315765	0.313412	0.329882	0.170353	0.282353	0.049	0.0807647	0.127235	0.0426471	0.347059	0.0863529	0.0957647	0.128706	0.068	4.739825e-03	0.000522545	7.74837e-10	7.33045e-10	2.23821e-09	8.30356e-05	3.46952e-12	1.17253e-12	1.12008e-12	4.143845e-02	6.033245e-02	0.00158919	6.76427e-09	1.94598e-08	1.22171e-07	0	0	0	0	6.720990e-03	16	15	0.9375	1	1	0	0	1	0.0625
0.833333	0.672533	0.685867	0.7072	0.594667	0.793333	0.604	0.589333	0.582667	0.486933	0.236667	0.0199333	0.0172667	0.0232667	0.00666667	0.306667	0.0445	0.0405	0.0575	0.0197333	8.182578e-03	0.00408969	1.69331e-07	1.35427e-07	1.67745e-07	0.000361071	8.58744e-11	7.17749e-11	9.31189e-11	3.960059e-01	3.554320e-01	0.00498949	2.08927e-07	2.54497e-07	4.24879e-07	0	0	0	0	7.758586e-03	27	28	1.037037037	1	1	0	0	0	0
0.872727	0.760182	0.760182	0.760182	0.669091	0.854545	0.735636	0.721091	0.712	0.615455	0.220455	0.0291136	0.0159318	0.0163864	0.00797727	0.290909	0.0376364	0.0326364	0.0408182	0.0169091	9.349268e-03	0.00969509	1.59853e-06	1.07725e-06	1.02563e-06	0.000727034	0	0	0	4.400825e-01	6.230561e-01	0.012015	2.05843e-06	2.03817e-06	2.1314e-06	0	0	0	0	7.761526e-03	37	42	1.1351351351	1	1	0	0	0	0
0.7	0.444	0.465053	0.498737	0.348842	0.657895	0.388842	0.386737	0.401474	0.278526	0.194737	0.0825263	0.0309474	0.0204211	0.00873684	0.242105	0.0328421	0.0265263	0.0533684	0.0126316	4.467229e-03	0.000783261	1.8288e-09	2.08744e-09	5.92775e-09	0.000553032	4.55278e-10	5.93368e-10	2.30149e-09	1.876616e-01	3.154049e-01	0.00146697	4.6039e-09	9.1462e-09	3.03553e-08	0	0	0	0	5.787930e-03	19	17	0.8947368421	0	1	0	0	0	0
0.847368	0.700702	0.697193	0.697193	0.603158	0.810526	0.636491	0.628772	0.62807	0.536842	0.310526	0.0567368	0.0493684	0.0588421	0.020614	0.35614	0.064614	0.0674211	0.0772456	0.0374912	1.236252e-02	0.00373138	0	0	0	0.000138258	0	0	0	3.196989e-01	4.306565e-01	0.00636751	0	0	0	0	0	0	0	8.637942e-03	55	55	1	1	1	1	0.018182	1	0.018182
0.854545	0.710545	0.715091	0.729636	0.604364	0.822727	0.653455	0.652545	0.658909	0.533818	0.197727	0.0317727	0.0095	0.0117727	0.00452273	0.254545	0.0215455	0.0210909	0.0338182	0.0147273	6.915984e-03	0.00603404	3.87172e-07	3.31674e-07	4.30072e-07	0.000162506	0	0	0	3.074241e-01	3.061220e-01	0.00934411	1.12606e-06	1.1937e-06	1.92614e-06	0	0	0	0	7.094307e-03	43	42	0.976744186	1	1	0	0	0	0
0.607143	0.429143	0.394857	0.390571	0.269143	0.564286	0.393143	0.348857	0.334571	0.258	0.278571	0.048	0.0472857	0.0672857	0.0171429	0.335714	0.0747857	0.0662143	0.102643	0.0306429	9.830718e-03	0.00068468	2.35911e-09	1.59693e-09	3.1755e-09	0.000149566	3.8467e-11	8.27651e-12	9.53451e-12	6.811465e-02	2.734007e-01	0.0006885	2.50743e-09	1.84578e-09	6.16831e-09	9.83954e-21	0	0	0	1.113471e-02	13	12	0.9230769231	1	1	0	0	0	0
0.704348	0.456	0.473391	0.509043	0.29913	0.7	0.452	0.454609	0.475478	0.280696	0.256522	0.0490435	0.0307826	0.0490435	0.0123478	0.3	0.0467826	0.0493913	0.0702609	0.0276522	6.068383e-03	0.00173618	1.62533e-08	1.53645e-08	3.45194e-08	6.41823e-05	8.83785e-13	7.1428e-13	1.91211e-12	3.364452e-01	3.931824e-01	0.00237577	1.82297e-08	3.30052e-08	1.16206e-07	0	0	0	0	5.794371e-03	21	21	1	1	1	0	0	0	0
0.68	0.4435	0.4335	0.4335	0.2799	0.62	0.3613	0.3293	0.3293	0.2017	0.26	0.06665	0.02565	0.05065	0.00975	0.285	0.03865	0.04665	0.07365	0.02595	4.702167e-03	0.000549761	5.42476e-10	2.76678e-10	3.18065e-10	5.43826e-05	5.6161e-13	4.59898e-13	7.7821e-13	4.395105e-02	4.240432e-01	0.000913525	1.20877e-09	9.84518e-10	1.46627e-09	0	0	0	0	5.418905e-03	16	18	1.125	1	1	0	0	0	0
0.771111	0.563644	0.572533	0.590756	0.465689	0.76	0.543556	0.542667	0.547111	0.408089	0.253333	0.0447778	0.023	0.0252222	0.00806667	0.304444	0.0422667	0.0418222	0.0533778	0.0231556	8.195045e-03	0.0031036	5.39431e-08	5.09754e-08	7.50595e-08	0.000187601	0	0	0	2.387587e-01	3.121488e-01	0.00446939	1.27347e-07	1.42959e-07	2.38709e-07	0	0	0	0	6.859868e-03	40	43	1.075	1	1	1	0.023256	1	0.025
0.66	0.4968	0.5008	0.5448	0.4064	0.58	0.3568	0.3528	0.3808	0.2656	0.27	0.1682	0.0702	0.0502	0.0286	0.28	0.0796	0.0576	0.0936	0.018	3.509531e-03	0.000540848	3.52715e-09	3.12386e-09	1.20428e-08	0.000861905	5.25027e-09	1.01696e-08	2.90535e-08	9.014224e-02	4.085779e-01	0.00189135	5.74354e-08	6.81738e-08	8.29856e-07	3.22753e-40	0	0	0	1.901607e-02	8	8	1	1	1	0	0	0	0
0.615385	0.362462	0.316308	0.316308	0.210462	0.423077	0.137077	0.120154	0.141692	0.0687692	0.276923	0.0997692	0.0259231	0.0259231	0.0103077	0.284615	0.0446923	0.0385385	0.0800769	0.0212308	2.675636e-03	3.47273e-05	9.01439e-13	3.64537e-13	9.42144e-13	3.77699e-05	4.1812e-13	2.00806e-13	5.69895e-13	1.248788e-02	1.504512e-02	0.000488373	2.53648e-09	1.22835e-09	4.12103e-09	0	0	0	0	1.044921e-02	11	11	1	1	0	0	0	1	0.090909
0.784783	0.587217	0.595913	0.613739	0.503217	0.741304	0.508957	0.510261	0.520696	0.409217	0.197826	0.0301957	0.0088913	0.0110652	0.00376087	0.26087	0.022587	0.0221522	0.0343261	0.0145	5.648724e-03	0.0024634	0	0	0	0.000301478	0	0	0	1.469196e-01	2.040694e-01	0.00314542	0	4.48881e-08	7.74015e-08	0	0	0	0	5.661754e-03	41	44	1.0731707317	1	1	0	0	1	0.02439
0.770588	0.620471	0.644	0.692235	0.544941	0.717647	0.512941	0.510588	0.527059	0.424471	0.347059	0.114235	0.0907059	0.126	0.0314118	0.370588	0.0916471	0.0951765	0.126941	0.0688235	1.037178e-02	0.00244084	7.89685e-08	7.03337e-08	1.52836e-07	0.000323364	2.04904e-10	1.4014e-10	5.35651e-10	2.415680e-01	3.999183e-01	0.00379732	8.29183e-08	2.03317e-07	7.95046e-07	0	0	0	0	9.545790e-03	14	15	1.0714285714	1	1	0	0	0	0
0.794286	0.571657	0.571657	0.577371	0.454857	0.688571	0.4514	0.427971	0.422257	0.319686	0.308571	0.0894571	0.0634571	0.0606	0.0202571	0.334286	0.0688571	0.0654286	0.0791429	0.0291429	6.611691e-03	0.00106297	2.78893e-09	1.51198e-09	1.86046e-09	6.30192e-05	0	0	0	3.885555e-01	2.066345e-01	0.0033636	4.56558e-08	4.42147e-08	6.55378e-08	0	0	0	0	5.355942e-03	35	33	0.9428571429	1	1	0	0	1	0.028571
0.729167	0.536833	0.545167	0.571	0.4065	0.708333	0.478333	0.480833	0.500833	0.3375	0.220833	0.0648333	0.0269167	0.02275	0.00575	0.266667	0.033375	0.028375	0.050875	0.0160417	2.259039e-03	0.00158088	1.32338e-08	8.93389e-09	1.81633e-08	0.000362524	1.72726e-10	1.08485e-10	2.13495e-10	1.232267e-01	2.387094e-03	0.00277514	4.08951e-08	4.78109e-08	1.32798e-07	0	0	0	0	5.877870e-03	21	22	1.0476190476	1	1	0	0	2	0.095238
0.638462	0.367692	0.398462	0.461538	0.230769	0.530769	0.277231	0.260308	0.275692	0.161538	0.223077	0.0206154	0.0313846	0.0613846	0.0109231	0.315385	0.0552308	0.0536923	0.0936923	0.0355385	4.762644e-03	0.00053585	2.10339e-09	1.11549e-09	5.3751e-09	0.000789236	7.05714e-09	1.30666e-09	1.27259e-09	1.698648e-01	3.683255e-01	0.00133397	5.04647e-09	1.45632e-08	1.30299e-07	0	0	0	0	1.155630e-02	12	11	0.9166666667	1	1	0	0	0	0
0.819277	0.636602	0.637084	0.644554	0.505084	0.760241	0.530241	0.529759	0.532169	0.374386	0.236145	0.025012	0.0151325	0.0211566	0.00680723	0.292771	0.0285301	0.0304578	0.0369639	0.0200602	5.470973e-03	0.0022123	0	0	0	0	0	0	0	1.840099e-01	1.170794e-01	0.00425714	0	0	0	0	0	0	0	4.456288e-03	77	81	1.051948052	1	1	0	0	2	0.025974
0.803846	0.648154	0.663538	0.695077	0.572	0.753846	0.577231	0.579538	0.598	0.487385	0.234615	0.0664615	0.0287692	0.0210769	0.0107308	0.273077	0.0341538	0.0295385	0.0491538	0.0166154	5.480149e-03	0.00303903	7.89957e-08	7.08805e-08	1.6176e-07	0.000115208	3.08353e-12	3.70824e-12	8.18759e-12	2.439919e-01	5.058070e-01	0.00523027	1.7143e-07	2.94196e-07	8.11485e-07	0	0	0	0	5.098683e-03	21	24	1.1428571429	1	1	0	0	0	0
0.71875	0.509	0.534	0.58525	0.44525	0.725	0.5395	0.537	0.5545	0.451	0.16875	0.0135625	0.0085625	0.0204375	0.0033125	0.25	0.0311875	0.0299375	0.0636875	0.01425	4.979920e-03	0.00196087	3.41919e-08	3.18194e-08	1.11267e-07	0.000274935	6.9161e-11	4.47979e-11	4.36561e-11	2.322177e-01	3.525657e-01	0.00226488	1.58463e-08	4.3909e-08	2.90296e-07	0	0	0	0	6.986593e-03	16	14	0.875	1	1	0	0	0	0
0.842857	0.814286	0.814286	0.814286	0.785714	0.757143	0.668	0.636571	0.633714	0.546857	0.307143	0.123	0.0687143	0.083	0.0232857	0.314286	0.0655714	0.0698571	0.108429	0.0415714	6.214775e-03	0.0410021	0.000632266	0.000138606	0.000188244	0.000199628	7.5642e-11	4.40164e-11	1.61601e-10	3.329365e-01	4.877015e-01	0.108295	0.00174685	0.00187044	0.0037583	0	0	0	0	1.380977e-02	10	12	1.2	1	1	0	0	0	0
0.767857	0.60875	0.601607	0.601607	0.504393	0.557143	0.291821	0.262536	0.262536	0.157679	0.182143	0.0106071	0.00775	0.0141786	0.00439286	0.260714	0.0303214	0.0260357	0.04425	0.0156429	6.153207e-03	0.000317943	9.66348e-11	4.22537e-11	4.46378e-11	9.33938e-05	1.55641e-12	1.25756e-12	1.93692e-12	3.090366e-03	8.391262e-03	0.00190233	1.34153e-08	1.068e-08	1.4646e-08	0	0	0	0	4.724522e-03	26	26	1	1	1	0	0	3	0.115385
0.764815	0.55137	0.537296	0.529889	0.420556	0.681481	0.406093	0.401648	0.408315	0.263685	0.231481	0.031	0.0128519	0.0147037	0.00535185	0.294444	0.0298889	0.0295185	0.0398889	0.0188889	6.180625e-03	0.00147878	0	0	0	0.000433531	0	0	0	1.865994e-01	1.813431e-01	0.00303184	0	0	0	0	0	0	0	4.315423e-03	52	52	1	1	1	0	0	2	0.038462
