1-dfki-ef	2-dfki-ef	3-dfki-ef	4-dfki-ef	5-dfki-ef	6-dfki-ef	7-dfki-ef	8-dfki-ef	9-dfki-ef	10-dfki-ef	11-dfki-ef	12-dfki-ef	13-dfki-ef	14-dfki-ef	15-dfki-ef	16-dfki-ef	17-dfki-ef	18-dfki-ef	19-dfki-ef	20-dfki-ef	21-dfki-ef	22-dfki-ef	23-dfki-ef	24-dfki-ef	25-dfki-ef	26-dfki-ef	27-dfki-ef	28-dfki-ef	29-dfki-ef	30-dfki-ef	31-dfki-ef	32-dfki-ef	33-dfki-ef	34-dfki-ef	35-dfki-ef	36-dfki-ef	37-dfki-ef	38-dfki-ef	39-dfki-ef	40-dfki-ef	41-dfki-ef	42-dfki-ef	43-dfki-ef	44-dfki-ef	45-dfki-ef	46-dfki-ef	47-dfki-ef	48-dfki-ef	49-dfki-ef	50-dfki-ef	51-dfki-ef	52-dfki-ef	53-dfki-ef	54-dfki-ef	55-dfki-ef	56-dfki-ef	57-dfki-ef	58-dfki-ef	59-dfki-ef	60-dfki-ef	61-dfki-ef	62-dfki-ef	63-dfki-ef	64-dfki-ef	65-dfki-ef	66-dfki-ef	67-dfki-ef	68-dfki-ef	69-dfki-ef	70-dfki-ef	71-dfki-ef	72-dfki-ef	73-dfki-ef	74-dfki-ef	75-dfki-ef	76-dfki-ef	77-dfki-ef	78-dfki-ef	79-dfki-ef	80-dfki-ef	81-dfki-ef	82-dfki-ef	83-dfki-ef	84-dfki-ef	85-dfki-ef	86-dfki-ef	87-dfki-ef	88-dfki-ef	89-dfki-ef	90-dfki-ef	91-dfki-ef	92-dfki-ef	93-dfki-ef	94-dfki-ef	95-dfki-ef	96-dfki-ef	97-dfki-ef	98-dfki-ef	99-dfki-ef	100-dfki-ef	101-dfki-ef	102-dfki-ef	103-dfki-ef	104-dfki-ef	105-dfki-ef	106-dfki-ef	107-dfki-ef	108-dfki-ef	109-dfki-ef	110-dfki-ef	111-dfki-ef	112-dfki-ef	113-dfki-ef	114-dfki-ef	115-dfki-ef	116-dfki-ef	117-dfki-ef	118-dfki-ef	119-dfki-ef	120-dfki-ef	121-dfki-ef	122-dfki-ef	123-dfki-ef	124-dfki-ef	125-dfki-ef	126-dfki-ef	127-dfki-ef	128-dfki-ef	129-dfki-ef	130-dfki-ef	131-dfki-ef	132-dfki-ef	133-dfki-ef	134-dfki-ef	135-dfki-ef	136-dfki-ef	137-dfki-ef	138-dfki-ef	139-dfki-ef	140-dfki-ef	141-dfki-ef	142-dfki-ef	143-dfki-ef	144-dfki-ef	145-dfki-ef	146-dfki-ef	147-dfki-ef	148-dfki-ef	149-dfki-ef	150-dfki-ef	151-dfki-ef	152-dfki-ef	153-dfki-ef	154-dfki-ef	155-dfki-ef	156-dfki-ef	157-dfki-ef	158-dfki-ef	159-dfki-ef	160-dfki-ef	161-dfki-ef	162-dfki-ef	163-dfki-ef	164-dfki-ef	165-dfki-ef	166-dfki-ef	167-dfki-ef	168-dfki-ef	169-dfki-ef	170-dfki-ef	171-dfki-ef	172-dfki-ef	173-dfki-ef	174-dfki-ef	175-dfki-ef	176-dfki-ef	177-dfki-ef	178-dfki-ef	179-dfki-ef	180-dfki-ef	181-dfki-ef	182-dfki-ef	183-dfki-ef	184-dfki-ef	185-dfki-ef	186-dfki-ef	187-dfki-ef	188-dfki-ef	189-dfki-ef	190-dfki-ef	191-dfki-ef	192-dfki-ef	193-dfki-ef	194-dfki-ef	195-dfki-ef	196-dfki-ef	197-dfki-ef	198-dfki-ef	199-dfki-ef	200-dfki-ef	201-dfki-ef	202-dfki-ef	203-dfki-ef	204-dfki-ef	205-dfki-ef	206-dfki-ef	207-dfki-ef	208-dfki-ef	209-dfki-ef	210-dfki-ef	211-dfki-ef	212-dfki-ef	213-dfki-ef	214-dfki-ef	215-dfki-ef	216-dfki-ef	217-dfki-ef	218-dfki-ef	219-dfki-ef	220-dfki-ef	221-dfki-ef	222-dfki-ef	223-dfki-ef	224-dfki-ef	225-dfki-ef	226-dfki-ef	227-dfki-ef	228-dfki-ef	229-dfki-ef	230-dfki-ef	231-dfki-ef	232-dfki-ef	233-dfki-ef	234-dfki-ef	235-dfki-ef	236-dfki-ef	237-dfki-ef	238-dfki-ef	239-dfki-ef	240-dfki-ef	241-dfki-ef	242-dfki-ef	243-dfki-ef	244-dfki-ef	245-dfki-ef	246-dfki-ef	247-dfki-ef	248-dfki-ef	249-dfki-ef	250-dfki-ef	251-dfki-ef	252-dfki-ef	253-dfki-ef	254-dfki-ef	255-dfki-ef	256-dfki-ef
?	?	0.7384675145	?	?	?	?	?	408.5	1	?	?	0.166	1	0	?	-80.2872924805	4	1	-8	0	0	43	?	-0.487	-45.543	?	?	?	?	0	?	?	?	?	0	-238.7341156006	236.136	0.149	0	?	0	0.9253268838	inf	?	719.394	?	?	4	1	?	8	?	1800.844	?	?	?	?	0.387	?	-2.619	0	?	0	-42.121	inf	?	239	?	?	-64.87	-74.9491348267	?	?	0	-1.085	0	0	?	?	?	?	0.4210526347	?	?	?	?	?	38	?	?	?	?	-242.0392608643	0	6.834	-3.84	3	?	?	7	-260.2785949707	0	0	?	0	0	0.8661087751	?	0	-133.9867706299	?	?	-101.519	?	0	0.3333333433	?	?	5.45	0	?	?	?	-63.081	-270.2351989746	0	-0.803	-0.001	-0.298	-0.611	-0.022	-0.145	-5.961	?	3	0.8837209344	?	0	?	inf	0	0	?	-1.887	14	?	?	?	20	-16.229	1	?	?	0	?	12	0.9802158475	-5.693	1.1666666269	?	?	-68.4791717529	0	24.997	?	inf	13	4	1	-91.6151046753	?	0	?	1	211537.953	207	-0.472	?	0	?	?	-59.2895584106	2	0	0.571428597	?	42.436	1	?	0	?	0.9601671696	?	5.56	?	?	?	?	?	0	0.407	?	?	1	-0.391	0.9136753082	?	1.538461566	-255.4926452637	-1.811	?	2	?	-2.913	?	?	-126.5348205566	0.929924	1000	?	?	?	?	0.9443829656	454.49	0	-259.4709472656	?	?	656.331	-84.7739257813	?	2	19	?	2	1000	459.933	0	0	?	0.9344069958	?	?	206561.203	-2.443	2	55760.25	3	?	-2.481	1.927	?	0	-1
?	?	0.809779942	?	?	?	?	?	2659.5	0	?	?	0.186	1	0	?	-51.2604598999	1	0.5	0	0	0	26	?	-0.436	-24.357	?	?	?	?	0	?	?	?	?	0	-137.7193908691	1535.752	0.108	0	?	0	0.9970983267	inf	?	382874.719	?	?	2	0	?	6	?	838.762	?	?	?	?	0.329	?	0	0	?	0	-17.028	inf	?	128	?	?	-28.94	-50.6003723145	?	?	0	-0.977	0	0	?	?	?	?	0.6000000238	?	?	?	?	?	27	?	?	?	?	-139.4598693848	0	4.45	0	1	?	?	4	-154.5782470703	0	0	?	0	0	1	?	0	-77.4203720093	?	?	-57.58	?	0	0.3333333433	?	?	4.74	0	?	?	?	-36.939	-174.3751678467	0	-0.488	0	0	-0.437	0	0	-4.853	?	3	1.038461566	?	0	?	inf	0	0	?	0	14	?	?	?	9	-9.517	1	?	?	0	?	7	0.9634146094	-3.97	2	?	?	-46.8035583496	0	13.999	?	inf	8	5	inf	-56.2462615967	?	0	?	2	54551965696	128	0	?	0	?	?	-41.5096931458	1	0	1.25	?	28.961	3	?	0	?	0.9278030396	?	4.92	?	?	?	?	?	0	0.432	?	?	1	0	0.9249646664	?	1.125	-153.0042572021	-0.695	?	2	?	-1.553	?	?	-80.4628067017	0.902196	1000	?	?	?	?	1.0392975807	230534.547	0	-161.7858123779	?	?	340335.562	-56.0830535889	?	2	10	?	2	1000	233563.625	0	0	?	0.9001016021	?	?	53146177536	-1.43	2	2358533.25	3	?	-1.107	1.002	?	0	-1
?	?	0.8816375136	?	?	?	?	?	3225	3	?	?	0.18	1	0	?	-55.9592208862	2	1	-4	0	0	33	?	-0.383	-17.397	?	?	?	?	0	?	?	?	?	0	-194.3609161377	1862.243	0.093	0	?	0	1.0217889547	inf	?	464934.219	?	?	2	0	?	5	?	1482.339	?	?	?	?	0.305	?	-3.283	0	?	0	-18.491	1	?	169	?	?	-39.491	-50.323638916	?	?	0	-0.93	2	0	?	?	?	?	0.555555582	?	?	?	?	?	33	?	?	?	?	-195.9865722656	0	5.244	-2.194	1.6666666269	?	?	5	-200.4597320557	0	0	?	0	0	0.9704142213	?	0	-94.404045105	?	?	-68.485	?	0	0.5	?	?	4.97	0	?	?	?	-35.953	-inf	0	-0.525	-0.001	-0.17	-0.371	-0.043	-0.151	-4.066	?	2	1	?	0	?	inf	0	0	?	-1.609	13	?	?	?	9	-12.514	1	?	?	0	?	9	0.970703125	-3.591	1.444444418	?	?	-46.409286499	0	17.998	?	inf	6	3	0	-59.5610084534	?	0	?	5	81287553024	164	-0.236	?	0	?	?	-49.3357467651	1	0	0.6000000238	?	38.501	6	?	0	?	0	?	5.12	?	?	?	?	?	0	0.425	?	?	4	-0.764	0.9222163558	?	1.5	-197.0630950928	-0.816	?	1	?	-1.101	?	?	-95.2264404297	0.977686	1000	?	?	?	?	1.0087114573	290713.219	0	-215.2634277344	?	?	422495.906	-60.8587799072	?	5	9	?	1.75	1000	285109.719	0	0	?	0.9862877131	?	?	84514177024	-1.392	7	3467950	10	?	-1.51	1.388	?	2	-1
?	?	0.8810842037	?	?	?	?	?	177.5	3	?	?	0.17	1	0	?	-65.8358840942	3	1	-6	0	0	34	?	-0.4	-43.223	?	?	?	?	0	?	?	?	?	0	-196.0678253174	102.768	0.133	0	?	0	1.0798139572	inf	?	309.326	?	?	3	2	?	2	?	1674.567	?	?	?	?	0.365	?	-3.788	0	?	0	-29.601	inf	?	202	?	?	-36.223	-61.3142166138	?	?	0	-1.021	0	0	?	?	?	?	0.2222222239	?	?	?	?	?	33	?	?	?	?	-197.0926971436	0	5.403	-1.117	1.3999999762	?	?	5	-220.9892883301	0	0	?	0	0	1.0049505234	?	0	-105.0270080566	?	?	-74.019	?	0	0.5	?	?	6.15	0	?	?	?	-46.413	-inf	0	-0.802	-0.001	-0.087	-0.686	-0.013	-0.21	-7.151	?	2	0.9705882072	?	0	?	inf	0	0	?	-1.961	12	?	?	?	15	-13.476	0.675999999	?	?	0	?	10	1.0353535414	-6.102	1.2000000477	?	?	-60.4538230896	0	20.998	?	inf	9	4	0.6666666865	-71.1957702637	?	0	?	3	34626.516	203	-0.354	?	0	?	?	-58.0069580078	2.3333332539	0	0.8000000119	?	40.921	5	?	0	?	nan	?	5.94	?	?	?	?	?	0	0.412	?	?	2	-0.233	0.9859674573	?	1.6666666269	-217.7038421631	-1.293	?	1	?	-2.744	?	?	-105.7881317139	0.891865	1000	?	?	?	?	1.0072469711	187.621	0	-inf	?	?	279.778	-76.8781890869	?	7	9	?	3.5	676	186.082	0	0	?	0.9006171227	?	?	35201.629	-1.797	7	10561.25	7	?	-1.385	1.542	?	0	-1
?	?	1.0111204386	?	?	?	?	?	4114.5	3	?	?	0.193	1	0	?	-82.3217849731	3	0.75	0	0	0	39	?	-0.409	-39.427	?	?	?	?	0	?	?	?	?	0	-290.2934265137	2375.796	0.1	0	?	0	1.1499437094	inf	?	544735.125	?	?	4	1	?	2	?	3099.639	?	?	?	?	0.316	?	0	0	?	0	-36.594	inf	?	218	?	?	-54.311	-78.3937149048	?	?	0	-0.974	0	0	?	?	?	?	0.2222222239	?	?	?	?	?	42	?	?	?	?	-292.5116882324	0	6.198	0	1.7999999523	?	?	3	-244.0305023193	0	12	?	0	0	1.0963302851	?	6	-119.3735580444	?	?	-98.914	?	0	0.125	?	?	5.69	0	12	?	?	-51.388	-inf	0	-0.868	0	0	-0.833	0	0	-9.142	?	8	1.0769231319	?	0	?	inf	0	0	?	0	8	?	?	?	12	-17.112	1	?	?	0	?	7	1.017889142	-6.773	1.1428571939	?	?	-83.604598999	0	22.998	?	inf	7	3	0.3333333433	-86.5030822754	?	0	?	4	95035711488	239	0	?	0	?	?	-83.2372436523	2.75	0	1	?	55.674	5	?	0	?	0	?	5.59	?	?	?	?	?	0	0.439	?	?	4	0	1.066470623	6	1.7142857313	-240.9982147217	-1.562	?	0	?	-2.518	?	?	-131.2673034668	1.19867	1000	?	?	?	?	1.0996347666	314310.375	0	-301.5128479004	?	?	510064.094	-99.4736785889	?	11	9	?	3.5	1000	308278.625	0	0	?	1.2045459747	?	?	98791006208	-1.99	14	5644408	9	?	-2.077	1.696	?	0	-1
?	?	0.8867000937	?	?	?	?	?	2184	3	?	?	0.335	1	0	?	-108.7974853516	5	0.8333333135	-30	0	0	65	?	-0.93	-64.579	?	?	?	?	0	?	?	?	?	0	-339.1076049805	1261.222	0.357	0	?	0	0.8460674882	inf	?	4354.743	?	?	6	1	?	5	?	3752.958	?	?	?	?	0.598	?	-7.757	0	?	0	-71.412	inf	?	374	?	?	-95.385	-121.2461395264	?	?	0	-1.471	0	0	?	?	?	?	0.227272734	?	?	?	?	?	53	?	?	?	?	-341.3382263184	0	10.33	-8.404	2.3333332539	?	?	10	-445.9686584473	0	4	?	0	0	0.8609625697	?	2	-212.7644958496	?	?	-151.342	?	0	0.1666666716	?	?	6.08	0	4	?	?	-72.74	-455.9834289551	0	-1.128	-0.003	-0.653	-0.751	-0.095	-0.429	-7.327	?	6	0.8153846264	?	0	?	inf	0	0	?	-6.515	17	?	?	?	38	-21.403	1	?	?	0	?	22	1.0573912859	-7.996	0.7727272511	?	?	-103.9172134399	0	34.996	?	inf	22	6	0.3333333433	-142.5341796875	?	0	?	3	6214437	322	-1.769	?	0	?	?	-96.470741272	2	0	0.6000000238	?	61.261	3	?	0	?	0.783673346	?	5.75	?	?	?	?	?	0	0.579	?	?	4	-1.705	0.8570764661	2	1.7272727489	-439.0559692383	-3.07	?	2	?	-4.131	?	?	-179.0016021729	0.765386	1000	?	?	?	?	0.8413133621	2473.123	0	-357.3420715332	?	?	4118.079	-120.5935287476	?	6	22	?	1.5	1000	2492.877	0	0	?	0.7723562121	?	?	6116339.5	-2.817	6	1590680	7	?	-3.648	2.698	?	0	-1
?	?	0.8312094212	?	?	?	?	?	1324.5	1	?	?	0.15	1	0	?	-29.1882991791	2	1	-4	0	0	13	?	-0.426	-9.84	?	?	?	?	0	?	?	?	?	0	-89.1422271729	764.989	0.075	0	?	0	0.9828920364	inf	?	157336.344	?	?	2	0	?	1	?	377.21	?	?	?	?	0.273	?	-1.79	0	?	0	-8.109	inf	?	90	?	?	-13.085	-22.2757320404	?	?	0	-1.043	0	0	?	?	?	?	0.3333333433	?	?	?	?	?	14	?	?	?	?	-90.0777206421	0	2.066	-1.416	1.6666666269	?	?	0	-105.8959197998	0	0	?	0	0	0.9333333373	?	0	-43.2099761963	?	?	-39.758	?	0	1	?	?	6	0	?	?	?	-14.903	-inf	0	-0.242	-0.001	-0.11	-0.167	-0.004	-0.099	-2.605	?	1	1.0769231319	?	0	?	inf	0	0	?	-1.246	4	?	?	?	5	-5.733	0.0960000008	?	?	0	?	3	0.8670520186	-1.673	1.3333333731	?	?	-20.2389678955	0	8.999	?	inf	3	0	0	-28.7225990295	?	0	?	2	9232879616	84	-0.236	?	0	?	?	-24.2615890503	2	0	inf	?	19.422	3	?	0	?	0	?	6.92	?	?	?	?	?	0	0.387	?	?	1	-0.076	0.9085657597	?	1.6666666269	-103.423538208	-0.368	?	0	?	-0.689	?	?	-45.6569633484	0.850625	1000	?	?	?	?	1.0566301346	95111.508	0	-106.0293731689	?	?	126393.328	-28.2312145233	?	4	3	?	4	96	96087.875	0	0	?	0.8619143367	?	?	9046198272	-0.577	4	585208.25	5	?	-0.5	0.694	?	0	-1
?	?	0.7954432964	?	?	?	?	?	4731	4	?	?	0.211	2	0	?	-101.6451568604	4	0.8000000119	-6	0	0	52	?	-0.467	-48.622	?	?	?	?	0	?	?	?	?	0	-299.0933532715	2731.733	0.105	0	?	0	0.9700622559	inf	?	505467.531	?	?	5	1	?	10	?	4401.596	?	?	?	?	0.325	?	-1.657	0	?	0	-43.435	inf	?	309	?	?	-69.066	-102.868850708	?	?	0	-1.049	0	0	?	?	?	?	0.4545454681	?	?	?	?	?	48	?	?	?	?	-301.7529296875	0	8.264	-0.939	1.1428571939	?	?	6	-330.4729309082	0	0	?	0	0	0.8478964567	?	0	-161.874786377	?	?	-126.099	?	0	0.6666666865	?	?	5.46	0	?	?	?	-73.92	-339.211517334	0	-1.247	-0.001	-0.073	-0.95	-0.01	-0.092	-9.273	?	3	0.9230769277	?	0	?	inf	0	0	?	-1.946	18	?	?	?	16	-20.621	1	?	?	0	?	12	0.9191918969	-8.84	1.5	?	?	-86.2260818481	0	27.997	?	inf	12	4	0.25	-114.5740356445	?	0	?	3	105632669696	262	-0.354	?	0	?	?	-80.8529586792	2.6666667461	0	0.6666666865	?	66.345	7	?	0	?	0.9223045111	?	5.94	?	?	?	?	?	0	0.459	?	?	6	-0.172	0.8382137418	?	1.3333333731	-325.5753173828	-1.867	?	1	?	-3.11	?	?	-155.7618255615	0.913094	1000	?	?	?	?	0.962236464	322799.938	0	-312.8563232422	?	?	475236.594	-111.1439437866	?	8	22	?	0.8333333135	1000	325011.812	0	0	?	0.9186609983	?	?	104199790592	-2.862	5	7462364	8	?	-2.642	2.159	?	0	-1
?	?	0.8518052101	?	?	?	?	?	2456.5	1	?	?	0.19	1	0	?	-43.7970733643	1	inf	0	0	0	26	?	-0.431	-16.201	?	?	?	?	0	?	?	?	?	0	-121.1288604736	1418.55	0.086	0	?	0	1.0301525593	inf	?	403755.875	?	?	0	1	?	4	?	840.165	?	?	?	?	0.293	?	0	0	?	0	-16.887	inf	?	150	?	?	-34.11	-41.1776580811	?	?	0	-1.036	0	0	?	?	?	?	0.3333333433	?	?	?	?	?	25	?	?	?	?	-122.6994628906	0	4.132	0	1.5	?	?	6	-145.6370849609	0	0	?	0	0	0.9133333564	?	0	-76.8930130005	?	?	-57.846	?	0	1	?	?	5.48	0	?	?	?	-31.212	-157.7316436768	0	-0.467	0	0	-0.353	0	0	-3.442	?	1	0.961538434	?	0	?	inf	0	0	?	0	9	?	?	?	9	-9.256	1	?	?	0	?	7	0.9497400522	-3.312	1.2857142687	?	?	-37.7823829651	0	11.999	?	inf	7	4	1	-49.4396400452	?	0	?	1	67731726336	137	0	?	0	?	?	-37.3065757752	7	0	0.6666666865	?	28.986	4	?	0	?	0.8716926575	?	5.77	?	?	?	?	?	0	0.436	?	?	2	0	0.9175456762	?	1.2857142687	-142.7894744873	-0.726	?	0	?	-1.036	?	?	-76.1681747437	0.842501	1000	?	?	?	?	0.9905734658	261605.188	0	-137.4935150146	?	?	349043.656	-50.9303741455	?	7	12	?	1.5	1000	260253.203	0	0	?	0.8483037949	?	?	68437278720	-1.209	3	2012282.875	6	?	-1.305	0.925	?	0	-1
?	?	1	?	?	?	?	?	3559.5	3	?	?	0.223	1	0	?	-1	2	0.5	0	0	0	36	?	-0.448	-22.852	?	?	?	?	0	?	?	?	?	0	-196.3810272217	2055.367	0.109	0	?	0	0.9306185842	inf	?	432329.375	?	?	4	1	?	5	?	3165.172	?	?	?	?	0.33	?	0	0	?	0	-19.627	inf	?	200	?	?	-57.316	-69.2174987793	?	?	0	-1.028	0	0	?	?	?	?	0.5	?	?	?	?	?	36	?	?	?	?	-197.9676208496	0	5.721	0	1.5714285374	?	?	4	-266.877532959	0	0	?	0	0	0.9549999833	?	0	-109.5439453125	?	?	-97.557	?	0	0.25	?	?	5.31	0	?	?	?	-48.034	-inf	0	-0.688	0	0	-0.593	0	0	-6.449	?	4	1	?	0	?	inf	0	0	?	0	7	?	?	?	12	-15.437	1	?	?	0	?	6	0.9550359845	-5.134	1.1666666269	?	?	-58.1789360046	0	17.998	?	inf	6	3	0.3333333433	-77.3814697266	?	0	?	5	69184290816	191	0	?	0	?	?	-1	1.7999999523	0	0.75	?	56.26	7	?	0	?	0	?	5.56	?	?	?	?	?	0	0.472	?	?	8	0	0.840523541	?	2	-263.7025756836	-0.839	?	3	?	-1.441	?	?	-108.5717163086	0.741792	1000	?	?	?	?	0.9911247492	257158.312	0	-220.4903106689	?	?	392486.219	-72.0126342773	?	9	10	?	0.875	1000	263029.062	0	0	?	0.7447065115	?	?	66130399232	-1.86	7	4224533	11	?	-2.192	1.311	?	0	-1
?	?	1.0621544123	?	?	?	?	?	829	1	?	?	0.169	1	0	?	-101.7140579224	4	1	-12	0	0	60	?	-0.497	-59.767	?	?	?	?	0	?	?	?	?	0	-322.7936096191	478.912	0.137	0	?	0	1.1741199493	inf	?	1834.417	?	?	4	1	?	9	?	2391.465	?	?	?	?	0.37	?	-2.996	0	?	0	-47.577	0	?	338	?	?	-84.715	-97.8875350952	?	?	0	-1.045	1	0	?	?	?	?	0.5	?	?	?	?	?	62	?	?	?	?	-327.8272094727	0	9.535	-2.331	1.777777791	?	?	7	-364.8244018555	0	0	?	0	0	1.0325443745	?	0	-173.7649383545	?	?	-109.466	?	0	0.1428571492	?	?	5.63	0	?	?	?	-82.101	-376.108581543	0	-0.858	-0.001	-0.181	-0.781	-0.042	-0.166	-9	?	7	1.0333333015	?	0	?	inf	0	0	?	-2.565	22	?	?	?	22	-20.722	1	?	?	0	?	19	1	-6.954	1.1578947306	?	?	-115.2629013062	0	27.997	?	inf	15	9	1	-115.3199386597	?	0	?	6	1185836	349	-0.707	?	0	?	?	-108.0360412598	1.5	0	1.2857142687	?	48.903	9	?	0	?	0.8925023675	?	5.63	?	?	?	?	?	0	0.412	?	?	6	-0.749	1.1775033474	?	1.4666666985	-359.009185791	-2.1	?	6	?	-3.872	?	?	-188.3679046631	0.898589	1000	?	?	?	?	1.0840386152	1093.227	0	-335.6777954102	?	?	1720.348	-135.3994445801	?	9	18	?	1.5	1000	1088.961	0	0	?	0.8991235495	?	?	1195145	-3.179	9	229356.672	16	?	-3.24	2.082	?	0	-1
?	?	0.6868513227	?	?	?	?	?	3922	2	?	?	0.191	2	0	?	-99.3812255859	2	1	-4	0	0	49	?	-0.405	-52.408	?	?	?	?	0	?	?	?	?	0	-310.057800293	2264.656	0.104	0	?	0	0.8258914948	inf	?	382892.281	?	?	2	0	?	4	?	4093.962	?	?	?	?	0.322	?	-1.626	0	?	0	-41.283	inf	?	271	?	?	-64.34	-97.3891525269	?	?	0	-1.015	0	0	?	?	?	?	0.2666666806	?	?	?	?	?	40	?	?	?	?	-311.5700378418	0	7.469	-0.997	2.3333332539	?	?	8	-323.2434387207	0	4	?	0	0	0.8450184464	?	2	-160.1349334717	?	?	-124.261	?	0	0.3333333433	?	?	5.72	0	4	?	?	-63.115	-335.1344299316	0	-1.162	-0.001	-0.081	-0.789	-0.061	-0.094	-8.022	?	6	0.8163265586	?	0	?	inf	0	0	?	-1.356	11	?	?	?	25	-20.474	1	?	?	0	?	16	1.0343580246	-8.236	0.6875	?	?	-71.8609619141	0	26.997	?	inf	15	2	0	-111.2143249512	?	0	?	3	56585207808	229	-0.236	?	0	?	?	-68.2601242065	2.6666667461	0	0.25	?	63.984	6	?	0	?	0.9670056701	?	5.53	?	?	?	?	?	0	0.437	?	?	5	-0.201	0.7378743887	2	1.6666666269	-318.8602294922	-1.6	?	1	?	-3.133	?	?	-137.1809082031	0.963887	1000	?	?	?	?	0.8566581607	240248.078	0	-324.0768737793	?	?	357782.75	-91.8509597778	?	8	15	?	2.2000000477	1000	237876.453	0	0	?	0.9723939896	?	?	57719140352	-2.317	11	5128668.5	14	?	-2.318	2.004	?	0	-1
?	?	0.8395968676	?	?	?	?	?	568.5	4	?	?	0.173	1	0	?	-124.1992721558	7	0.875	-28	0	0	71	?	-0.51	-63.944	?	?	?	?	0	?	?	?	?	0	-441.072845459	328.512	0.164	0	?	0	0.9669895172	inf	1	948.771	?	?	8	3	?	6	?	8524.823	?	?	?	?	0.406	?	-9.843	0	?	0	-49.655	inf	?	415	?	?	-102.08	-128.6064300537	?	?	0	-1.09	0	0	?	?	?	?	0.2608695626	?	?	?	?	?	65	?	?	?	?	-445.5786132812	0	11.284	-9.087	1.125	?	?	11	-487.1188964844	1	8	?	0	0	0.8819277287	?	4	-229.9569702148	?	?	-133.622	?	0	0.1428571492	?	?	5.63	0	8	?	?	-91.763	-499.9577636719	0	-1.46	-0.005	-0.587	-1.149	-0.346	-0.434	-10.592	?	7	0.9154929519	?	0	?	4	0	0	?	-11.697	24	?	?	?	38	-24.634	1	?	?	0	?	20	0.9623931646	-9.931	1.2000000477	13	?	-120.798789978	0	34.996	?	0.6153846383	18	5	0.75	-148.5130462646	?	0	?	4	337987.312	366	-1.061	?	0	?	?	-104.2773208618	2.25	13	0.4545454681	?	92.33	8	?	0	?	0.9119545221	?	5.85	?	?	?	?	?	0	0.417	?	?	11	-6.428	0.9392904043	4	2.1111111641	-472.6549377441	-1.866	?	2	?	-3.538	?	?	-213.43359375	0.914723	1000	?	?	?	?	0.9281458259	600.623	0	-455.9387512207	?	?	880.117	-143.6105651855	?	9	23	?	1	1000	581.367	0	0	?	0.9331815243	?	?	360748	-3.331	11	107920.25	9	?	-3.906	2.621	?	0	-1
?	?	0.8871107101	?	?	?	?	?	4412.5	1	?	?	0.17	1	0	?	-103.7767791748	3	0.6000000238	-30	0	0	53	?	-0.349	-27.5	?	?	?	?	0	?	?	?	?	0	-286.8522644043	2547.847	0.079	0	?	0	0.8121442199	inf	?	505145.031	?	?	5	1	?	9	?	3494.807	?	?	?	?	0.282	?	-15.739	0	?	0	-48.94	inf	?	265	?	?	-71.257	-106.6644897461	?	?	0	-0.954	0	0	?	?	?	?	0.5294117928	?	19	?	?	?	41	1	?	?	?	-290.8940429688	0	8.741	-9.917	1.25	?	?	4	-321.224029541	1	0	?	0	0	0.8716981411	?	0	-170.2936706543	?	?	-108.54	?	0	0.1666666716	?	?	5.63	0	?	?	?	-48.161	-334.2575378418	0	-0.794	-0.003	-0.771	-0.79	-0.05	-0.871	-7.707	?	6	0.7735849023	?	0	?	0	0	0	?	-5.285	18	?	?	?	32	-20.146	1	?	?	0	?	15	1.1260000467	-5.63	1.2000000477	?	?	-89.5298919678	0	30.997	?	0	15	1	1	-126.2635803223	?	0	?	2	83957694464	231	-1.769	?	0	?	?	-92.0614929199	2.5	19	0.25	?	59.117	4	?	0	?	inf	?	5	?	?	?	?	?	0	0.413	?	?	3	-0.888	0.8393598199	?	2.1333334446	-317.5518188477	-2.104	?	2	?	-1.759	?	?	-148.2624053955	0.90558	1000	?	?	?	?	0.8706278205	293234.844	0	-inf	?	?	476433.062	-102.5442352295	?	5	17	?	1.6666666269	1000	289754.531	0	0	?	0.9033242464	?	?	85986664448	-1.865	5	6491523	5	?	-2.725	2.39	?	0	-1
